province,district,target_yield_t_ha,strategy,efficiency_metric,n_pixels,supported_pixels,median_predicted_AE_N,median_predicted_PFP_N,median_predicted_yield_difference_from_GR_kg_ha,strategy_N_rate_kg_ha,median_reference_N_kg_ha,median_N_required_for_same_target_yield,median_N_change_for_same_target_yield,median_N_reduction_for_same_target_yield,median_N_increase_for_same_target_yield,median_predicted_yield_retention,median_efficiency_ratio_to_GR
Province 5,Banke,10.0,TIMING_V6_V10,AE,131,11,12.4944624238398,,220.48771393955312,120.0,359.51925754060323,126.26972606709545,-232.5312933770572,232.5312933770572,0.0,1.0355432771207345,2.8496856787065683
Province 5,Banke,10.0,UDP_N78,PFP,131,11,,90.61728517214674,93.22515220673587,78.0,359.51925754060323,110.35422194565729,-245.9158443581137,245.9158443581137,0.0,1.0326001290348186,1.5908677136419904
Province 5,Bardiya,6.0,FYM_N60,PFP,162,7,,123.4981877308191,-715.1356398578807,60.0,144.02105568445478,48.58370927002565,-96.46235636441435,96.46235636441435,0.0,0.9060390188561493,1.814074870515213
Province 5,Bardiya,6.0,GR,AE,162,7,14.46213714340208,,0.0,120.0,144.02105568445478,144.02105568445478,0.0,-0.0,0.0,1.0,1.0
Province 5,Bardiya,6.0,N180,AE,162,7,12.622576820401214,,116.13030480808291,180.0,144.02105568445478,223.613607888787,76.55395922298196,0.0,76.55395922298196,1.011667368767538,0.6542468882320662
Province 5,Bardiya,6.0,N210,AE,162,7,10.661095326584979,,162.50157414436495,210.0,144.02105568445478,218.66068390720602,72.04527661776149,0.0,72.04527661776149,1.0156833574782365,0.6655525325445857
Province 5,Bardiya,6.0,N60,AE,162,7,25.111857988930403,,-954.9399526331745,60.0,144.02105568445478,114.07074902853047,-37.41485833693517,37.41485833693517,0.0,0.9028482218778955,1.304747252881865
Province 5,Bardiya,6.0,PCU_N120,PFP,162,7,,67.17060730601153,52.22645165933509,120.0,144.02105568445478,89.32478473442825,-54.358285284098436,54.358285284098436,0.0,1.005519333050602,1.0054494203652742
Province 5,Bardiya,6.0,PCU_N60,PFP,162,7,,106.39637434546508,-481.51908815076683,60.0,144.02105568445478,56.39292718069542,-85.65660366527052,85.65660366527052,0.0,0.9184658147433227,1.838135080545165
Province 5,Bardiya,6.0,TIMING_V6_V10,AE,162,7,12.119907158254573,,290.50928878320224,120.0,144.02105568445478,49.07377028638721,-96.8148177965226,96.8148177965226,0.0,1.044472348495693,2.841539151676784
Province 5,Bardiya,6.0,UDP_N78,PFP,162,7,,89.66699661609672,129.3433797992738,78.0,144.02105568445478,66.91426436656658,-74.46832371196496,74.46832371196496,0.0,1.0419861681405735,1.605153285611999
Province 5,Bardiya,8.0,FYM_N60,PFP,162,7,,123.4981877308191,-715.1356398578807,60.0,244.02105568445475,64.77827902670086,-180.60945659106756,180.60945659106756,0.0,0.9060390188561493,1.814074870515213
Province 5,Bardiya,8.0,GR,AE,162,7,14.46213714340208,,0.0,120.0,244.02105568445475,244.02105568445475,0.0,-0.0,0.0,1.0,1.0
Province 5,Bardiya,8.0,N180,AE,162,7,12.622576820401214,,116.13030480808291,180.0,244.02105568445475,378.9002653595044,130.90709177319673,0.0,130.90709177319673,1.011667368767538,0.6542468882320662
Province 5,Bardiya,8.0,N210,AE,162,7,10.661095326584979,,162.50157414436495,210.0,244.02105568445475,368.06117352602905,121.76762062831035,0.0,121.76762062831035,1.0156833574782365,0.6655525325445857
Province 5,Bardiya,8.0,N60,AE,162,7,25.111857988930403,,-954.9399526331745,60.0,244.02105568445475,191.13154722490123,-61.85949144903208,61.85949144903208,0.0,0.9028482218778955,1.304747252881865
Province 5,Bardiya,8.0,PCU_N120,PFP,162,7,,67.17060730601153,52.22645165933509,120.0,244.02105568445475,119.09971297923767,-124.42511445934912,124.42511445934912,0.0,1.005519333050602,1.0054494203652742
Province 5,Bardiya,8.0,PCU_N60,PFP,162,7,,106.39637434546508,-481.51908815076683,60.0,244.02105568445475,75.19056957426056,-166.82239459068674,166.82239459068674,0.0,0.9184658147433227,1.838135080545165
Province 5,Bardiya,8.0,TIMING_V6_V10,AE,162,7,12.119907158254573,,290.50928878320224,120.0,244.02105568445475,83.53892752855131,-164.30845277261142,164.30845277261142,0.0,1.044472348495693,2.841539151676784
Province 5,Bardiya,8.0,UDP_N78,PFP,162,7,,89.66699661609672,129.3433797992738,78.0,244.02105568445475,89.2190191554221,-152.80337545052723,152.80337545052723,0.0,1.0419861681405735,1.605153285611999
Province 5,Bardiya,10.0,FYM_N60,PFP,162,7,,123.4981877308191,-715.1356398578807,60.0,344.0210556844548,80.97284878337608,-264.75655681772076,264.75655681772076,0.0,0.9060390188561493,1.814074870515213
Province 5,Bardiya,10.0,GR,AE,162,7,14.46213714340208,,0.0,120.0,344.0210556844548,344.0210556844548,0.0,-0.0,0.0,1.0,1.0
Province 5,Bardiya,10.0,N180,AE,162,7,12.622576820401214,,116.13030480808291,180.0,344.0210556844548,529.0741282408037,183.4113172806218,0.0,183.4113172806218,1.011667368767538,0.6542468882320662
Province 5,Bardiya,10.0,N210,AE,162,7,10.661095326584979,,162.50157414436495,210.0,344.0210556844548,518.8218712717724,172.06760532468445,0.0,172.06760532468445,1.0156833574782365,0.6655525325445857
Province 5,Bardiya,10.0,N60,AE,162,7,25.111857988930403,,-954.9399526331745,60.0,344.0210556844548,275.37506955263694,-85.90521536271578,85.90521536271578,0.0,0.9028482218778955,1.304747252881865
Province 5,Bardiya,10.0,PCU_N120,PFP,162,7,,67.17060730601153,52.22645165933509,120.0,344.0210556844548,148.87464122404708,-195.14021569111907,195.14021569111907,0.0,1.005519333050602,1.0054494203652742
Province 5,Bardiya,10.0,PCU_N60,PFP,162,7,,106.39637434546508,-481.51908815076683,60.0,344.0210556844548,93.98821196782572,-246.49487971003023,246.49487971003023,0.0,0.9184658147433227,1.838135080545165
Province 5,Bardiya,10.0,TIMING_V6_V10,AE,162,7,12.119907158254573,,290.50928878320224,120.0,344.0210556844548,120.52105887814398,-229.33397783741623,229.33397783741623,0.0,1.044472348495693,2.841539151676784
Province 5,Bardiya,10.0,UDP_N78,PFP,162,7,,89.66699661609672,129.3433797992738,78.0,344.0210556844548,111.52377394427764,-229.98718099360173,229.98718099360173,0.0,1.0419861681405735,1.605153285611999
Province 5,Dang,6.0,FYM_N60,PFP,202,97,,112.85883641297056,-713.9258118995065,60.0,132.768909512761,53.16381158607919,-77.29624117247657,77.29624117247657,0.0,0.9127377597008139,1.827284792217621
Province 5,Dang,6.0,GR,AE,202,106,11.082247305819267,,0.0,120.0,132.768909512761,132.768909512761,0.0,-0.0,0.0,1.0,1.0
Province 5,Dang,6.0,N180,AE,202,106,9.421765182751937,,178.69875703980534,180.0,132.768909512761,165.81654745855417,34.77198651522694,0.0,34.77198651522694,1.0242150007039714,0.7921188050654004
Province 5,Dang,6.0,N210,AE,202,106,7.516996717893706,,40.04036170129344,210.0,132.768909512761,320.88454878007497,189.8209194364979,0.0,189.8209194364979,1.018539151438469,0.4028252424681523
Province 5,Dang,6.0,N60,AE,202,106,17.309051489731694,,-507.43409032807415,60.0,132.768909512761,92.1741102024447,-39.4171713866613,39.4171713866613,0.0,0.9407850324386824,1.4681222364447546
Province 5,Dang,6.0,PCU_N120,PFP,202,97,,59.8164840607531,-18.235754340423178,120.0,132.768909512761,100.3067986041361,-32.18061747679113,32.18061747679113,0.0,0.9989337965986838,0.9989300397712522
Province 5,Dang,6.0,PCU_N60,PFP,202,108,,127.96074755362997,-200.2790171778704,60.0,132.768909512761,46.889387466316386,-85.04729176254062,85.04729176254062,0.0,0.984925584115218,1.9688906999306943
Province 5,Dang,6.0,TIMING_V6_V10,AE,202,101,11.681225530061663,,257.3384046095215,120.0,132.768909512761,72.61436587456335,-57.83530927812218,57.83530927812218,0.0,1.038910036042169,1.7534624853202512
Province 5,Dang,6.0,UDP_N78,PFP,202,108,,96.32973348744268,-190.93663795882634,78.0,132.768909512761,62.28606637401401,-69.29213873085138,69.29213873085138,0.0,0.9777516942007465,1.5050464591306647
Province 5,Dang,8.0,FYM_N60,PFP,202,97,,112.85883641297056,-713.9258118995065,60.0,232.76890951276107,70.88508211477226,-159.75534611262322,159.75534611262322,0.0,0.9127377597008139,1.827284792217621
Province 5,Dang,8.0,GR,AE,202,106,11.082247305819267,,0.0,120.0,232.76890951276107,232.76890951276107,0.0,-0.0,0.0,1.0,1.0
Province 5,Dang,8.0,N180,AE,202,106,9.421765182751937,,178.69875703980534,180.0,232.76890951276107,290.91793973445397,63.305577087653305,0.0,63.305577087653305,1.0242150007039714,0.7921188050654004
Province 5,Dang,8.0,N210,AE,202,106,7.516996717893706,,40.04036170129344,210.0,232.76890951276107,571.5150542030733,330.95739286140633,0.0,330.95739286140633,1.018539151438469,0.4028252424681523
Province 5,Dang,8.0,N60,AE,202,106,17.309051489731694,,-507.43409032807415,60.0,232.76890951276107,166.00694770115342,-77.02594420906073,77.02594420906073,0.0,0.9407850324386824,1.4681222364447546
Province 5,Dang,8.0,PCU_N120,PFP,202,97,,59.8164840607531,-18.235754340423178,120.0,232.76890951276107,133.74239813884813,-98.67009511978952,98.67009511978952,0.0,0.9989337965986838,0.9989300397712522
Province 5,Dang,8.0,PCU_N60,PFP,202,108,,127.96074755362997,-200.2790171778704,60.0,232.76890951276107,62.51918328842185,-169.43968200615134,169.43968200615134,0.0,0.984925584115218,1.9688906999306943
Province 5,Dang,8.0,TIMING_V6_V10,AE,202,101,11.681225530061663,,257.3384046095215,120.0,232.76890951276107,129.46885873438507,-99.08229359467275,99.08229359467275,0.0,1.038910036042169,1.7534624853202512
Province 5,Dang,8.0,UDP_N78,PFP,202,108,,96.32973348744268,-190.93663795882634,78.0,232.76890951276107,83.04808849868536,-147.6364877706991,147.6364877706991,0.0,0.9777516942007465,1.5050464591306647
Province 5,Dang,10.0,FYM_N60,PFP,202,97,,112.85883641297056,-713.9258118995065,60.0,332.76890951276107,88.60635264346533,-242.64058796849747,242.64058796849747,0.0,0.9127377597008139,1.827284792217621
Province 5,Dang,10.0,GR,AE,202,106,11.082247305819267,,0.0,120.0,332.76890951276107,332.76890951276107,0.0,-0.0,0.0,1.0,1.0
Province 5,Dang,10.0,N180,AE,202,106,9.421765182751937,,178.69875703980534,180.0,332.76890951276107,416.07304954789674,89.45444385758162,0.0,89.45444385758162,1.0242150007039714,0.7921188050654004
Province 5,Dang,10.0,N210,AE,202,106,7.516996717893706,,40.04036170129344,210.0,332.76890951276107,811.8120835538448,479.63372721947206,0.0,479.63372721947206,1.018539151438469,0.4028252424681523
Province 5,Dang,10.0,N60,AE,202,106,17.309051489731694,,-507.43409032807415,60.0,332.76890951276107,232.64790223274048,-112.49441591186381,112.49441591186381,0.0,0.9407850324386824,1.4681222364447546
Province 5,Dang,10.0,PCU_N120,PFP,202,97,,59.8164840607531,-18.235754340423178,120.0,332.76890951276107,167.17799767356016,-165.76876565481706,165.76876565481706,0.0,0.9989337965986838,0.9989300397712522
Province 5,Dang,10.0,PCU_N60,PFP,202,108,,127.96074755362997,-200.2790171778704,60.0,332.76890951276107,78.1489791105273,-253.5273564822476,253.5273564822476,0.0,0.984925584115218,1.9688906999306943
Province 5,Dang,10.0,TIMING_V6_V10,AE,202,101,11.681225530061663,,257.3384046095215,120.0,332.76890951276107,186.6738600227988,-142.29446398536788,142.29446398536788,0.0,1.038910036042169,1.7534624853202512
Province 5,Dang,10.0,UDP_N78,PFP,202,108,,96.32973348744268,-190.93663795882634,78.0,332.76890951276107,103.81011062335669,-226.55585957633988,226.55585957633988,0.0,0.9777516942007465,1.5050464591306647
Province 5,Gulmi,6.0,FYM_N60,PFP,70,14,,128.06865024380744,-644.3062713242384,60.0,84.2262180974478,46.849873022339736,-31.245893492315187,31.245893492315187,0.0,0.9241851664106995,1.8462416573906135
Province 5,Gulmi,6.0,GR,AE,70,17,14.378102494919087,,0.0,120.0,84.2262180974478,84.2262180974478,0.0,-0.0,0.0,1.0,1.0
Province 5,Gulmi,6.0,N180,AE,70,17,13.894975003686953,,550.3594928101184,180.0,84.2262180974478,66.97438134062382,-7.372797555939453,7.372797555939453,0.0,1.0878404663928922,1.18796804490746
Province 5,Gulmi,6.0,N210,AE,70,17,9.705691594519134,,219.08863756334114,210.0,84.2262180974478,88.76330119150072,10.319608583167303,0.33689910706744364,10.656507690234747,1.0638761709301847,0.9277277464953488
Province 5,Gulmi,6.0,N60,AE,70,17,17.905242560754886,,-696.6239020633527,60.0,84.2262180974478,90.88541680766701,12.75989086030826,0.0,12.75989086030826,0.8863421843105572,0.8127739518335573
Province 5,Gulmi,6.0,PCU_N120,PFP,70,14,,69.4422356998128,14.834855741686825,120.0,84.2262180974478,86.40275642034973,8.252243783033698,0.0,8.252243783033698,0.997402594553906,0.9978184552582412
Province 5,Gulmi,6.0,PCU_N60,PFP,70,17,,137.64706983428226,-445.8760928780993,60.0,84.2262180974478,43.58974217678226,-39.625171981929384,39.625171981929384,0.0,0.9703063078285619,1.9451925415049272
Province 5,Gulmi,6.0,TIMING_V6_V10,AE,70,17,12.145941961713472,,124.4308308755722,120.0,84.2262180974478,53.109599900538996,-29.84953287438788,29.84953287438788,0.0,1.0228222094788622,1.6019356869877033
Province 5,Gulmi,6.0,UDP_N78,PFP,70,17,,114.8290287289094,-16.091903269571496,78.0,84.2262180974478,52.25159858011865,-32.42920705304529,32.42920705304529,0.0,0.9983680341667974,1.5368813599324596
Province 5,Gulmi,8.0,FYM_N60,PFP,70,14,,128.06865024380744,-644.3062713242384,60.0,184.22621809744783,62.46649736311964,-115.09712451786909,115.09712451786909,0.0,0.9241851664106995,1.8462416573906135
Province 5,Gulmi,8.0,GR,AE,70,17,14.378102494919087,,0.0,120.0,184.22621809744783,184.22621809744783,0.0,-0.0,0.0,1.0,1.0
Province 5,Gulmi,8.0,N180,AE,70,17,13.894975003686953,,550.3594928101184,180.0,184.22621809744783,153.16504600915948,-20.843491130904717,20.843491130904717,0.0,1.0878404663928922,1.18796804490746
Province 5,Gulmi,8.0,N210,AE,70,17,9.705691594519134,,219.08863756334114,210.0,184.22621809744783,202.30597159650182,20.56594994999935,4.985986520795592,25.551936470794942,1.0638761709301847,0.9277277464953488
Province 5,Gulmi,8.0,N60,AE,70,17,17.905242560754886,,-696.6239020633527,60.0,184.22621809744783,203.20275075567136,34.09823893442092,0.0,34.09823893442092,0.8863421843105572,0.8127739518335573
Province 5,Gulmi,8.0,PCU_N120,PFP,70,14,,69.4422356998128,14.834855741686825,120.0,184.22621809744783,115.20367522713298,-61.24837204772857,61.24837204772857,0.0,0.997402594553906,0.9978184552582412
Province 5,Gulmi,8.0,PCU_N60,PFP,70,17,,137.64706983428226,-445.8760928780993,60.0,184.22621809744783,58.11965623570968,-125.09383949312189,125.09383949312189,0.0,0.9703063078285619,1.9451925415049272
Province 5,Gulmi,8.0,TIMING_V6_V10,AE,70,17,12.145941961713472,,124.4308308755722,120.0,184.22621809744783,116.74672878344829,-67.0060056858994,67.0060056858994,0.0,1.0228222094788622,1.6019356869877033
Province 5,Gulmi,8.0,UDP_N78,PFP,70,17,,114.8290287289094,-16.091903269571496,78.0,184.22621809744783,69.66879810682488,-115.01168055641924,115.01168055641924,0.0,0.9983680341667974,1.5368813599324596
Province 5,Gulmi,10.0,FYM_N60,PFP,70,14,,128.06865024380744,-644.3062713242384,60.0,284.2262180974478,78.08312170389956,-199.80401875638512,199.80401875638512,0.0,0.9241851664106995,1.8462416573906135
Province 5,Gulmi,10.0,GR,AE,70,17,14.378102494919087,,0.0,120.0,284.2262180974478,284.2262180974478,0.0,-0.0,0.0,1.0,1.0
Province 5,Gulmi,10.0,N180,AE,70,17,13.894975003686953,,550.3594928101184,180.0,284.2262180974478,238.06270902058168,-37.158681281010175,37.158681281010175,0.0,1.0878404663928922,1.18796804490746
Province 5,Gulmi,10.0,N210,AE,70,17,9.705691594519134,,219.08863756334114,210.0,284.2262180974478,315.84864200150287,30.52903470458176,7.5444277957574,38.07346250033916,1.0638761709301847,0.9277277464953488
Province 5,Gulmi,10.0,N60,AE,70,17,17.905242560754886,,-696.6239020633527,60.0,284.2262180974478,324.8715763284398,58.13761517415891,0.0,58.13761517415891,0.8863421843105572,0.8127739518335573
Province 5,Gulmi,10.0,PCU_N120,PFP,70,14,,69.4422356998128,14.834855741686825,120.0,284.2262180974478,144.00459403391625,-130.09544829664532,130.09544829664532,0.0,0.997402594553906,0.9978184552582412
Province 5,Gulmi,10.0,PCU_N60,PFP,70,17,,137.64706983428226,-445.8760928780993,60.0,284.2262180974478,72.6495702946371,-210.55923672139073,210.55923672139073,0.0,0.9703063078285619,1.9451925415049272
Province 5,Gulmi,10.0,TIMING_V6_V10,AE,70,17,12.145941961713472,,124.4308308755722,120.0,284.2262180974478,178.47476297439684,-108.62071998413629,108.62071998413629,0.0,1.0228222094788622,1.6019356869877033
Province 5,Gulmi,10.0,UDP_N78,PFP,70,17,,114.8290287289094,-16.091903269571496,78.0,284.2262180974478,87.0859976335311,-197.7667279000923,197.7667279000923,0.0,0.9983680341667974,1.5368813599324596
Province 5,Kapilbastu,6.0,FYM_N60,PFP,196,5,,126.5414813120466,-431.32687093817896,60.0,144.34547563805103,47.41528935037429,-96.60310284976156,96.60310284976156,0.0,0.9462389487919698,1.890680199149254
Province 5,Kapilbastu,6.0,GR,AE,196,5,19.288421916394025,,0.0,120.0,144.34547563805103,144.34547563805103,0.0,-0.0,0.0,1.0,1.0
Province 5,Kapilbastu,6.0,N180,AE,196,5,19.343996283336768,,-48.790422107918616,180.0,144.34547563805103,218.2754812955098,74.21313366367448,0.0,74.21313366367448,0.9997868358963213,0.6636114954025198
Province 5,Kapilbastu,6.0,N210,AE,196,5,15.444293096823802,,-110.70222244082593,210.0,144.34547563805103,223.6375794377771,76.57211751464162,0.0,76.57211751464162,0.9950522692198837,0.6587075064144194
Province 5,Kapilbastu,6.0,N60,AE,196,5,49.098600702108975,,-953.3106484275934,60.0,144.34547563805103,99.14579827575577,-46.41920317664639,46.41920317664639,0.0,0.9081762736343828,1.4609278390765994
Province 5,Kapilbastu,6.0,PCU_N120,PFP,196,5,,68.19125211364113,-20.085997485234444,120.0,144.34547563805103,87.98782563388039,-56.76590828221311,56.76590828221311,0.0,0.995290311660157,0.9952124063819816
Province 5,Kapilbastu,6.0,PCU_N60,PFP,196,5,,109.3008028093002,-394.62851426489175,60.0,144.34547563805103,54.89438179578926,-89.56105694240068,89.56105694240068,0.0,0.9334930008961564,1.8695100246531187
Province 5,Kapilbastu,6.0,TIMING_V6_V10,AE,196,5,19.4018820986855,,113.38661674639877,120.0,144.34547563805103,64.1228062358601,-87.84194681426085,87.84194681426085,0.0,1.0257961388559895,2.4140208850076466
Province 5,Kapilbastu,6.0,UDP_N78,PFP,196,5,,85.68228846696917,200.1830590308537,78.0,144.34547563805103,70.02614090430248,-76.8857990042174,76.8857990042174,0.0,1.0451300421346776,1.6100384343718397
Province 5,Kapilbastu,8.0,FYM_N60,PFP,196,5,,126.5414813120466,-431.32687093817896,60.0,244.34547563805106,63.22038580049905,-180.7248061198677,180.7248061198677,0.0,0.9462389487919698,1.890680199149254
Province 5,Kapilbastu,8.0,GR,AE,196,5,19.288421916394025,,0.0,120.0,244.34547563805106,244.34547563805106,0.0,-0.0,0.0,1.0,1.0
Province 5,Kapilbastu,8.0,N180,AE,196,5,19.343996283336768,,-48.790422107918616,180.0,244.34547563805106,368.82368986209167,125.27579671762518,0.0,125.27579671762518,0.9997868358963213,0.6636114954025198
Province 5,Kapilbastu,8.0,N210,AE,196,5,15.444293096823802,,-110.70222244082593,210.0,244.34547563805106,377.24194999639576,128.32647623319855,0.0,128.32647623319855,0.9950522692198837,0.6587075064144194
Province 5,Kapilbastu,8.0,N60,AE,196,5,49.098600702108975,,-953.3106484275934,60.0,244.34547563805106,167.23094604760269,-78.16186971722901,78.16186971722901,0.0,0.9081762736343828,1.4609278390765994
Province 5,Kapilbastu,8.0,PCU_N120,PFP,196,5,,68.19125211364113,-20.085997485234444,120.0,244.34547563805106,117.31710084517385,-127.53094527297446,127.53094527297446,0.0,0.995290311660157,0.9952124063819816
Province 5,Kapilbastu,8.0,PCU_N60,PFP,196,5,,109.3008028093002,-394.62851426489175,60.0,244.34547563805106,73.19250906105235,-171.42120800343116,171.42120800343116,0.0,0.9334930008961564,1.8695100246531187
Province 5,Kapilbastu,8.0,TIMING_V6_V10,AE,196,5,19.4018820986855,,113.38661674639877,120.0,244.34547563805106,106.25063013899027,-147.6334340288314,147.6334340288314,0.0,1.0257961388559895,2.4140208850076466
Province 5,Kapilbastu,8.0,UDP_N78,PFP,196,5,,85.68228846696917,200.1830590308537,78.0,244.34547563805106,93.36818787240333,-154.7608505479394,154.7608505479394,0.0,1.0451300421346776,1.6100384343718397
Province 5,Kapilbastu,10.0,FYM_N60,PFP,196,5,,126.5414813120466,-431.32687093817896,60.0,344.3454756380511,79.02548225062381,-264.85197832157684,264.85197832157684,0.0,0.9462389487919698,1.890680199149254
Province 5,Kapilbastu,10.0,GR,AE,196,5,19.288421916394025,,0.0,120.0,344.3454756380511,344.3454756380511,0.0,-0.0,0.0,1.0,1.0
Province 5,Kapilbastu,10.0,N180,AE,196,5,19.343996283336768,,-48.790422107918616,180.0,344.3454756380511,521.9091283984801,177.17580836355663,0.0,177.17580836355663,0.9997868358963213,0.6636114954025198
Province 5,Kapilbastu,10.0,N210,AE,196,5,15.444293096823802,,-110.70222244082593,210.0,344.3454756380511,527.8571890815292,178.70821745226448,0.0,178.70821745226448,0.9950522692198837,0.6587075064144194
Province 5,Kapilbastu,10.0,N60,AE,196,5,49.098600702108975,,-953.3106484275934,60.0,344.3454756380511,236.25481269104267,-109.89234119295105,109.89234119295105,0.0,0.9081762736343828,1.4609278390765994
Province 5,Kapilbastu,10.0,PCU_N120,PFP,196,5,,68.19125211364113,-20.085997485234444,120.0,344.3454756380511,146.64637605646732,-198.67513963193832,198.67513963193832,0.0,0.995290311660157,0.9952124063819816
Province 5,Kapilbastu,10.0,PCU_N60,PFP,196,5,,109.3008028093002,-394.62851426489175,60.0,344.3454756380511,91.49063632631542,-253.34200894277916,253.34200894277916,0.0,0.9334930008961564,1.8695100246531187
Province 5,Kapilbastu,10.0,TIMING_V6_V10,AE,196,5,19.4018820986855,,113.38661674639877,120.0,344.3454756380511,147.9562118624928,-206.53536579651416,206.53536579651416,0.0,1.0257961388559895,2.4140208850076466
Province 5,Kapilbastu,10.0,UDP_N78,PFP,196,5,,85.68228846696917,200.1830590308537,78.0,344.3454756380511,116.71023484050416,-230.87945323465544,230.87945323465544,0.0,1.0451300421346776,1.6100384343718397
Province 5,Nawalparasi_w,6.0,FYM_N60,PFP,65,0,,118.87893941158063,-754.8565103743693,60.0,160.14640371229697,50.471513538886,-110.21739937571698,110.21739937571698,0.0,0.8999959153172145,1.7987492085763839
Province 5,Nawalparasi_w,6.0,GR,AE,65,0,18.653379616479366,,0.0,120.0,160.14640371229697,160.14640371229697,0.0,-0.0,0.0,1.0,1.0
Province 5,Nawalparasi_w,6.0,N180,AE,65,0,14.969238473375883,,-22.149846733249195,180.0,160.14640371229697,237.94227610938597,77.56785312969015,0.0,77.56785312969015,1.0002254075328465,0.6613927785910739
Province 5,Nawalparasi_w,6.0,N210,AE,65,0,14.120013010338898,,48.01539743963035,210.0,160.14640371229697,277.4971676034607,96.14050154159605,0.0,96.14050154159605,1.0085685954165908,0.6542956805567158
Province 5,Nawalparasi_w,6.0,N60,AE,65,0,45.72254238006547,,-978.8505744252943,60.0,160.14640371229697,114.36330216509067,-46.03263964077473,46.03263964077473,0.0,0.9020169100322966,1.4322619470859472
Province 5,Nawalparasi_w,6.0,PCU_N120,PFP,65,0,,61.550981895418175,-152.36246587250298,120.0,160.14640371229697,97.48016709456648,-65.81290159297045,65.81290159297045,0.0,0.976362028757129,0.9756989864288956
Province 5,Nawalparasi_w,6.0,PCU_N60,PFP,65,0,,104.70788761567863,-461.0402983457147,60.0,160.14640371229697,57.30227336857838,-102.06476803948229,102.06476803948229,0.0,0.9376692558250196,1.8721059016965966
Province 5,Nawalparasi_w,6.0,TIMING_V6_V10,AE,65,0,18.675003477546433,,114.75636410810182,120.0,160.14640371229697,65.02214108605287,-97.86107913689835,97.86107913689835,0.0,1.0279393948154096,2.503823577544299
Province 5,Nawalparasi_w,6.0,UDP_N78,PFP,65,0,,82.90438724821416,125.24902687353783,78.0,160.14640371229697,72.37252694524011,-88.38681391078235,88.38681391078235,0.0,1.0351249179796425,1.5944176217148311
Province 5,Nawalparasi_w,8.0,FYM_N60,PFP,65,0,,118.87893941158063,-754.8565103743693,60.0,260.146403712297,67.29535138518133,-192.08907216570466,192.08907216570466,0.0,0.8999959153172145,1.7987492085763839
Province 5,Nawalparasi_w,8.0,GR,AE,65,0,18.653379616479366,,0.0,120.0,260.146403712297,260.146403712297,0.0,-0.0,0.0,1.0,1.0
Province 5,Nawalparasi_w,8.0,N180,AE,65,0,14.969238473375883,,-22.149846733249195,180.0,260.146403712297,386.2517412872404,129.25337281631025,0.0,129.25337281631025,1.0002254075328465,0.6613927785910739
Province 5,Nawalparasi_w,8.0,N210,AE,65,0,14.120013010338898,,48.01539743963035,210.0,260.146403712297,430.5189838495097,149.1482181882568,0.0,149.1482181882568,1.0085685954165908,0.6542956805567158
Province 5,Nawalparasi_w,8.0,N60,AE,65,0,45.72254238006547,,-978.8505744252943,60.0,260.146403712297,185.77502263715596,-78.56492036361544,78.56492036361544,0.0,0.9020169100322966,1.4322619470859472
Province 5,Nawalparasi_w,8.0,PCU_N120,PFP,65,0,,61.550981895418175,-152.36246587250298,120.0,260.146403712297,129.97355612608865,-135.1279036111432,135.1279036111432,0.0,0.976362028757129,0.9756989864288956
Province 5,Nawalparasi_w,8.0,PCU_N60,PFP,65,0,,104.70788761567863,-461.0402983457147,60.0,260.146403712297,76.40303115810451,-181.8082058005162,181.8082058005162,0.0,0.9376692558250196,1.8721059016965966
Province 5,Nawalparasi_w,8.0,TIMING_V6_V10,AE,65,0,18.675003477546433,,114.75636410810182,120.0,260.146403712297,104.7946289877648,-158.52299560317772,158.52299560317772,0.0,1.0279393948154096,2.503823577544299
Province 5,Nawalparasi_w,8.0,UDP_N78,PFP,65,0,,82.90438724821416,125.24902687353783,78.0,260.146403712297,96.49670259365348,-164.55904059761664,164.55904059761664,0.0,1.0351249179796425,1.5944176217148311
Province 5,Nawalparasi_w,10.0,FYM_N60,PFP,65,0,,118.87893941158063,-754.8565103743693,60.0,360.146403712297,84.11918923147667,-275.85747861399096,275.85747861399096,0.0,0.8999959153172145,1.7987492085763839
Province 5,Nawalparasi_w,10.0,GR,AE,65,0,18.653379616479366,,0.0,120.0,360.146403712297,360.146403712297,0.0,-0.0,0.0,1.0,1.0
Province 5,Nawalparasi_w,10.0,N180,AE,65,0,14.969238473375883,,-22.149846733249195,180.0,360.146403712297,534.5237392816116,181.8296744041417,0.0,181.8296744041417,1.0002254075328465,0.6613927785910739
Province 5,Nawalparasi_w,10.0,N210,AE,65,0,14.120013010338898,,48.01539743963035,210.0,360.146403712297,583.5267004961704,201.90429996623078,0.0,201.90429996623078,1.0085685954165908,0.6542956805567158
Province 5,Nawalparasi_w,10.0,N60,AE,65,0,45.72254238006547,,-978.8505744252943,60.0,360.146403712297,256.3025179397875,-109.29494960098705,109.29494960098705,0.0,0.9020169100322966,1.4322619470859472
Province 5,Nawalparasi_w,10.0,PCU_N120,PFP,65,0,,61.550981895418175,-152.36246587250298,120.0,360.146403712297,162.4669451576108,-204.88429293704354,204.88429293704354,0.0,0.976362028757129,0.9756989864288956
Province 5,Nawalparasi_w,10.0,PCU_N60,PFP,65,0,,104.70788761567863,-461.0402983457147,60.0,360.146403712297,95.50378894763064,-262.86905900157274,262.86905900157274,0.0,0.9376692558250196,1.8721059016965966
