year,study,district,site,latitude,longitude,strategy,efficiency_metric,N_rate_kg_ha,yield_0PK_kg_ha,yield_kg_ha,yield_GR_kg_ha,yield_gain_over_0PK_kg_ha,yield_difference_from_GR_kg_ha,yield_retention_fraction,AE_N_kg_grain_per_kg_N,AE_N_GR_kg_grain_per_kg_N,delta_AE_N_from_GR,AE_N_ratio_to_GR,PFP_N_kg_grain_per_kg_N,PFP_N_GR_kg_grain_per_kg_N,delta_PFP_N_from_GR,PFP_N_ratio_to_GR,tested_N_change_vs_GR_kg_ha,dsm_match_distance_km,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,spatial_training_eligible
2017,2017 core trial,Dang,Shantinagar,28.164224335250005,82.2305574175,N210,AE,210.0,5816.0,8536.5,8992.5,2720.5,-456.0,0.9492910758965805,12.954761904761904,26.470833333333335,-13.516071428571431,0.4893975849429965,40.65,74.9375,-34.2875,0.5424520433694745,90.0,2.0287924005297495,6.66,3.19,0.13,301.32,548.99,47.48,17.03,35.4,True
2017,2017 core trial,Dang,Shreegau,28.106396258444448,82.179098,GR,AE,120.0,5164.666666666667,6279.555555555556,6279.555555555556,1114.8888888888887,0.0,1.0,9.29074074074074,9.29074074074074,0.0,1.0,52.32962962962963,52.32962962962963,0.0,1.0,0.0,0.7125700756868611,6.92,2.47,0.13,175.85,494.39,41.98,22.36,36.36,True
2017,2017 core trial,Dang,Shreegau,28.106396258444448,82.179098,N60,AE,60.0,5164.666666666667,6274.333333333333,6279.555555555556,1109.666666666666,-5.222222222222626,0.9991683770967513,18.494444444444433,9.29074074074074,9.203703703703694,1.9906318517042048,104.57222222222222,52.32962962962963,52.242592592592594,1.9983367541935027,-60.0,0.7125700756868611,6.92,2.47,0.13,175.85,494.39,41.98,22.36,36.36,True
2017,2017 core trial,Dang,Shreegau,28.106396258444448,82.179098,N180,AE,180.0,5164.666666666667,6728.0,6279.555555555556,1563.333333333333,448.44444444444434,1.071413405053436,8.685185185185183,9.29074074074074,-0.6055555555555561,0.9348216065377715,37.37777777777778,52.32962962962963,-14.951851851851849,0.7142756033689576,60.0,0.7125700756868611,6.92,2.47,0.13,175.85,494.39,41.98,22.36,36.36,True
2017,2017 core trial,Dang,Shreegau,28.106396258444448,82.179098,N210,AE,210.0,5164.666666666667,6435.666666666667,6279.555555555556,1271.0,156.1111111111113,1.024860216575837,6.052380952380952,9.29074074074074,-3.238359788359787,0.6514422392437142,30.64603174603175,52.32962962962963,-21.68359788359788,0.5856344094719069,90.0,0.7125700756868611,6.92,2.47,0.13,175.85,494.39,41.98,22.36,36.36,True
2017,2017 core trial,Surkhet,Babiyachaur,28.817782440000002,81.40559630333333,GR,AE,120.0,8686.65,11482.475,11482.475,2795.8250000000007,0.0,1.0,23.298541666666672,23.298541666666672,0.0,1.0,95.68729166666667,95.68729166666667,0.0,1.0,0.0,29.545012759363797,6.84,2.82,0.14,243.85,467.15,41.79,8.84,49.56,False
2017,2017 core trial,Surkhet,Babiyachaur,28.817782440000002,81.40559630333333,N60,AE,60.0,8686.65,10565.433333333332,11482.475,1878.7833333333328,-917.0416666666679,0.9201355398843308,31.313055555555547,23.298541666666672,8.014513888888875,1.343992083433929,176.09055555555554,95.68729166666667,80.40326388888887,1.8402710797686619,-60.0,29.545012759363797,6.84,2.82,0.14,243.85,467.15,41.79,8.84,49.56,False
2017,2017 core trial,Surkhet,Babiyachaur,28.817782440000002,81.40559630333333,N180,AE,180.0,8686.65,11641.066666666666,11482.475,2954.416666666666,158.59166666666533,1.013811627429336,16.41342592592592,23.298541666666672,-6.885115740740751,0.7044829741171604,64.6725925925926,95.68729166666667,-31.014699074074073,0.6758744182862241,60.0,29.545012759363797,6.84,2.82,0.14,243.85,467.15,41.79,8.84,49.56,False
2017,2017 core trial,Surkhet,Babiyachaur,28.817782440000002,81.40559630333333,N210,AE,210.0,8686.65,10792.199999999999,11482.475,2105.5499999999993,-690.2750000000015,0.9398844761255738,10.026428571428568,23.298541666666672,-13.272113095238105,0.4303457578966594,51.39142857142857,95.68729166666667,-44.2958630952381,0.5370768435003279,90.0,29.545012759363797,6.84,2.82,0.14,243.85,467.15,41.79,8.84,49.56,False
2017,2017 core trial,Surkhet,Gadhi,28.646184440666666,81.60292233533333,GR,AE,120.0,7116.65,11261.666666666666,11261.666666666666,4145.016666666666,0.0,1.0,34.541805555555555,34.541805555555555,0.0,1.0,93.84722222222221,93.84722222222221,0.0,1.0,0.0,5.373663745790553,6.85,3.07,0.15,366.79,608.34,43.74,12.96,43.52,False
2017,2017 core trial,Surkhet,Gadhi,28.646184440666666,81.60292233533333,N60,AE,60.0,7116.65,10416.7,11261.666666666666,3300.050000000001,-844.9666666666653,0.9249696610922008,55.000833333333354,34.541805555555555,20.4590277777778,1.592297578216413,173.61166666666668,93.84722222222221,79.76444444444446,1.8499393221844016,-60.0,5.373663745790553,6.85,3.07,0.15,366.79,608.34,43.74,12.96,43.52,False
2017,2017 core trial,Surkhet,Gadhi,28.646184440666666,81.60292233533333,N180,AE,180.0,7116.65,11375.0,11261.666666666666,4258.35,113.33333333333394,1.0100636377090426,23.657500000000002,34.541805555555555,-10.884305555555553,0.6848947129283759,63.19444444444444,93.84722222222221,-30.65277777777777,0.673375758472695,60.0,5.373663745790553,6.85,3.07,0.15,366.79,608.34,43.74,12.96,43.52,False
2017,2017 core trial,Surkhet,Gadhi,28.646184440666666,81.60292233533333,N210,AE,210.0,7116.65,11833.35,11261.666666666666,4716.700000000001,571.6833333333343,1.0507636525085098,22.460476190476193,34.541805555555555,-12.081329365079363,0.650240363212969,56.34928571428571,93.84722222222221,-37.4979365079365,0.6004363728620056,90.0,5.373663745790553,6.85,3.07,0.15,366.79,608.34,43.74,12.96,43.52,False
2017,2017 core trial,Surkhet,Ghumkhare,28.439336921111114,81.8975073211111,GR,AE,120.0,5920.0,10444.433333333332,10444.433333333332,4524.4333333333325,0.0,1.0,37.7036111111111,37.7036111111111,0.0,1.0,87.03694444444444,87.03694444444444,0.0,1.0,0.0,0.2555398616480921,7.06,3.18,0.15,90.07,397.13,44.67,13.79,42.29,True
2017,2017 core trial,Surkhet,Ghumkhare,28.439336921111114,81.8975073211111,N60,AE,60.0,5920.0,10377.766666666666,10444.433333333332,4457.766666666666,-66.66666666666606,0.9936170144861857,74.2961111111111,37.7036111111111,36.5925,1.9705303794950384,172.96277777777777,87.03694444444444,85.92583333333333,1.9872340289723711,-60.0,0.2555398616480921,7.06,3.18,0.15,90.07,397.13,44.67,13.79,42.29,True
2017,2017 core trial,Surkhet,Ghumkhare,28.439336921111114,81.8975073211111,N180,AE,180.0,5920.0,10018.533333333333,10444.433333333332,4098.533333333333,-425.89999999999964,0.9592222970449968,22.769629629629627,37.7036111111111,-14.933981481481474,0.6039111098013503,55.65851851851851,87.03694444444444,-31.37842592592593,0.6394815313633312,60.0,0.2555398616480921,7.06,3.18,0.15,90.07,397.13,44.67,13.79,42.29,True
2017,2017 core trial,Surkhet,Ghumkhare,28.439336921111114,81.8975073211111,N210,AE,210.0,5920.0,10162.199999999999,10444.433333333332,4242.199999999999,-282.2333333333336,0.9729776308272668,20.200952380952376,37.7036111111111,-17.502658730158725,0.5357829604549268,48.39142857142857,87.03694444444444,-38.645515873015874,0.555987217615581,90.0,0.2555398616480921,7.06,3.18,0.15,90.07,397.13,44.67,13.79,42.29,True
2017,2017 core trial,Surkhet,Guthu,28.84471290777778,81.30374052555555,GR,AE,120.0,6866.7,10862.955555555556,10862.955555555556,3996.2555555555564,0.0,1.0,33.30212962962964,33.30212962962964,0.0,1.0,90.52462962962963,90.52462962962963,0.0,1.0,0.0,32.08867504314401,7.46,2.24,0.12,114.35,236.46,35.6,20.43,43.83,False
2017,2017 core trial,Surkhet,Guthu,28.84471290777778,81.30374052555555,N60,AE,60.0,6866.7,9200.633333333333,10862.955555555556,2333.9333333333334,-1662.322222222223,0.8469733017206285,38.89888888888889,33.30212962962964,5.596759259259251,1.1680601007053821,153.3438888888889,90.52462962962963,62.81925925925927,1.6939466034412571,-60.0,32.08867504314401,7.46,2.24,0.12,114.35,236.46,35.6,20.43,43.83,False
2017,2017 core trial,Surkhet,Guthu,28.84471290777778,81.30374052555555,N180,AE,180.0,6866.7,11888.9,10862.955555555556,5022.2,1025.9444444444434,1.094444319430153,27.90111111111111,33.30212962962964,-5.40101851851853,0.837817623719982,66.04944444444445,90.52462962962963,-24.475185185185182,0.7296295462867687,60.0,32.08867504314401,7.46,2.24,0.12,114.35,236.46,35.6,20.43,43.83,False
2017,2017 core trial,Surkhet,Guthu,28.84471290777778,81.30374052555555,N210,AE,210.0,6866.7,10444.466666666667,10862.955555555556,3577.7666666666673,-418.48888888888905,0.9614755959601745,17.03698412698413,33.30212962962964,-16.26514550264551,0.5115884274207482,49.73555555555556,90.52462962962963,-40.78907407407407,0.5494146262629569,90.0,32.08867504314401,7.46,2.24,0.12,114.35,236.46,35.6,20.43,43.83,False
2017,2017 core trial,Surkhet,Kalyan,28.50295762222222,81.73764659111112,GR,AE,120.0,7649.900000000001,9752.58888888889,9752.58888888889,2102.688888888889,0.0,1.0,17.522407407407407,17.522407407407407,0.0,1.0,81.27157407407408,81.27157407407408,0.0,1.0,0.0,0.40038178246278117,7.28,3.07,0.16,98.87,515.11,44.01,10.25,44.32,True
2017,2017 core trial,Surkhet,Kalyan,28.50295762222222,81.73764659111112,N60,AE,60.0,7649.900000000001,9432.233333333334,9752.58888888889,1782.333333333333,-320.35555555555584,0.9671517420445624,29.705555555555552,17.522407407407407,12.183148148148145,1.695289629152091,157.20388888888888,81.27157407407408,75.9323148148148,1.934303484089125,-60.0,0.40038178246278117,7.28,3.07,0.16,98.87,515.11,44.01,10.25,44.32,True
2017,2017 core trial,Surkhet,Kalyan,28.50295762222222,81.73764659111112,N180,AE,180.0,7649.900000000001,10281.133333333333,9752.58888888889,2631.2333333333327,528.5444444444438,1.0541952962916967,14.61796296296296,17.522407407407407,-2.9044444444444473,0.8342439838936386,57.117407407407406,81.27157407407408,-24.154166666666676,0.7027968641944645,60.0,0.40038178246278117,7.28,3.07,0.16,98.87,515.11,44.01,10.25,44.32,True
2017,2017 core trial,Surkhet,Kalyan,28.50295762222222,81.73764659111112,N210,AE,210.0,7649.900000000001,9863.333333333334,9752.58888888889,2213.4333333333334,110.74444444444453,1.0113553893951805,10.54015873015873,17.522407407407407,-6.982248677248677,0.6015245785064325,46.96825396825397,81.27157407407408,-34.30332010582011,0.5779173653686746,90.0,0.40038178246278117,7.28,3.07,0.16,98.87,515.11,44.01,10.25,44.32,True
2017,2017 core trial,Surkhet,Lekhpharsa,28.473868435555556,81.80855961555555,GR,AE,120.0,7815.533333333333,10078.133333333333,10078.133333333333,2262.6000000000004,0.0,1.0,18.855000000000004,18.855000000000004,0.0,1.0,83.98444444444445,83.98444444444445,0.0,1.0,0.0,1.0798354047712855,7.52,3.23,0.17,108.35,548.23,43.89,8.83,46.08,True
2017,2017 core trial,Surkhet,Lekhpharsa,28.473868435555556,81.80855961555555,N60,AE,60.0,7815.533333333333,9441.1,10078.133333333333,1625.5666666666675,-637.0333333333328,0.9367905432222899,27.09277777777779,18.855000000000004,8.237777777777787,1.436901499749551,157.35166666666666,83.98444444444445,73.36722222222221,1.8735810864445794,-60.0,1.0798354047712855,7.52,3.23,0.17,108.35,548.23,43.89,8.83,46.08,True
2017,2017 core trial,Surkhet,Lekhpharsa,28.473868435555556,81.80855961555555,N180,AE,180.0,7815.533333333333,11156.666666666666,10078.133333333333,3341.133333333333,1078.5333333333328,1.1070171724922604,18.561851851851852,18.855000000000004,-0.29314814814815193,0.9844524981093529,61.98148148148148,83.98444444444445,-22.002962962962968,0.7380114483281736,60.0,1.0798354047712855,7.52,3.23,0.17,108.35,548.23,43.89,8.83,46.08,True
2017,2017 core trial,Surkhet,Lekhpharsa,28.473868435555556,81.80855961555555,N210,AE,210.0,7815.533333333333,10474.433333333332,10078.133333333333,2658.8999999999996,396.2999999999993,1.0393227581827322,12.66142857142857,18.855000000000004,-6.193571428571435,0.6715157025419553,49.878253968253965,83.98444444444445,-34.106190476190484,0.5938987189615612,90.0,1.0798354047712855,7.52,3.23,0.17,108.35,548.23,43.89,8.83,46.08,True
2017,2017 core trial,Surkhet,Maintada-3,28.444801526444444,81.80528137133334,GR,AE,120.0,6782.233333333334,7976.655555555555,7976.655555555555,1194.4222222222215,0.0,1.0,9.953518518518512,9.953518518518512,0.0,1.0,66.47212962962962,66.47212962962962,0.0,1.0,0.0,0.7421129159495468,6.9,2.57,0.15,75.48,297.21,45.96,11.53,42.41,True
2017,2017 core trial,Surkhet,Maintada-3,28.444801526444444,81.80528137133334,N60,AE,60.0,6782.233333333334,7437.766666666666,7976.655555555555,655.5333333333328,-538.8888888888887,0.9324417501626273,10.925555555555547,9.953518518518512,0.972037037037035,1.0976576308396433,123.96277777777777,66.47212962962962,57.49064814814815,1.8648835003252549,-60.0,0.7421129159495468,6.9,2.57,0.15,75.48,297.21,45.96,11.53,42.41,True
2017,2017 core trial,Surkhet,Maintada-3,28.444801526444444,81.80528137133334,N180,AE,180.0,6782.233333333334,8094.433333333333,7976.655555555555,1312.1999999999998,117.77777777777828,1.0147653082118795,7.289999999999999,9.953518518518512,-2.6635185185185133,0.7324043238013734,44.96907407407407,66.47212962962962,-21.503055555555548,0.6765102054745863,60.0,0.7421129159495468,6.9,2.57,0.15,75.48,297.21,45.96,11.53,42.41,True
2017,2017 core trial,Surkhet,Maintada-3,28.444801526444444,81.80528137133334,N210,AE,210.0,6782.233333333334,7997.766666666666,7976.655555555555,1215.5333333333328,21.111111111111313,1.0026466118492992,5.788253968253966,9.953518518518512,-4.1652645502645465,0.5815284271069496,38.084603174603174,66.47212962962962,-28.387526455026446,0.5729409210567424,90.0,0.7421129159495468,6.9,2.57,0.15,75.48,297.21,45.96,11.53,42.41,True
2017,2017 core trial,Surkhet,Maintada-4,28.41974403622222,81.79511418255557,GR,AE,120.0,6811.133333333334,8274.066666666668,8274.066666666668,1462.9333333333334,0.0,1.0,12.19111111111111,12.19111111111111,0.0,1.0,68.95055555555557,68.95055555555557,0.0,1.0,0.0,0.4806625559106381,7.04,2.28,0.14,89.75,255.39,46.6,12.63,42.7,True
2017,2017 core trial,Surkhet,Maintada-4,28.41974403622222,81.79511418255557,N60,AE,60.0,6811.133333333334,7933.35,8274.066666666668,1122.2166666666662,-340.71666666666715,0.9588211359186534,18.703611111111105,12.19111111111111,6.512499999999994,1.5342006926722562,132.2225,68.95055555555557,63.27194444444443,1.9176422718373065,-60.0,0.4806625559106381,7.04,2.28,0.14,89.75,255.39,46.6,12.63,42.7,True
2017,2017 core trial,Surkhet,Maintada-4,28.41974403622222,81.79511418255557,N180,AE,180.0,6811.133333333334,9155.566666666668,8274.066666666668,2344.4333333333334,881.5,1.106537696094625,13.02462962962963,12.19111111111111,0.8335185185185185,1.0683710049823794,50.86425925925926,68.95055555555557,-18.086296296296304,0.7376917973964165,60.0,0.4806625559106381,7.04,2.28,0.14,89.75,255.39,46.6,12.63,42.7,True
