province,district,palika,lat,lon,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,maize_urea_total,maize_dap,maize_mop,dsm_source,dsm_imputed,dsm_imputation_n_neighbors,dsm_imputation_method,OC,P_Olsen,Exch_K,n_supply,p_supply,k_supply,rec_N_kg_ha,rec_P2O5_kg_ha,rec_K2O_kg_ha
Province 5,Dang,Lamahi Nagarpalika,27.85,82.5,7.47,2.18,0.12,100.25,225.4,37.25,25.19,35.94,11.78,3.25,3.34,direct_overlay,False,0,direct_overlay,12.645011600928076,38.55769230769231,1.8402714932126696,96.08944315545244,18.922794239693022,14.165974058989079,207.8211136890951,241.33400595551487,449.7183427772464
Province 5,Dang,Lamahi Nagarpalika,27.85,82.6,7.67,1.93,0.1,131.79,270.06,50.15,33.26,22.24,12.63,1.08,3.34,direct_overlay,False,0,direct_overlay,11.194895591647331,50.68846153846153,2.204896714538658,88.87627610208816,23.798691471086915,15.15530217488546,222.2474477958237,185.5049826560548,447.32416873677715
Province 5,Dang,Rapti Gaunpalika,27.85,82.65,7.58,1.94,0.11,151.7,257.39,48.42,20.8,30.94,12.63,1.08,3.34,direct_overlay,False,0,direct_overlay,11.252900232018561,58.34615384615384,2.101452882156207,87.61508120649651,28.195537479921466,15.941612719199902,224.76983758700698,135.1610958548992,445.42129721953626
Province 5,Arghakhanchi,Sitganga Nagarpalika,27.85,82.8,6.44,2.46,0.1,62.96,247.73,70.88,14.41,15.25,9.74,2.89,3.34,direct_overlay,False,0,direct_overlay,14.269141531322507,24.215384615384615,2.022584103875664,83.44593967517403,16.618453328573978,28.072088830186736,233.10812064965194,267.71870938782797,416.06554503094804
Province 5,Arghakhanchi,Sitganga Nagarpalika,27.85,83.05,5.96,3.25,0.09,40.99,256.53,80.32,9.76,11.32,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,18.85150812064965,15.765384615384615,2.09443143812709,94.86078886310905,14.475441727645904,28.048906631295495,210.2784222737819,292.2561922184544,416.1216459522649
Province 5,Dang,Rapti Gaunpalika,27.85,82.7,7.28,2.13,0.11,143.95,300.62,47.51,26.49,22.52,12.63,1.08,2.5,direct_overlay,False,0,direct_overlay,12.354988399071924,55.365384615384606,2.454402911666339,89.89489559164733,28.464515973585574,22.823841878369322,220.21020881670535,132.0812921024452,428.76630265434625
Province 5,Arghakhanchi,Sitganga Nagarpalika,27.85,83.15,5.85,3.37,0.09,32.17,265.46,82.24,8.75,10.05,9.45,3.62,3.34,direct_overlay,False,0,direct_overlay,19.54756380510441,12.373076923076923,2.167340153452685,94.70794663573085,12.951217260842405,29.314080836828516,210.5841067285383,309.7085623633545,413.059924374875
Province 5,Palpa,Tansen Nagarpalika,27.85,83.55,6.56,2.74,0.13,104.8,265.06,42.15,13.99,43.5,9.510000000000002,3.47,3.34,direct_overlay,False,0,direct_overlay,15.893271461716939,40.30769230769231,2.1640743655321657,96.18607888631091,24.84426842762806,25.75023680085477,207.62784222737818,173.5331265036587,421.68442694193146
Province 5,Banke,Narainapur Gaunpalika,27.9,81.85,7.61,1.36,0.07,267.04,136.19,50.33,18.8,34.59,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,7.888631090487239,102.70769230769231,1.1119191422388353,61.8232018561485,50.53644592182759,10.875090866175272,276.353596287703,0.0,457.6822801038558
Province 5,Dang,Lamahi Nagarpalika,27.9,82.4,7.55,1.7,0.09,122.24,285.02,42.58,25.59,23.24,12.63,1.08,2.5,direct_overlay,False,0,direct_overlay,9.860788863109049,47.01538461538461,2.3270371827660825,76.27320185614849,22.813122992147065,20.328683048508047,247.45359628770302,196.78974173991608,434.8045870226105
Province 5,Arghakhanchi,Sandhikharka Nagarpalika,27.9,83.15,6.31,3.43,0.13,125.59,378.11,56.32,12.36,30.63,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,19.895591647331788,48.30384615384615,3.087067676568955,111.95249419953595,30.780786040960198,33.96296181871519,176.0950116009281,105.55999983100573,401.8096323987092
Province 5,Arghakhanchi,Panini Gaunpalika,27.9,83.3,6.54,3.17,0.13,126.06,307.77,45.79,12.43,40.76,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,18.387470997679813,48.48461538461538,2.5127788707456222,110.65580046403711,29.739609896484023,26.551942946414055,178.68839907192577,117.48146668525793,419.744298069678
Province 5,Palpa,Bagnaskali Gaunpalika,27.9,83.55,6.54,3.27,0.12,109.9,280.16,41.88,14.44,43.66,9.510000000000002,3.47,2.67,direct_overlay,False,0,direct_overlay,18.96751740139211,42.26923076923077,2.2873578595317725,114.14651972157772,26.80533406210958,23.508345099070013,171.70696055684456,151.0789249888453,427.1098048602505
Province 5,Palpa,Rambha Gaunpalika,27.9,83.65,6.63,2.8,0.13,83.54,233.79,37.73,16.35,46.86,9.510000000000002,3.47,3.34,direct_overlay,False,0,direct_overlay,16.241299303944313,32.13076923076923,1.9087713948455634,100.22505800464035,20.621759325361413,21.48020777860484,199.5498839907193,221.8808557246118,432.0178971757763
Province 5,Arghakhanchi,Panini Gaunpalika,27.9,83.25,6.43,2.8,0.11,103.07,314.03,47.53,12.61,39.94,9.510000000000002,3.47,2.67,direct_overlay,False,0,direct_overlay,16.241299303944313,39.64230769230769,2.56388845170175,94.70301624129928,24.980080760306976,31.938346271359258,210.59396751740144,171.97807529448514,406.7092020233106
Province 5,Banke,Duduwa Gaunpalika,27.95,81.75,7.85,1.72,0.1,153.43,306.83,44.18,21.24,37.68,10.44,1.08,2.5,direct_overlay,False,0,direct_overlay,9.976798143851509,59.011538461538464,2.505104269132402,82.25870069605568,27.0221700428342,14.831043131814068,235.48259860788863,148.5961530095484,448.10887562101
Province 5,Banke,Narainapur Gaunpalika,27.95,81.8,7.69,1.69,0.09,174.9,293.2,46.34,21.29,35.12,10.44,1.08,2.5,direct_overlay,False,0,direct_overlay,9.80278422273782,67.26923076923077,2.393822545740704,78.15759860788864,32.165986759325364,17.91633377518567,243.6848027842227,89.69945160572459,440.64247226405064
Province 5,Dang,Banglachuli Gaunpalika,27.95,82.75,6.49,2.51,0.1,134.61,343.51,51.71,17.23,27.06,12.63,1.08,2.67,direct_overlay,False,0,direct_overlay,14.559164733178653,51.77307692307693,2.804577021444029,86.37952436194894,30.37050641397466,37.324419993043655,227.24095127610212,110.25770155999015,393.67490361683434
Province 5,Arghakhanchi,Bhumekasthan Nagarpalika,27.95,83.1,6.39,2.97,0.11,143.11,400.36,52.07,13.2,34.09,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,17.227378190255223,55.042307692307695,3.2687271296478455,99.28138051044083,33.09218647376406,39.40106221715217,201.43723897911835,79.09446487540153,388.6494294344917
Province 5,Arghakhanchi,Bhumekasthan Nagarpalika,27.95,83.05,6.53,2.64,0.1,142.08,464.01,50.8,12.75,36.72,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,15.31322505800464,54.64615384615385,3.7883956325004915,91.89466357308585,31.929945832589684,47.28922492924421,216.2106728538283,92.4021202168481,369.560075671229
Province 5,Arghakhanchi,Sandhikharka Nagarpalika,27.95,83.15,6.54,2.78,0.11,121.23,309.54,47.37,12.76,38.3,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,16.125290023201856,46.62692307692308,2.527229982293921,97.04199535962877,28.134439496698196,29.997229167382496,205.91600928074246,135.86066776280566,411.4067054149343
Province 5,Arghakhanchi,Sandhikharka Nagarpalika,27.95,83.2,6.49,2.52,0.11,129.48,271.84,45.6,14.16,39.8,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,14.617169373549885,49.8,2.219429470784969,86.72366589327146,29.401832366589325,29.43530227856286,226.55266821345708,121.34901940255223,412.7665684858779
Province 5,Arghakhanchi,Chhatradev Gaunpalika,27.95,83.25,6.8,2.8,0.11,130.69,286.83,41.08,12.9,45.83,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,16.241299303944313,50.26538461538461,2.3418148731064328,104.91879350348026,28.998121542031054,23.95766207100088,190.16241299303948,125.97150834374442,426.02245778817786
Province 5,Banke,Duduwa Gaunpalika,28.0,81.65,7.57,1.32,0.07,207.76,216.97,50.83,18.19,34.14,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,7.65661252900232,79.9076923076923,1.7714450127877235,59.484222737819024,39.330923300017844,18.52944427128659,281.0315545243619,7.660928214795689,439.15874486348645
Province 5,Banke,Duduwa Gaunpalika,28.0,81.7,7.76,1.57,0.09,138.85,257.76,46.87,21.38,35.0,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,9.106728538283063,53.40384615384615,2.1044737359826873,73.69164733178654,24.952702659289667,15.273656920111907,252.61670533642692,172.29155455113332,447.0377502533292
Province 5,Dang,Tulsipur Upamahanagarpalika,28.0,82.3,6.92,2.15,0.12,166.97,480.15,47.12,20.13,32.55,12.63,1.08,2.5,direct_overlay,False,0,direct_overlay,12.470997679814385,64.21923076923076,3.9201701750934483,83.10672853828305,34.62726039621631,46.83845049276489,233.7865429234339,61.51786846332328,370.650949807509
Province 5,Dang,Ghorahi Upamahanagarpalika,28.0,82.45,6.57,1.92,0.09,136.78,324.57,44.3,22.69,33.99,12.63,1.08,2.5,direct_overlay,False,0,direct_overlay,11.1368909512761,52.607692307692304,2.649941963407436,67.58979118329465,29.568542209530605,42.53765386764197,264.82041763341067,119.44019170087458,381.0588776403064
Province 5,Pyuthan,Ayirabati Gaunpalika,28.0,82.9,6.6,2.5,0.1,176.0,540.12,47.98,14.45,35.49,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,14.501160092807426,67.6923076923077,4.409793429077316,88.74709976798144,38.00798679278958,55.66794880640377,222.50580046403712,22.808551222559302,349.28356388850284
Province 5,Arghakhanchi,Bhumekasthan Nagarpalika,28.0,83.0,6.5,2.51,0.09,175.36,501.32,50.7,12.79,35.45,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,14.559164733178653,67.44615384615385,4.093012000786936,86.62703016241299,38.18182112261289,54.2004200734056,226.74593967517401,20.818148146082432,352.8349834223584
Province 5,Dang,Ghorahi Upamahanagarpalika,28.0,82.4,6.65,1.98,0.1,140.85,421.64,47.27,21.77,32.65,12.63,1.08,2.5,direct_overlay,False,0,direct_overlay,11.48491879350348,54.17307692307692,3.4424670470194765,71.2639211136891,30.257093855970012,51.62405679783673,257.4721577726218,111.55627534914336,359.06978254923513
Province 5,Gulmi,Ruru Gaunpalika,28.0,83.4,6.61,3.42,0.16,147.33,233.36,46.09,12.12,42.16,8.28,1.08,3.34,direct_overlay,False,0,direct_overlay,19.837587006960558,56.66538461538462,1.9052606728310053,121.74327146171694,33.98407368820275,18.137271140369382,156.5134570765661,68.88235627007853,440.1078038403061
Province 5,Banke,Janki Gaunpalika,28.05,81.55,7.26,1.44,0.07,145.1,301.56,39.28,20.74,39.11,10.44,1.08,2.5,direct_overlay,False,0,direct_overlay,8.352668213457076,55.80769230769231,2.462077513279559,60.49002320185613,28.506658218811353,32.077832915580885,279.01995359628773,131.59876339461002,406.3716443442943
Province 5,Banke,Nepalgunj Upamahanagarpalika,28.05,81.6,7.61,1.14,0.06,190.11,226.31,36.89,21.07,40.23,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,6.612529002320185,73.11923076923077,1.8477011607318512,51.8223897911833,35.87444166071747,20.681636657284205,296.3552204176334,47.23764298478494,433.95043928937224
Province 5,Banke,Nepalgunj Upamahanagarpalika,28.05,81.65,7.64,1.47,0.08,190.05,272.94,37.61,25.09,38.08,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,8.526682134570766,73.09615384615385,2.2284103875663974,67.25846867749419,35.51907692307693,19.81011138638591,265.4830626450116,51.30656923076915,436.0595304449461
Province 5,Banke,Duduwa Gaunpalika,28.05,81.7,7.81,1.55,0.09,159.68,265.57,35.93,26.71,38.49,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,8.990719257540604,61.41538461538462,2.1682382451308277,73.51711136890951,28.699907359896486,14.824976933428124,252.96577726218098,129.38606072918523,448.1235558211039
Province 5,Banke,Rapti sonari Gaunpalika,28.05,81.75,7.71,1.67,0.1,110.37,228.53,39.81,21.35,38.47,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,9.68677494199536,42.45,1.8658262836907338,77.56200696055684,19.658478973317866,13.75246652957804,244.8759860788863,232.91041575551043,450.71903099842115
Province 5,Banke,Rapti sonari Gaunpalika,28.05,81.85,7.78,1.56,0.09,94.66,181.46,38.59,22.09,39.63,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,9.048723897911833,36.40769230769231,1.4815246901436159,73.52993039443155,16.35365357844012,10.51570772747865,252.9401392111369,270.7506665268606,458.55198729950166
Province 5,Dang,Dangisharan Gaunpalika,28.05,82.2,7.03,2.32,0.12,179.56,460.58,45.75,19.65,32.86,12.63,1.08,2.67,direct_overlay,False,0,direct_overlay,13.45707656612529,69.06153846153846,3.7603915010820375,92.19443155452436,36.74233883633767,39.17249660211353,215.6111368909513,37.300220323933644,389.2025582228852
Province 5,Dang,Tulsipur Upamahanagarpalika,28.05,82.25,6.95,2.24,0.13,175.11,476.76,45.84,19.82,33.93,12.63,1.08,2.67,direct_overlay,False,0,direct_overlay,12.993039443155453,67.35000000000001,3.892492622467046,87.24825986078886,36.170475638051045,44.059296788192285,225.50348027842227,43.84805394431554,377.37650177257467
Province 5,Dang,Ghorahi Upamahanagarpalika,28.05,82.45,6.71,1.73,0.09,214.28,685.58,43.8,19.89,37.47,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,10.034802784222737,82.41538461538461,5.597397206374188,63.2895011600928,43.83462806755309,90.82629026702325,273.4209976798144,0.0,264.2003775538037
Province 5,Dang,Ghorahi Upamahanagarpalika,28.05,82.4,6.54,1.65,0.09,181.33,899.84,46.18,20.49,36.0,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,9.5707656612529,69.74230769230769,7.3467165060003925,57.59686774941994,37.73252565589863,135.66973954768585,284.8062645011601,25.962581239960723,155.67923029460025
Province 5,Dang,Ghorahi Upamahanagarpalika,28.05,82.5,6.61,1.72,0.08,175.85,621.27,48.02,17.31,35.26,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,9.976798143851509,67.63461538461539,5.072340153452685,61.227610208816714,36.65952288952347,87.31778456468768,277.5447795823666,38.24846291495624,272.6909613534558
Province 5,Dang,Tulsipur Upamahanagarpalika,28.05,82.3,6.75,2.14,0.12,155.83,488.18,42.52,25.17,34.83,12.63,1.08,2.5,direct_overlay,False,0,direct_overlay,12.412993039443156,59.934615384615384,3.985730867597875,79.13283062645013,33.08995125379261,52.95468569465732,241.73433874709974,79.12005814407459,355.8496606189293
Province 5,Dang,Ghorahi Upamahanagarpalika,28.05,82.35,6.51,1.95,0.1,144.04,595.57,42.82,22.79,36.51,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,11.310904872389791,55.4,4.862513279559315,67.49216937354988,31.143972592807422,79.44621420602395,265.01566125290026,101.40151381235502,291.74016162142203
Province 5,Gulmi,Satyawati Gaunpalika,28.05,83.45,6.61,3.4,0.23,181.07,254.17,45.33,11.43,42.72,8.28,1.08,3.34,direct_overlay,False,0,direct_overlay,19.721577726218097,69.64230769230768,2.0751632893960257,121.03132250580047,40.43948621274317,19.859107893669034,157.93735498839905,0.0,435.9409588973209
Province 5,Bardiya,Badhaiyatal Gaunpalika,28.1,81.5,7.17,1.65,0.09,168.97,298.29,35.98,20.92,42.85,10.44,1.08,2.5,direct_overlay,False,0,direct_overlay,9.5707656612529,64.98846153846154,2.435379697029313,67.8471577726218,33.55125005577369,30.517711306768216,264.3056844547564,73.83818686139122,410.1471386376209
Province 5,Banke,Janki Gaunpalika,28.1,81.6,6.86,1.75,0.09,76.98,182.89,24.58,27.85,43.8,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,10.150812064965198,29.607692307692307,1.4931998819594723,66.60962877030163,17.042810771015525,21.99090331418341,266.7807424593967,262.85981667187224,430.78201397967615
Province 5,Banke,Nepalgunj Upamahanagarpalika,28.1,81.65,6.72,2.18,0.12,148.19,192.37,33.25,29.5,35.57,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,12.645011600928076,56.996153846153845,1.5705990556757818,79.96705336426915,31.776675530965555,20.893570028322276,240.0658932714617,94.1570651704444,433.43756053146006
Province 5,Arghakhanchi,Malarani Gaunpalika,28.05,83.15,6.31,3.14,0.14,167.01,305.73,48.37,10.38,41.57,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,18.213457076566126,64.23461538461538,2.4961233523509736,102.48712296983757,38.185712854720684,29.722036975533744,195.02575406032486,20.773587813448167,412.0726705192083
Province 5,Banke,Rapti sonari Gaunpalika,28.1,81.8,7.36,2.06,0.11,146.54,271.64,39.64,20.28,37.23,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,11.948955916473318,56.36153846153846,2.2177965768247097,88.56566125290024,28.495265750490805,19.823397672495027,222.86867749419952,131.72920715688028,436.02737763256204
Province 5,Dang,Tulsipur Upamahanagarpalika,28.1,82.25,6.67,2.23,0.12,197.99,536.09,45.88,19.78,36.82,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,12.935034802784223,76.15,4.376890615778084,80.70168213457076,41.58611818445476,58.71562097767917,238.59663573085848,0.0,341.90819723401637
Province 5,Dang,Dangisharan Gaunpalika,28.1,82.2,6.85,2.27,0.13,195.36,492.69,41.99,21.8,35.69,12.63,1.08,2.5,direct_overlay,False,0,direct_overlay,13.16705336426914,75.13846153846154,4.022552626401731,86.17836426914151,40.51289013698019,47.920902927642004,227.64327146171698,0.0,368.0314149151063
Province 5,Dang,Tulsipur Upamahanagarpalika,28.1,82.35,6.58,2.0,0.11,221.36,666.27,44.95,19.18,37.27,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,11.600928074245939,85.13846153846154,5.439741294511115,70.60324825986079,45.94660895948599,83.951785080825,258.79350348027845,0.0,280.83668010440346
Province 5,Dang,Ghorahi Upamahanagarpalika,28.1,82.45,6.58,2.02,0.09,197.93,618.68,45.96,17.01,38.84,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,11.7169373549884,76.12692307692308,5.051194176667321,71.3092807424594,41.474613510619314,77.30653236685298,257.3814385150812,0.0,296.9181916722158
Province 5,Dang,Ghorahi Upamahanagarpalika,28.1,82.4,6.59,2.12,0.09,191.31,676.3,42.86,20.59,38.33,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,12.296983758700698,73.58076923076923,5.521630926618139,75.04849187935035,40.34522742280921,80.70777335052053,249.9030162412993,0.0,288.6871884917403
Province 5,Dang,Ghorahi Upamahanagarpalika,28.1,82.55,6.75,2.22,0.09,203.47,628.35,42.04,16.6,41.77,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,12.877030162412995,78.25769230769231,5.130144599645877,82.09106728538283,42.368224054078176,66.06473560325936,235.81786542923433,0.0,324.12333984011235
Province 5,Pyuthan,Pyuthan Nagarpalika,28.1,82.85,6.82,2.29,0.11,179.53,520.48,47.61,15.71,36.69,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,13.2830626450116,69.05,4.249443242179814,86.26020881670534,37.61105394431554,51.15864764814296,227.4795823665893,27.35343233758703,360.196072691494
Province 5,Pyuthan,Pyuthan Nagarpalika,28.1,82.95,6.55,2.81,0.14,182.92,442.8,47.51,14.09,39.64,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,16.299303944315547,70.35384615384615,3.6152272280149518,98.36629930394432,40.018835054881315,42.29128991280068,203.26740139211137,0.0,381.6550784110224
Province 5,Gulmi,Dhurkot Gaunpalika,28.1,83.15,6.34,3.56,0.17,177.16,218.48,54.35,6.81,38.54,8.28,1.08,3.34,direct_overlay,False,0,direct_overlay,20.649651972157773,68.13846153846154,1.783773362187684,117.24872389791183,40.87886650008924,18.717556912333702,165.50255220417634,0.0,438.70351227215247
Province 5,Gulmi,Resunga Nagarpalika,28.1,83.3,6.45,3.08,0.15,183.39,251.26,41.4,11.22,48.28,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,17.865429234338748,70.53461538461538,2.051404682274247,104.78074245939676,40.887101775834374,23.261275757487304,190.43851508120648,0.0,427.7077126668807
Province 5,Gulmi,Chandrakot Gaunpalika,28.1,83.35,6.71,2.83,0.12,167.11,273.86,35.92,13.32,50.23,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,16.415313225058007,64.27307692307693,2.2359216997835922,103.53138051044084,36.43378019587721,23.860449991922575,192.93723897911832,40.833216757205925,426.2577110195474
Province 5,Gulmi,Chandrakot Gaunpalika,28.1,83.5,6.71,3.7,0.16,152.54,286.33,39.28,13.24,49.35,8.28,1.08,2.67,direct_overlay,False,0,direct_overlay,21.461716937354993,58.669230769230765,2.3377326382057837,135.35904872389793,34.95291729876851,19.631406912478276,129.28190255220414,57.789096929100545,436.4919952718026
Province 5,Bardiya,Gulariya Nagarpalika,28.15,81.35,7.9,1.29,0.1,107.58,285.42,38.18,21.48,40.57,9.6,3.25,2.5,direct_overlay,False,0,direct_overlay,7.482598607888631,41.37692307692308,2.330302970686602,62.3300464037123,18.580239380688916,16.00787218009177,275.3399071925754,245.2562590911119,445.2609493241779
Province 5,Bardiya,Badhaiyatal Gaunpalika,28.15,81.5,6.82,1.66,0.09,127.79,300.56,32.35,20.8,45.28,10.44,1.08,2.5,direct_overlay,False,0,direct_overlay,9.62877030162413,49.15,2.4539130434782606,62.5292343387471,26.812052204176332,38.651932924118725,274.9415313225058,151.00200226218098,390.46232232363263
Province 5,Banke,Khajura Gaunpalika,28.15,81.55,6.87,1.73,0.09,79.16,218.61,28.03,26.56,44.89,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,10.034802784222737,30.446153846153845,1.784834743261853,66.01896751740139,17.406073007763695,26.37290886915026,267.9620649651972,258.7004640611057,420.17756053665636
Province 5,Banke,Baijanath Gaunpalika,28.15,81.6,6.55,1.62,0.09,65.0,134.45,34.76,20.4,44.41,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,9.396751740139212,25.0,1.0977129647845758,56.70939675174014,15.291422563805105,20.469777263217136,286.5812064965197,282.9132116444315,434.4631390230145
Province 5,Rolpa,Runtigadi Gaunpalika,28.15,82.5,6.68,2.34,0.1,152.82,552.6,42.27,18.08,41.66,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,13.57308584686775,58.77692307692307,4.511686012197521,84.91322505800464,33.04070747813671,57.76165728232379,230.17354988399072,79.68389937533468,344.2167893767764
Province 5,Rolpa,Runtigadi Gaunpalika,28.15,82.45,6.87,2.48,0.11,163.57,498.12,42.07,15.69,46.2,10.44,1.08,2.67,direct_overlay,False,0,direct_overlay,14.385150812064966,62.911538461538456,4.066885697422781,94.63990719257541,34.58515090130287,44.35127614111184,210.72018561484919,62.00002218008217,376.6699117385093
Province 5,Dang,Tulsipur Upamahanagarpalika,28.15,82.3,6.63,2.47,0.12,221.6,578.4,46.31,17.54,37.26,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,14.327146171693737,85.23076923076923,4.722329333071021,88.41281902552204,46.634758020257,59.288975349719585,223.17436194895592,0.0,340.5206796536786
Province 5,Pyuthan,Sworgadwary Nagarpalika,28.15,82.75,6.81,1.95,0.09,195.79,576.11,39.07,17.68,42.4,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,11.310904872389791,75.30384615384615,4.703632697226047,73.26073085846868,40.312049962073885,65.26486370763841,253.47853828306265,0.0,326.059029827515
Province 5,Pyuthan,Pyuthan Nagarpalika,28.15,82.85,6.57,2.31,0.11,193.17,552.31,45.08,16.07,39.75,10.44,1.08,0.83,direct_overlay,False,0,direct_overlay,13.399071925754061,74.29615384615384,4.509318315955143,81.31896751740139,41.07591436507228,61.90257042265807,237.36206496519722,0.0,334.19577957716746
Province 5,Gulmi,Dhurkot Gaunpalika,28.15,83.15,6.08,2.72,0.13,157.7,274.46,49.25,10.12,42.77,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,15.777262180974478,60.653846153846146,2.240820381664371,82.60974477958237,35.83129430662145,33.474942344365104,234.78051044083526,47.73168018918438,402.9906395266364
Province 5,Dang,Tulsipur Upamahanagarpalika,28.15,82.25,6.73,2.66,0.14,249.66,585.96,43.94,20.04,36.74,12.63,1.08,0.83,direct_overlay,False,0,direct_overlay,15.4292343387471,96.02307692307691,4.784052724768838,97.83677494199537,51.97287865875423,53.30232659769829,204.32645011600925,0.0,355.00836963357017
Province 5,Gulmi,Musikot Nagarpalika,28.15,83.3,6.53,2.4,0.1,149.15,219.4,30.87,13.76,54.53,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,13.921113689095128,57.36538461538461,1.791284674404879,83.54060324825987,32.870754952703905,24.288183942781064,232.91879350348026,81.6298557915403,425.2225948584698
Province 5,Gulmi,Chandrakot Gaunpalika,28.15,83.4,6.26,2.88,0.14,130.71,267.07,38.34,13.55,45.59,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,16.70533642691415,50.27307692307692,2.1804849498327754,92.58097447795822,30.785782081028017,28.672397030326273,214.83805104408356,105.5027951722292,414.6127991866104
Province 5,Bardiya,Gulariya Nagarpalika,28.2,81.35,7.8,1.68,0.12,144.47,342.97,33.36,22.9,41.32,10.44,1.08,2.5,direct_overlay,False,0,direct_overlay,9.74477958236659,55.565384615384616,2.800168207751328,79.51740139211138,25.66807513831876,18.199283676832724,240.96519721577724,164.1005396662502,439.9577335020648
Province 5,Bardiya,Gulariya Nagarpalika,28.2,81.4,7.17,1.65,0.1,174.17,346.47,33.61,25.24,43.99,10.44,1.08,2.5,direct_overlay,False,0,direct_overlay,9.5707656612529,66.98846153846154,2.8287438520558723,67.8471577726218,34.55125005577369,35.446952416963306,264.3056844547564,62.38818686139122,398.21837515094876
Province 5,Bardiya,Badhaiyatal Gaunpalika,28.2,81.45,6.99,1.56,0.08,166.24,285.46,39.19,21.83,39.61,10.44,1.08,2.5,direct_overlay,False,0,direct_overlay,9.048723897911833,63.93846153846154,2.3306295494786538,61.37749419953597,33.58426963233982,34.6934358896661,277.2450116009281,73.46011270970908,400.04188514700803
Province 5,Banke,Baijanath Gaunpalika,28.2,81.55,6.92,1.45,0.08,81.33,185.24,33.83,20.76,45.16,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,8.410672853828306,31.28076923076923,1.5123863859925242,56.04872389791183,17.338331251115473,24.97041777508034,287.90255220417635,259.4761071747278,423.57158898430555
Province 5,Bardiya,Badhaiyatal Gaunpalika,28.2,81.5,6.82,1.48,0.08,128.52,237.37,35.98,21.1,42.74,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,8.584686774941995,49.430769230769236,1.938000196734212,55.74895591647332,26.70986489380689,33.47488507755982,288.50208816705333,152.17204696591108,402.99077811230524
Province 5,Banke,Baijanath Gaunpalika,28.2,81.6,6.83,1.62,0.09,73.74,189.66,32.87,21.02,45.6,9.6,3.25,3.34,direct_overlay,False,0,direct_overlay,9.396751740139212,28.36153846153846,1.5484733425142632,61.182250580046414,16.33678344190612,24.729191429808974,277.6354988399072,270.9438295901749,424.15535673986227
Province 5,Banke,Kohalpur Nagarpalika,28.2,81.65,6.59,1.82,0.1,67.91,163.95,32.74,19.57,46.65,9.510000000000002,3.47,3.34,direct_overlay,False,0,direct_overlay,10.556844547563806,26.119230769230768,1.33856482392288,64.4284222737819,16.111414398536496,22.229573304449335,271.1431554524362,273.5243051367571,430.2044326032326
Province 5,Banke,Kohalpur Nagarpalika,28.2,81.7,7.34,2.29,0.13,142.02,254.17,35.63,23.75,36.12,10.44,1.08,3.34,direct_overlay,False,0,direct_overlay,13.2830626450116,54.62307692307692,2.0751632893960257,98.00243619489558,27.786673612350526,17.24995657438585,203.99512761020884,139.84258713858648,442.2551050899862
