S.no,District,VDC,treatment,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,FYM_t_ha,N_source,N_methods,N_time,barcode,latitude,longitude,altitude,precision,Straw_wt_kg_ha,cob_wt_kg_ha,grain_yield_kg_ha,1000_grain_wt_gm,moisture%,Yield_kg_ha,Yield_t_ha,NUE_N,AE_N,lat,lon,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,narc_dist,dsm_source,dsm_imputed,dsm_imputation_n_neighbors,dsm_imputation_method,farmer_id,predicted_AE_N,INS_kg_ha,base_yield_kg_ha,yield_gap_kg_ha,N_demand_kg_ha
143,Surkhet,Lekhpharsa,7,0,60,40,,,,,T7-CJK822mX,28.45894994,81.78541155,417.0,5.0,23303,16033,9700,334,20.0,8862.0,8.9,0,0.0,28.45894994,81.78541155,6.99,2.82,0.15,131.37,319.63,46.18,10.5,42.53,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_088,18.52627950718934,57.3,2292.0,5708.0,300.0
144,Surkhet,Lekhpharsa,7,0,60,40,,,,,T7-XGG422cQ,28.46931431,81.79762081,514.0,5.0,15183,13170,7497,380,21.0,6704.0,6.7,0,0.0,28.46931431,81.79762081,7.54,3.58,0.18,99.35,378.33,45.63,9.36,45.44,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_044,9.576525341092388,71.7,2868.0,5132.0,300.0
145,Surkhet,Kalyan,7,0,60,40,,,,,T7-KCN750dM,28.50409123,81.73589973,482.0,4.0,24050,15913,7390,334,20.0,6701.0,6.7,0,0.0,28.50409123,81.73589973,7.31,3.21,0.16,99.49,481.71,45.07,10.42,43.1,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_120,13.857041143908859,64.15,2566.0,5434.0,300.0
146,Surkhet,Ramghat,7,0,60,40,,,,,T7-COB226oT,28.48771163,81.73949259,436.0,4.0,29990,19447,8607,334,19.0,7922.0,7.9,0,0.0,28.48771163,81.73949259,6.67,2.34,0.13,116.68,265.87,46.31,12.01,42.82,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_043,13.256734336993764,48.099999999999994,1923.9999999999998,6076.0,300.0
147,Surkhet,Ramghat,7,0,60,40,,,,,T7-OCT396xV,28.48759359,81.74483701,417.0,5.0,25627,19497,9267,380,19.0,8530.0,8.5,0,0.0,28.48759359,81.74483701,6.77,2.58,0.14,108.77,309.24,46.53,12.01,42.82,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_016,17.79922377411282,52.7,2108.0,5892.0,300.0
148,Surkhet,Kalyan,7,0,60,40,,,,,T7-IYC247oM,28.50844784,81.72646918,417.0,5.0,21530,15377,7700,380,22.0,6834.0,6.8,0,0.0,28.50844784,81.72646918,7.31,3.21,0.16,99.49,481.71,45.07,10.42,43.1,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_036,13.857041143908859,64.15,2566.0,5434.0,300.0
149,Surkhet,Maintada-2,7,0,60,40,,,,,T7-YTP214xC,28.41949354,81.79053942,515.0,5.0,10920,10920,7047,380,21.0,6366.0,6.4,0,0.0,28.41949354,81.79053942,7.03,2.32,0.14,85.39,281.63,47.91,12.14,41.86,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_094,17.84466016556321,48.8,1952.0,6048.0,300.0
150,Surkhet,Maintada-2,7,0,60,40,,,,,T7-GCW138wE,28.42833879,81.80326607,478.0,5.0,10983,12283,7783,334,19.0,5606.0,5.6,0,0.0,28.42833879,81.80326607,6.96,2.4,0.15,74.96125,261.0425,46.5275,12.1675,41.39375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_091,22.96985599044674,51.0,2040.0,5960.0,259.47049918287644
151,Surkhet,Kalyan,7,0,60,40,,,,,T7-HCN346kW,28.5020624,81.74803725,510.0,5.0,28397,15780,9917,375,19.0,9082.0,9.1,0,0.0,28.5020624,81.74803725,7.31,3.21,0.16,99.49,481.71,45.07,10.42,43.1,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_014,13.857041143908859,64.15,2566.0,5434.0,300.0
152,Surkhet,Maintada-1,8,0,0,0,,,,,T8-GLZ803yB,28.43690916,81.80009407,476.0,5.0,18903,13677,7307,329,23.0,8037.0,8.0,0,0.0,28.43690916,81.80009407,6.75,2.0,0.12,67.84,267.62,45.74,12.35,41.89,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_168,0.1221168792139475,42.0,1680.0,6320.0,300.0
153,Surkhet,Lekhpharsa,8,0,0,0,,,,,T8-NXF610uU,28.458972,81.78546624,407.0,5.0,14327,11367,7350,331,20.0,6673.0,6.7,0,0.0,28.458972,81.78546624,6.99,2.82,0.15,131.37,319.63,46.18,10.5,42.53,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_088,18.52627950718934,57.3,2292.0,5708.0,300.0
154,Surkhet,Lekhpharsa,8,0,0,0,,,,,T8-LIQ823lU,28.46930445,81.79762411,517.0,5.0,11033,7717,7400,350,21.0,4251.0,4.3,0,0.0,28.46930445,81.79762411,7.54,3.58,0.18,99.36,378.19,45.63,9.36,45.46,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_044,9.576525341092388,71.7,2868.0,5132.0,300.0
155,Surkhet,Kalyan,8,0,0,0,,,,,T8-XNI310fW,28.50407675,81.73590332,483.0,5.0,21017,13667,7000,331,21.0,6260.0,6.3,0,0.0,28.50407675,81.73590332,7.31,3.21,0.16,99.49,481.71,45.07,10.42,43.1,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_120,13.857041143908859,64.15,2566.0,5434.0,300.0
156,Surkhet,Ramghat,8,0,0,0,,,,,T8-VGI593wJ,28.48771316,81.73949597,436.0,4.0,27667,17067,6940,331,19.0,6388.0,6.4,0,0.0,28.48771316,81.73949597,6.67,2.34,0.13,116.59,265.94,46.31,12.01,42.82,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_043,13.256734336993764,48.099999999999994,1923.9999999999998,6076.0,300.0
157,Surkhet,Ramghat,8,0,0,0,,,,,T8-RFA317vY,28.48760256,81.74483375,421.0,5.0,29780,14630,8383,350,21.0,7545.0,7.5,0,0.0,28.48760256,81.74483375,6.77,2.58,0.14,108.63,309.42,46.52,12.0,42.83,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_016,17.79922377411282,52.7,2108.0,5892.0,300.0
158,Surkhet,Kalyan,8,0,0,0,,,,,T8-UDF344uT,28.50843152,81.72644885,422.0,5.0,23297,14333,7250,350,21.0,6541.0,6.5,0,0.0,28.50843152,81.72644885,7.31,3.21,0.16,99.49,481.71,45.07,10.42,43.1,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_036,13.857041143908859,64.15,2566.0,5434.0,300.0
159,Surkhet,Maintada-2,8,0,0,0,,,,,T8-WXV675aT,28.41951416,81.79047363,517.0,5.0,10447,11607,6770,350,21.0,6116.0,6.1,0,0.0,28.41951416,81.79047363,7.04,2.32,0.14,85.94,281.08,47.99,12.18,41.82,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_094,14.480168946364802,48.8,1952.0,6048.0,300.0
160,Surkhet,Maintada-2,8,0,0,0,,,,,T8-WPW679hK,28.42833446,81.80325811,472.0,5.0,14273,11107,6090,331,19.0,5607.0,5.6,0,0.0,28.42833446,81.80325811,6.96,2.4,0.15,74.96125,261.0425,46.5275,12.1675,41.39375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_091,22.96985599044674,51.0,2040.0,5960.0,259.47049918287644
161,Surkhet,Kalyan,8,0,0,0,,,,,T8-ZDL919oZ,28.50208136,81.74801401,507.0,5.0,17043,13707,9017,329,20.0,8197.0,8.2,0,0.0,28.50208136,81.74801401,7.31,3.21,0.16,99.49,481.71,45.07,10.42,43.1,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_014,13.857041143908859,64.15,2566.0,5434.0,300.0
162,Surkhet,Maintada-1,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-KWP463gE,28.43694028,81.80009716,481.0,5.0,16080,14867,9380,358,25.0,8037.0,8.0,67,0.0,28.43694028,81.80009716,6.75,2.0,0.12,67.74,267.9,45.72,12.33,41.9,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_168,0.1221168792139475,42.0,1680.0,6320.0,300.0
163,Surkhet,Lekhpharsa,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-MXB435cD,28.45895366,81.78544898,408.0,5.0,21167,19050,9867,348,21.0,8914.0,8.9,74,18.7,28.45895366,81.78544898,6.99,2.82,0.15,131.37,319.63,46.18,10.5,42.53,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_088,18.52627950718934,57.3,2292.0,5708.0,300.0
164,Surkhet,Lekhpharsa,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-GMM688vL,28.46930024,81.79764097,513.0,5.0,17840,17173,9837,387,21.0,8786.0,8.8,73,37.8,28.46930024,81.79764097,7.54,3.58,0.18,99.5,377.26,45.64,9.36,45.45,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_044,43.2242467685347,71.7,2868.0,5132.0,118.72965716399399
165,Surkhet,Kalyan,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-ZBX281gP,28.50407168,81.73591843,482.0,5.0,20640,13983,9810,348,26.0,8416.0,8.4,70,18.0,28.50407168,81.73591843,7.31,3.21,0.16,99.49,481.71,45.07,10.42,43.1,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_120,13.857041143908859,64.15,2566.0,5434.0,300.0
166,Surkhet,Ramghat,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-CJV596nP,28.48769539,81.73948428,438.0,5.0,33270,18780,9703,348,20.0,8788.0,8.8,73,20.0,28.48769539,81.73948428,6.66,2.34,0.13,117.13,265.66,46.31,12.02,42.81,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_043,17.593577603351193,48.099999999999994,1923.9999999999998,6076.0,300.0
167,Surkhet,Ramghat,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-VHN226aJ,28.48758668,81.74487291,419.0,5.0,32803,18780,9867,387,22.0,8745.0,8.7,73,10.0,28.48758668,81.74487291,6.77,2.56,0.14,108.91,308.01,46.55,12.08,42.77,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_016,17.989722890956887,52.4,2096.0,5904.0,300.0
168,Surkhet,Kalyan,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-XGH762hZ,28.50841116,81.7264388,431.0,4.0,220672,15990,9860,387,23.0,8617.0,8.6,72,17.3,28.50841116,81.7264388,7.31,3.21,0.16,99.49,481.71,45.07,10.42,43.1,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_036,13.857041143908859,64.15,2566.0,5434.0,300.0
169,Surkhet,Maintada-2,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-OYI860cV,28.41952886,81.79045293,510.0,5.0,15117,13563,8857,387,20.0,8031.0,8.0,67,16.0,28.41952886,81.79045293,7.04,2.32,0.14,86.18,280.77,48.02,12.19,41.81,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_094,14.480168946364802,48.8,1952.0,6048.0,300.0
170,Surkhet,Maintada-2,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-TXD538xT,28.42832504,81.80326215,473.0,5.0,14140,13480,9867,348,17.0,9272.0,9.3,77,30.5,28.42832504,81.80326215,6.96,2.4,0.15,74.96125,261.0425,46.5275,12.1675,41.39375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_091,22.96985599044674,51.0,2040.0,5960.0,259.47049918287644
171,Surkhet,Kalyan,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-RPD801xG,28.50206497,81.74798373,513.0,5.0,23333,16457,9897,358,24.0,8581.0,8.6,72,3.2,28.50206497,81.74798373,7.31,3.21,0.16,99.49,481.71,45.07,10.42,43.1,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_014,13.857041143908859,64.15,2566.0,5434.0,300.0
172,Surkhet,Maintada-1,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-TRR912sV,28.44930707,81.79298934,411.0,5.0,15110,12083,9367,398,24.0,8047.0,8.0,67,13.7,28.44930707,81.79298934,6.09,2.44,0.12,178.43,205.87,46.62,12.87,41.16,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_040,16.42853858564685,48.6,1944.0,6056.0,300.0
173,Surkhet,Ramghat,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-DGI431nT,28.49014764,81.74308792,435.0,3.0,29530,16737,9400,391,21.0,8395.0,8.4,70,17.3,28.49014764,81.74308792,6.8,2.6,0.14,101.13,333.64,45.98,10.86,43.92,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_097,18.50098677941619,53.0,2120.0,5880.0,300.0
174,Surkhet,Maintada-1,2,120,60,40,,PCU,basal ,planting time,T2-TMQ860pY,28.44931341,81.79298811,418.0,5.0,13183,15290,9470,381,26.0,8093.0,8.1,67,14.0,28.44931341,81.79298811,6.09,2.44,0.12,178.42,206.04,46.63,12.88,41.15,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_040,16.40253858564685,48.6,1944.0,6056.0,300.0
175,Surkhet,Ramghat,2,120,60,40,,PCU,basal ,planting time,T2-XEY999tE,28.49013158,81.74307377,434.0,5.0,30437,19437,9867,387,20.0,8925.0,8.9,74,21.8,28.49013158,81.74307377,6.8,2.6,0.14,101.13,333.64,45.98,10.86,43.92,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_097,18.50098677941619,53.0,2120.0,5880.0,300.0
176,Surkhet,Maintada-1,3,60,60,40,,PCU,basal ,planting time,T3-EMO227rI,28.44930375,81.79298041,424.0,5.0,18550,15613,9800,408,26.0,8230.0,8.2,137,30.4,28.44930375,81.79298041,6.09,2.44,0.12,178.21,206.29,46.62,12.86,41.16,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_040,19.065411799932566,48.6,1944.0,6056.0,300.0
177,Surkhet,Ramghat,3,60,60,40,,PCU,basal ,planting time,T3-THC655eA,28.4901182,81.74305859,434.0,5.0,29797,19770,9233,379,21.0,8268.0,8.3,138,32.6,28.4901182,81.74305859,6.8,2.6,0.14,101.13,333.64,45.98,10.86,43.92,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_097,18.50098677941619,53.0,2120.0,5880.0,300.0
178,Surkhet,Maintada-1,4,78,60,40,,UDP,basal ,planting time,T4-SEU735xM,28.44927829,81.79298279,415.0,5.0,12067,14797,9700,374,22.0,8642.0,8.6,111,28.6,28.44927829,81.79298279,6.09,2.46,0.12,178.18,205.73,46.61,12.84,41.2,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_040,17.18755839241014,48.9,1956.0,6044.0,300.0
179,Surkhet,Ramghat,4,78,60,40,,UDP,basal ,planting time,T4-JIL754fO,28.49011618,81.74305891,433.0,5.0,29660,18447,9933,407,19.0,9143.0,9.1,117,36.3,28.49011618,81.74305891,6.8,2.6,0.14,101.13,333.64,45.98,10.86,43.92,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_097,18.50098677941619,53.0,2120.0,5880.0,300.0
180,Surkhet,Maintada-1,5,60,60,40,6.0,Urea,top dressed ,knee ht+shoulder ht,T5-ODN350pT,28.44926357,81.79297843,426.0,5.0,10170,12590,8643,419,24.0,7455.0,7.5,124,17.5,28.44926357,81.79297843,6.09,2.46,0.12,178.02,205.73,46.6,12.83,41.22,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_040,16.635335955698814,48.9,1956.0,6044.0,300.0
181,Surkhet,Ramghat,5,60,60,40,6.0,Urea,top dressed ,knee ht+shoulder ht,T5-MIW619tP,28.49010247,81.74305249,433.0,4.0,24403,19187,9867,407,22.0,8802.0,8.8,147,41.5,28.49010247,81.74305249,6.8,2.6,0.14,101.13,333.64,45.98,10.86,43.92,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_097,18.50098677941619,53.0,2120.0,5880.0,300.0
182,Surkhet,Maintada-1,6,120,0,40,,Urea,top dressed ,knee ht+shoulder ht,T6-UFB182eU,28.44925222,81.79296541,426.0,5.0,13397,14987,9833,334,24.0,8526.0,8.5,71,17.7,28.44925222,81.79296541,6.09,2.47,0.12,177.65,206.3,46.6,12.81,41.23,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_040,16.552993015306335,49.050000000000004,1962.0000000000002,6038.0,300.0
183,Surkhet,Ramghat,6,120,0,40,,Urea,top dressed ,knee ht+shoulder ht,T6-TBU878nF,28.49009491,81.74304774,432.0,5.0,27090,17177,7837,345,19.0,7213.0,7.2,60,7.5,28.49009491,81.74304774,6.8,2.6,0.14,101.13,333.64,45.98,10.86,43.92,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_097,18.50098677941619,53.0,2120.0,5880.0,300.0
184,Surkhet,Maintada-1,7,0,60,40,,,,,T7-XMP445vW,28.449255,81.79295056,425.0,5.0,10590,12777,8920,334,29.0,7207.0,7.2,0,0.0,28.449255,81.79295056,6.1,2.46,0.12,177.29,207.2,46.61,12.79,41.23,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_040,13.120123845801679,48.9,1956.0,6044.0,300.0
185,Surkhet,Ramghat,7,0,60,40,,,,,T7-JCU877fQ,28.49009298,81.74304654,433.0,5.0,26457,19103,8097,375,20.0,7379.0,7.4,0,0.0,28.49009298,81.74304654,6.8,2.6,0.14,101.13,333.64,45.98,10.86,43.92,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_097,18.50098677941619,53.0,2120.0,5880.0,300.0
186,Surkhet,Maintada-1,8,0,0,0,,,,,T8-XNI701uD,28.44924491,81.79294438,423.0,5.0,11707,13083,7703,331,27.0,6408.0,6.4,0,0.0,28.44924491,81.79294438,6.1,2.47,0.12,177.08,207.41,46.61,12.78,41.24,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_040,12.996315764993595,49.050000000000004,1962.0000000000002,6038.0,300.0
187,Surkhet,Ramghat,8,0,0,0,,,,,T8-WXT551iJ,28.49008993,81.74304734,433.0,5.0,26327,16470,7017,329,21.0,6315.0,6.3,0,0.0,28.49008993,81.74304734,6.8,2.6,0.14,101.13,333.64,45.98,10.86,43.92,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_097,18.50098677941619,53.0,2120.0,5880.0,300.0
188,Surkhet,Maintada-1,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-BZO700hB,28.44923314,81.79295449,427.0,4.0,13393,12707,8963,384,25.0,7680.0,7.7,64,10.6,28.44923314,81.79295449,6.09,2.47,0.12,177.28,206.64,46.6,12.78,41.26,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_040,14.674036346498953,49.050000000000004,1962.0000000000002,6038.0,300.0
189,Surkhet,Ramghat,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-ZPK483nC,28.49008154,81.74305611,433.0,5.0,28143,19693,9477,358,21.0,8507.0,8.5,71,18.3,28.49008154,81.74305611,6.8,2.6,0.14,101.13,333.64,45.98,10.86,43.92,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_097,18.50098677941619,53.0,2120.0,5880.0,300.0
190,Surkhet,Gadhi,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-DVC265bP,28.64072541,81.59202004,1270.0,5.0,22833,16457,9640,453,22.0,8556.0,8.6,71,23.5,28.64072541,81.59202004,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_037,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
191,Surkhet,Gadhi,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-BVN563oA,28.63686951,81.58274943,1472.0,4.0,222137,15933,9840,400,21.0,8867.0,8.9,74,31.4,28.63686951,81.58274943,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_123,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
192,Surkhet,Gadhi,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-BIE535vO,28.64120778,81.60431514,1400.0,5.0,11313,13037,9697,421,20.0,8826.0,8.8,74,22.9,28.64120778,81.60431514,6.61,4.42,0.19,294.69,535.58,43.69,13.17,45.74,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_170,24.423795996297063,85.3,3412.0,4588.0,187.84958737354322
193,Surkhet,Gadhi,2,120,60,40,,PCU,basal ,planting time,T2-KFM701dP,28.64068164,81.59200141,1267.0,5.0,20583,13120,9773,461,22.0,8640.0,8.6,72,24.2,28.64068164,81.59200141,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_037,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
194,Surkhet,Gadhi,2,120,60,40,,PCU,basal ,planting time,T2-KAZ812eX,28.63687903,81.58275475,1467.0,4.0,26967,17430,9650,495,20.0,8729.0,8.7,73,30.2,28.63687903,81.58275475,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_123,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
195,Surkhet,Gadhi,2,120,60,40,,PCU,basal ,planting time,T2-EVE895uD,28.64121919,81.60428305,1405.0,5.0,17317,15593,9770,495,19.0,8971.0,9.0,75,24.1,28.64121919,81.60428305,6.61,4.42,0.19,291.7,533.42,43.67,13.18,45.88,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_170,23.637515246334402,85.3,3412.0,4588.0,194.09823546116957
196,Surkhet,Gadhi,3,60,60,40,,PCU,basal ,planting time,T3-BKZ687oA,28.64066059,81.59203411,1270.0,5.0,23767,15343,9867,431,22.0,8701.0,8.7,145,49.4,28.64066059,81.59203411,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_037,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
197,Surkhet,Gadhi,3,60,60,40,,PCU,basal ,planting time,T3-NMQ471aB,28.63688923,81.58274865,1465.0,5.0,22610,15613,9847,456,20.0,8907.0,8.9,148,63.4,28.63688923,81.58274865,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_123,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
198,Surkhet,Gadhi,3,60,60,40,,PCU,basal ,planting time,T3-DHA981zW,28.64119652,81.60429267,1405.0,5.0,17317,13163,9673,426,21.0,7737.0,7.7,129,27.7,28.64119652,81.60429267,6.61,4.42,0.19,293.89,534.94,43.65,13.23,45.82,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_170,24.922234129869153,85.3,3412.0,4588.0,184.09264498889002
199,Surkhet,Gadhi,4,78,60,40,,UDP,basal ,planting time,T4-TPD396gU,28.6406611,81.59204699,1271.0,5.0,26513,20433,9803,421,22.0,8645.0,8.6,111,37.3,28.6406611,81.59204699,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_037,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
200,Surkhet,Gadhi,4,78,60,40,,UDP,basal ,planting time,T4-PUN308nE,28.63689108,81.58273642,1465.0,5.0,19960,13097,8490,496,22.0,7555.0,7.6,97,31.4,28.63689108,81.58273642,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_123,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
201,Surkhet,Gadhi,4,78,60,40,,UDP,basal ,planting time,T4-PUH779hO,28.64119867,81.60430799,1402.0,5.0,15133,15560,9707,402,18.0,9012.0,9.0,116,37.6,28.64119867,81.60430799,6.61,4.42,0.19,294.81,535.63,43.67,13.21,45.76,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_170,27.14722180274866,85.3,3412.0,4588.0,169.00440248863566
202,Surkhet,Gadhi,5,60,60,40,6.0,Urea,top dressed ,knee ht+shoulder ht,T5-QVH297uY,28.64063646,81.59205303,1272.0,5.0,23850,13673,5770,418,20.0,8337.0,8.3,139,43.3,28.64063646,81.59205303,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_037,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
203,Surkhet,Gadhi,5,60,60,40,6.0,Urea,top dressed ,knee ht+shoulder ht,T5-SXL913pH,28.63690424,81.58272432,1464.0,5.0,21193,13097,9490,492,21.0,8520.0,8.5,142,57.0,28.63690424,81.58272432,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_123,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
204,Surkhet,Gadhi,5,60,60,40,6.0,Urea,top dressed ,knee ht+shoulder ht,T5-FRU896mX,28.64120594,81.60431453,1401.0,5.0,24606,18073,9580,403,23.0,8393.0,8.4,140,38.6,28.64120594,81.60431453,6.61,4.42,0.19,294.77,535.64,43.68,13.18,45.74,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_170,27.14722180274866,85.3,3412.0,4588.0,169.00440248863566
205,Surkhet,Gadhi,6,120,0,40,,Urea,top dressed ,knee ht+shoulder ht,T6-UUS785kP,28.64062579,81.59205531,1272.0,5.0,25667,18040,9553,466,19.0,8804.0,8.8,73,25.5,28.64062579,81.59205531,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_037,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
206,Surkhet,Gadhi,6,120,0,40,,Urea,top dressed ,knee ht+shoulder ht,T6-EHC796cT,28.6369143,81.58271777,1464.0,5.0,23533,12223,7753,449,22.0,6917.0,6.9,58,15.1,28.6369143,81.58271777,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_123,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
207,Surkhet,Gadhi,6,120,0,40,,Urea,top dressed ,knee ht+shoulder ht,T6-WXQ477oZ,28.64121078,81.60435158,1397.0,5.0,18123,12433,9043,404,19.0,8324.0,8.3,69,18.7,28.64121078,81.60435158,6.6,4.43,0.19,297.0,537.32,43.73,13.13,45.59,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_170,15.978055601903158,85.44999999999999,3417.9999999999995,4582.0,286.768309872087
208,Surkhet,Gadhi,7,0,60,40,,,,,T7-GNC371sE,28.6406211,81.59206093,1269.0,5.0,19267,17093,7043,396,22.0,6227.0,6.2,0,0.0,28.6406211,81.59206093,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_037,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
209,Surkhet,Gadhi,7,0,60,40,,,,,T7-QSH306yU,28.63693221,81.58270946,1463.0,5.0,18213,13920,9807,432,20.0,8893.0,8.9,0,0.0,28.63693221,81.58270946,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_123,20.680010858909284,78.6,3144.0,4856.0,234.81612428206034
