S.no,District,VDC,Demo,Organization,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,ZnSO4_kg_ha,FYM_t_ha,N_source,N_methods,N_time,Variety,barcode,latitude,longitude,altitude,precision,Straw_wt_kg_ha,cob_wt_kg_ha,grain_yield_kg_ha,1000_grain_wt_gm,moisture%,Yield_kg_ha,Yield_t_ha,NUE_N,AE_N,PFPN,lat_fixed,lon_fixed,lat_key,lon_key,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,narc_dist,dsm_source,dsm_imputed,dsm_imputation_n_neighbors,dsm_imputation_method,farmer_id,OC,P_Olsen,Exch_K,yield_control_pooled,n_supply,p_supply,k_supply,n_rec_quefts,p_rec_quefts,k_rec_quefts,AE_pooled,NUE
218.0,Dang,Shantinagar,B5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-BNN524tL,28.173922528512776 82.2280532028526 667.0 22.0,28.173922528512776,82.2280532028526,667.0,22.0,20333.0,15067.0,9667.0,354.0,31.5,7.525,,,,28.173922528512776,82.2280532028526,28.173922528512776,82.2280532028526,6.73,3.14,0.14,288.31,555.85,46.65,16.24,36.17,Dang,direct_overlay,False,0.0,direct_overlay,FMR_082,18.213457076566126,110.88846153846154,4.538220539051741,5.632608695652174,115.49153132250581,60.12039927271105,43.67443298380724,169.01693735498839,0.0,378.30787217918646,24.26142697881828,96.47435897435898
91.0,Dang,Shantinagar,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-GTV987rO,28.15802989527583 82.22683170810342 590.0 7.0,28.15802989527583,82.22683170810342,590.0,7.0,21767.0,13667.0,9633.0,370.0,29.1,7.761,,,,28.15802989527583,82.22683170810342,28.15802989527583,82.22683170810342,6.62,3.05,0.15,286.83,641.52,47.41,16.34,36.19,Dang,direct_overlay,False,0.0,direct_overlay,FMR_158,17.691415313225058,110.31923076923076,5.237670666928978,5.632608695652174,108.87296983758701,60.1615092361235,54.9418057867721,182.25406032482599,0.0,351.0408299960115,17.736594202898548,64.675
105.0,Dang,Shantinagar,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-NRA368cS,28.158026416786015 82.22684889100492 597.0 6.0,28.15802641678601,82.22684889100492,597.0,6.0,21000.0,14333.0,10000.0,385.0,31.0,7.841,,,,28.15802641678601,82.22684889100492,28.15802641678601,82.22684889100492,6.62,3.05,0.15,286.76,641.14,47.4,16.34,36.18,Dang,direct_overlay,False,0.0,direct_overlay,FMR_158,17.691415313225058,110.29230769230769,5.2345681684044845,5.632608695652174,108.87296983758701,60.148047697661966,54.909261382546234,182.25406032482599,0.0,351.1195874542381,18.403260869565216,65.34166666666667
119.0,Dang,Shantinagar,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-LNL266cO,28.15800340846181 82.22690479829907 591.0 5.0,28.15800340846181,82.22690479829907,591.0,5.0,22333.0,14667.0,10100.0,358.0,29.5,8.091,,,,28.15800340846181,82.22690479829907,28.15800340846181,82.22690479829907,6.62,3.04,0.15,286.38,639.47,47.36,16.32,36.14,Dang,direct_overlay,False,0.0,direct_overlay,FMR_158,17.633410672853827,110.14615384615384,5.220933503836317,5.632608695652174,108.51600928074245,60.05857112261288,54.92622694739664,182.9679814385151,0.0,351.07853078730017,20.48659420289854,67.425
133.0,Dang,Shantinagar,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-SPH383vH,28.157983417622745 82.22692240029573 592.0 8.0,28.157983417622745,82.22692240029573,592.0,8.0,20667.0,13333.0,9680.0,386.0,31.4,7.546,,,,28.157983417622745,82.22692240029573,28.157983417622745,82.22692240029573,6.61,3.04,0.15,286.09,638.44,47.35,16.31,36.13,Dang,direct_overlay,False,0.0,direct_overlay,FMR_158,17.633410672853827,110.03461538461538,5.212524099940979,5.632608695652174,108.21624129930395,60.04075780831697,55.129446982224366,183.5675174013921,0.0,350.58673830301706,31.889855072463767,125.76666666666667
147.0,Dang,Shantinagar,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-XQC654bE,28.15798853058368 82.22696028649807 589.0 7.0,28.15798853058368,82.22696028649807,589.0,7.0,21667.0,15000.0,10000.0,350.0,32.0,7.727,,,,28.15798853058368,82.22696028649807,28.15798853058368,82.22696028649807,6.61,3.04,0.15,286.15,638.24,47.31,16.31,36.1,Dang,direct_overlay,False,0.0,direct_overlay,FMR_158,17.633410672853827,110.05769230769229,5.21089120598072,5.632608695652174,108.21624129930395,60.052296269855425,55.112176934300614,183.5675174013921,0.0,350.62853181899254,26.851170568561873,99.06410256410257
161.0,Dang,Shantinagar,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-HGI987yI,28.157720561139286 82.22713169641793 596.0 7.0,28.15772056113929,82.22713169641793,596.0,7.0,22667.0,15333.0,9300.0,354.0,28.0,7.609,,,,28.15772056113929,82.22713169641793,28.15772056113929,82.22713169641793,6.61,3.03,0.15,282.99,627.77,47.17,16.21,36.01,Dang,direct_overlay,False,0.0,direct_overlay,FMR_158,17.575406032482597,108.8423076923077,5.125409207161125,5.632608695652174,107.8602668213457,59.42807945520257,54.366913028991206,184.2794663573086,0.0,352.4320704698413,16.46992753623188,63.40833333333333
175.0,Dang,Shantinagar,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-SDY329dN,28.15769440960139 82.22725063562393 605.0 6.0,28.15769440960139,82.22725063562393,605.0,6.0,22000.0,14727.0,9667.0,344.0,27.3,7.986,,,,28.15769440960139,82.22725063562393,28.15769440960139,82.22725063562393,6.61,3.02,0.15,283.54,628.03,47.04,16.23,35.91,Dang,direct_overlay,False,0.0,direct_overlay,FMR_158,17.51740139211137,109.05384615384615,5.127531969309461,5.632608695652174,107.50429234338749,59.51732417901124,54.54925253858943,184.99141531322502,0.0,351.99080885661357,19.611594202898548,66.55
189.0,Dang,Shantinagar,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-AZP100mD,28.157677478156984 82.22728072665632 604.0 5.0,28.157677478156984,82.22728072665632,604.0,5.0,22667.0,13500.0,9333.0,378.0,25.0,7.955,,,,28.157677478156984,82.22728072665632,28.157677478156984,82.22728072665632,6.61,3.02,0.15,284.34,629.31,47.02,16.22,35.86,Dang,direct_overlay,False,0.0,direct_overlay,FMR_158,17.51740139211137,109.36153846153844,5.137982490655124,5.632608695652174,107.50429234338749,59.671170332857386,54.66043041743183,184.99141531322502,0.0,351.72175838981497,19.35326086956521,66.29166666666667
203.0,Dang,Shantinagar,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-AWC181lF,28.157659666612744 82.22734719514847 604.0 8.0,28.157659666612744,82.22734719514847,604.0,8.0,18667.0,13667.0,8333.0,360.0,24.8,7.121,,,,28.157659666612744,82.22734719514847,28.157659666612744,82.22734719514847,6.61,3.01,0.15,285.34,630.81,46.97,16.22,35.79,Dang,direct_overlay,False,0.0,direct_overlay,FMR_158,17.459396751740137,109.74615384615383,5.150229195357072,5.632608695652174,107.14831786542922,59.84695351820452,54.95219333611785,185.70336426914156,0.0,351.0156921265948,24.806521739130435,118.68333333333334
217.0,Dang,Shantinagar,B5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-BRD788bD,28.157635987736285 82.22738591954112 613.0 7.0,28.157635987736285,82.22738591954112,613.0,7.0,20000.0,14000.0,8667.0,356.0,31.3,6.766,,,,28.157635987736285,82.22738591954112,28.157635987736285,82.22738591954112,6.61,3.01,0.15,286.52,632.76,46.96,16.2,35.73,Dang,direct_overlay,False,0.0,direct_overlay,FMR_158,17.459396751740137,110.19999999999999,5.166149911469604,5.632608695652174,107.14831786542922,60.0738765951276,55.122065051857014,185.70336426914156,0.0,350.604602574506,14.530657748049046,86.74358974358974
99.0,Dang,Shreegau,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-UIS459xU,28.10815690085292 82.18256000429392 509.0 14.0,28.10815690085292,82.18256000429392,509.0,14.0,25733.0,18267.0,9750.0,335.0,17.3,9.163,,,,28.10815690085292,82.18256000429392,28.10815690085292,82.18256000429392,6.82,2.44,0.13,182.97,460.87,39.34,23.96,37.15,Dang,direct_overlay,False,0.0,direct_overlay,FMR_050,14.153132250580047,70.37307692307692,3.7627591973244146,5.632608695652174,91.91044083526684,38.47473567731572,42.89261145463886,216.17911832946632,17.464276494734996,380.19988027977394,29.419927536231885,76.35833333333333
113.0,Dang,Shreegau,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-LPP883bL,28.10809789225459 82.18259076587856 535.0 29.0,28.10809789225459,82.18259076587856,535.0,29.0,23000.0,14133.0,8383.0,325.0,17.5,7.859,,,,28.10809789225459,82.18259076587856,28.10809789225459,82.18259076587856,6.82,2.44,0.13,182.51,462.69,39.18,23.98,37.27,Dang,direct_overlay,False,0.0,direct_overlay,FMR_050,14.153132250580047,70.19615384615383,3.7776185323627773,5.632608695652174,91.91044083526684,38.386274138854176,43.06199664535954,216.17911832946632,18.47716111011968,379.78996811822987,18.553260869565214,65.49166666666666
127.0,Dang,Shreegau,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-LUQ414tM,28.10819109901786 82.1827008202672 505.0 10.0,28.10819109901786,82.1827008202672,505.0,10.0,22917.0,15683.0,8433.0,320.0,17.1,7.945,,,,28.10819109901786,82.1827008202672,28.10819109901786,82.1827008202672,6.81,2.45,0.13,180.63,467.63,38.88,24.06,37.51,Dang,direct_overlay,False,0.0,direct_overlay,FMR_050,14.211136890951277,69.47307692307692,3.8179510131811916,5.632608695652174,92.04553364269141,38.078749163394605,43.626281880791375,215.90893271461718,21.998322079131775,378.4243978484849,19.269927536231883,66.20833333333333
141.0,Dang,Shreegau,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-EOV411nC,28.108129701577127 82.18275496736169 511.0 8.0,28.108129701577127,82.18275496736169,511.0,8.0,22367.0,14483.0,7533.0,323.0,17.4,7.071,,,,28.108129701577127,82.18275496736169,28.108129701577127,82.18275496736169,6.81,2.46,0.13,179.97,470.09,38.64,24.11,37.67,Dang,direct_overlay,False,0.0,direct_overlay,FMR_050,14.269141531322507,69.21923076923076,3.838035608892386,5.632608695652174,92.42122969837587,37.96546776280564,43.70152817197316,215.15754060324826,23.29539411587545,378.2423018238249,23.97318840579709,117.85
155.0,Dang,Shreegau,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-RWI394dL,28.1081129796803 82.18279100954533 509.0 7.0,28.1081129796803,82.18279100954533,509.0,7.0,21167.0,13383.0,7000.0,320.0,17.3,6.578,,,,28.1081129796803,82.18279100954533,28.1081129796803,82.18279100954533,6.81,2.46,0.13,179.49,471.66,38.5,24.14,37.76,Dang,direct_overlay,False,0.0,direct_overlay,FMR_050,14.269141531322507,69.03461538461539,3.850853826480425,5.632608695652174,92.42122969837587,37.87316007049795,43.84748192387174,215.15754060324826,24.35231719279844,377.8890937442304,12.12040133779264,84.33333333333333
169.0,Dang,Shreegau,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-JJT981pE,28.108062730170786 82.18287424184382 502.0 9.0,28.108062730170783,82.18287424184382,502.0,9.0,25067.0,15650.0,7883.0,330.0,16.7,7.462,,,,28.108062730170783,82.18287424184382,28.108062730170783,82.18287424184382,6.81,2.47,0.13,178.57,474.88,38.18,24.21,37.96,Dang,direct_overlay,False,0.0,direct_overlay,FMR_050,14.327146171693737,68.68076923076923,3.8771434192406056,5.632608695652174,92.79692575406033,37.709878669908974,43.99209432417888,214.40614849187935,26.221889229542246,377.5391317354871,15.244927536231877,62.18333333333333
183.0,Dang,Shreegau,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-HLN680rG,28.10809080954641 82.18297063373029 502.0 9.0,28.10809080954641,82.18297063373029,502.0,9.0,22367.0,17550.0,8150.0,325.0,17.2,7.668,,,,28.10809080954641,82.18297063373029,28.10809080954641,82.18297063373029,6.81,2.48,0.14,176.98,479.42,37.88,24.28,38.2,Dang,direct_overlay,False,0.0,direct_overlay,FMR_050,14.385150812064966,68.06923076923076,3.9142101121385,5.632608695652174,93.17262180974477,37.41775111547385,44.25755205806521,213.65475638051046,29.566749727824437,376.8967240194822,16.96159420289855,63.9
197.0,Dang,Shreegau,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-RXH932fW,28.107989304699004 82.18300181441009 505.0 7.0,28.107989304699004,82.18300181441009,505.0,7.0,22200.0,17883.0,8550.0,311.0,17.4,8.025,,,,28.107989304699004,82.18300181441009,28.107989304699004,82.18300181441009,6.81,2.48,0.14,178.04,477.63,37.87,24.28,38.14,Dang,direct_overlay,False,0.0,direct_overlay,FMR_050,14.385150812064966,68.47692307692307,3.8995957111941757,5.632608695652174,93.17262180974477,37.621597269320006,44.09230860100472,213.65475638051046,27.232711266285936,377.29661318556856,19.93659420289855,66.875
211.0,Dang,Shreegau,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-PSP905hY,28.108028448186815 82.18311413191259 494.0 7.0,28.10802844818681,82.18311413191259,494.0,7.0,21933.0,11717.0,6767.0,312.0,17.3,6.359,,,,28.10802844818681,82.18311413191259,28.10802844818681,82.18311413191259,6.8,2.47,0.14,178.95,477.05,38.24,24.07,38.05,Dang,direct_overlay,False,0.0,direct_overlay,FMR_050,14.327146171693737,68.82692307692307,3.8948603187094237,5.632608695652174,92.55336426914154,37.82332232732465,44.4546172679865,214.89327146171692,24.922959352132796,376.4198262114727,12.106521739130427,105.98333333333333
225.0,Dang,Shreegau,B5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-BJO345iS,28.10786177404225 82.18312745913863 507.0 7.0,28.10786177404225,82.18312745913863,507.0,7.0,21333.0,16400.0,7817.0,310.0,17.3,7.346,,,,28.10786177404225,82.18312745913863,28.10786177404225,82.18312745913863,6.81,2.48,0.13,180.03,473.06,38.18,24.09,37.97,Dang,direct_overlay,False,0.0,direct_overlay,FMR_050,14.385150812064966,69.24230769230769,3.8622840842022423,5.632608695652174,93.17262180974477,38.004289577012315,43.67043005420785,213.65475638051046,22.85088434320899,378.317559268817,21.966555183946486,94.17948717948718
103.0,Dang,Shreegau,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-AGA843yG,28.111599013209343 82.18974279239774 527.0 8.0,28.111599013209343,82.18974279239774,527.0,8.0,24000.0,20400.0,10650.0,325.0,17.0,10.045,,,,28.111599013209343,82.18974279239774,28.111599013209343,82.18974279239774,6.82,2.45,0.14,206.9,494.92,41.57,22.77,37.49,Dang,direct_overlay,False,0.0,direct_overlay,FMR_115,14.211136890951277,79.57692307692308,4.040759394058626,5.632608695652174,92.2871229698376,43.09013497233625,45.899020504352784,215.4257540603248,0.0,372.9243703794662,36.76992753623188,83.70833333333333
117.0,Dang,Shreegau,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-OHT852pM,28.111616699025035 82.18963835388422 521.0 8.0,28.111616699025035,82.18963835388422,521.0,8.0,24667.0,17100.0,8717.0,320.0,17.0,8.221,,,,28.111616699025035,82.18963835388422,28.111616699025035,82.18963835388422,6.82,2.45,0.14,207.69,493.89,41.6,22.98,37.42,Dang,direct_overlay,False,0.0,direct_overlay,FMR_115,14.211136890951277,79.88076923076923,4.032349990163289,5.632608695652174,92.2871229698376,43.24205804925933,45.80349801360786,215.4257540603248,0.0,373.155534807069,21.56992753623188,68.50833333333334
131.0,Dang,Shreegau,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-PDP580lR,28.111658105626702 82.1895098593086 530.0 8.0,28.111658105626702,82.1895098593086,530.0,8.0,23000.0,18783.0,9983.0,322.0,17.0,9.416,,,,28.111658105626702,82.1895098593086,28.111658105626702,82.1895098593086,6.82,2.46,0.14,208.57,492.14,41.68,23.19,37.32,Dang,direct_overlay,False,0.0,direct_overlay,FMR_115,14.269141531322507,80.21923076923076,4.018062168011016,5.632608695652174,92.66380510440837,43.42476503658754,45.48066991735837,214.67238979118326,0.0,373.93677879999274,31.528260869565216,78.46666666666667
145.0,Dang,Shreegau,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-KRJ478cM,28.111794143915176 82.18948588706553 514.0 7.0,28.111794143915176,82.18948588706553,514.0,7.0,21667.0,16667.0,9100.0,315.0,17.2,8.562,,,,28.111794143915176,82.18948588706553,28.111794143915176,82.18948588706553,6.84,2.46,0.14,208.07,488.25,41.92,23.09,37.23,Dang,direct_overlay,False,0.0,direct_overlay,FMR_115,14.269141531322507,80.02692307692307,3.9863023804839655,5.632608695652174,93.14895591647333,43.24570747813671,44.584022215742635,213.70208816705335,0.0,376.1066662379028,48.82318840579708,142.7
159.0,Dang,Shreegau,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-LIN945mS,28.111752863042057 82.18939930200577 528.0 9.0,28.111752863042057,82.18939930200577,528.0,9.0,17000.0,18217.0,8817.0,322.0,16.8,8.336,,,,28.111752863042057,82.18939930200577,28.111752863042057,82.18939930200577,6.83,2.46,0.14,207.8,487.21,41.8,23.19,37.2,Dang,direct_overlay,False,0.0,direct_overlay,FMR_115,14.269141531322507,79.92307692307692,3.9778113318906145,5.632608695652174,92.90638051044084,43.235485967338924,44.757062097153444,214.18723897911832,0.0,375.6879097248887,34.65886287625418,106.87179487179488
173.0,Dang,Shreegau,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-BVR382cM,28.111741631291807 82.18972804024816 543.0 58.0,28.111741631291807,82.18972804024816,543.0,58.0,17367.0,13483.0,7317.0,325.0,16.2,6.967,,,,28.111741631291807,82.18972804024816,28.111741631291807,82.18972804024816,6.83,2.46,0.14,206.27,490.27,41.71,22.75,37.46,Dang,direct_overlay,False,0.0,direct_overlay,FMR_115,14.269141531322507,79.33461538461539,4.002794609482589,5.632608695652174,92.90638051044084,42.94125519810816,45.038165953842125,214.18723897911832,0.0,375.0076383917021,11.119927536231877,58.05833333333333
187.0,Dang,Shreegau,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-OQX527sJ,28.11190713196993 82.18970884568989 517.0 7.0,28.11190713196993,82.18970884568989,517.0,7.0,15767.0,14467.0,1717.0,318.0,16.4,6.761,,,,28.11190713196993,82.18970884568989,28.11190713196993,82.18970884568989,6.84,2.46,0.14,205.57,485.07,41.85,22.7,37.41,Dang,direct_overlay,False,0.0,direct_overlay,FMR_115,14.269141531322507,79.06538461538462,3.9603393665158366,5.632608695652174,93.14895591647333,42.76493824736748,44.29364394509018,213.70208816705335,0.0,376.8093816528817,9.403260869565214,56.34166666666667
201.0,Dang,Shreegau,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-PSB411nH,28.11188445892185 82.1896494179964 520.0 7.0,28.11188445892185,82.1896494179964,520.0,7.0,19667.0,14183.0,7267.0,313.0,17.1,6.846,,,,28.11188445892185,82.1896494179964,28.11188445892185,82.1896494179964,6.84,2.46,0.14,206.19,485.7,41.93,22.79,37.35,Dang,direct_overlay,False,0.0,direct_overlay,FMR_115,14.269141531322507,79.30384615384615,3.9654829824906543,5.632608695652174,93.14895591647333,42.88416901659825,44.35117171569113,213.70208816705335,0.0,376.6701644480275,10.111594202898548,57.05
215.0,Dang,Shreegau,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-GTI287dI,28.11193181667477 82.18958294950426 510.0 9.0,28.11193181667477,82.18958294950426,510.0,9.0,16467.0,15767.0,6967.0,320.0,17.0,6.571,,,,28.11193181667477,82.18958294950426,28.11193181667477,82.18958294950426,6.85,2.46,0.14,206.43,484.5,41.94,22.82,37.28,Dang,direct_overlay,False,0.0,direct_overlay,FMR_115,14.269141531322507,79.39615384615385,3.9556856187290963,5.632608695652174,93.3915313225058,42.88812187667322,43.975079377195485,213.2169373549884,0.0,377.580307907187,15.639855072463755,109.51666666666667
229.0,Dang,Shreegau,B5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-LMM364sE,28.11197309754789 82.18953676521778 525.0 9.0,28.11197309754789,82.18953676521778,525.0,9.0,18333.0,12933.0,7233.0,311.0,17.3,6.798,,,,28.11197309754789,82.18953676521778,28.11197309754789,82.18953676521778,6.85,2.46,0.14,206.44,483.51,41.92,22.82,37.23,Dang,direct_overlay,False,0.0,direct_overlay,FMR_115,14.269141531322507,79.39999999999999,3.947602793625811,5.632608695652174,93.3915313225058,42.89004495359629,43.88522317784889,213.2169373549884,0.0,377.79775990960565,14.940914158305459,87.15384615384616
102.0,Dang,,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-VDX386rE,28.21758239530027 82.38460016436875 1438.0 7.0,28.21758239530027,82.38460016436875,1438.0,7.0,33333.0,20667.0,14000.0,300.0,31.1,10.961,,,,28.21758239530027,82.38460016436875,28.21758239530027,82.38460016436875,6.62,3.29,0.15,196.67,541.44,46.39,17.72,33.63,Salyan,direct_overlay,False,0.0,direct_overlay,,19.083526682134572,75.64230769230768,4.420570529215031,5.632608695652174,117.44002320185615,43.21663934499375,43.34079361621821,165.1199535962877,0.0,379.11527944875195,44.403260869565216,91.34166666666667
116.0,Dang,,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-FXM905cL,28.21762681938708 82.38461106084287 1442.0 7.0,28.21762681938708,82.38461106084287,1442.0,7.0,37333.0,20000.0,13667.0,320.0,32.1,10.545,,,,28.21762681938708,82.38461106084287,28.21762681938708,82.38461106084287,6.62,3.29,0.15,196.25,541.39,46.27,17.75,33.66,Salyan,direct_overlay,False,0.0,direct_overlay,,19.083526682134572,75.48076923076923,4.420162305724965,5.632608695652174,117.44002320185615,43.13587011422452,43.33679125274152,165.1199535962877,0.0,379.12496516836546,40.93659420289855,87.875
130.0,Dang,,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-WLG556iS,28.21763054933399 82.38454392179847 1441.0 8.0,28.21763054933399,82.38454392179847,1441.0,8.0,38000.0,20000.0,13333.0,290.0,29.2,10.727,,,,28.21763054933399,82.38454392179847,28.21763054933399,82.38454392179847,6.62,3.28,0.15,195.62,544.8,46.29,17.75,33.68,Salyan,direct_overlay,False,0.0,direct_overlay,,19.02552204176334,75.23846153846154,4.448003147747392,5.632608695652174,117.08306264501161,42.99831661609852,43.72880357385047,165.83387470997678,0.0,378.1762953512818,42.45326086956522,89.39166666666667
144.0,Dang,,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-CHF621sA,28.217670363374054 82.38450846634805 1442.0 6.0,28.21767036337405,82.38450846634805,1442.0,6.0,34000.0,17000.0,12667.0,390.0,30.2,10.047,,,,28.21767036337405,82.38450846634805,28.21767036337405,82.38450846634805,6.62,3.27,0.15,194.91,547.11,46.21,17.78,33.72,Salyan,direct_overlay,False,0.0,direct_overlay,,18.96751740139211,74.96538461538461,4.466863072988392,5.632608695652174,116.72610208816705,42.84537850258789,44.03442801607195,166.5477958236659,0.0,377.43668420110583,73.5731884057971,167.45
158.0,Dang,,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-SBF140uE,28.217680673114955 82.38449103198946 1443.0 7.0,28.217680673114955,82.38449103198946,1443.0,7.0,33667.0,13667.0,13000.0,340.0,26.5,10.858,,,,28.217680673114955,82.38449103198946,28.217680673114955,82.38449103198946,6.63,3.26,0.15,194.67,548.14,46.2,17.78,33.73,Salyan,direct_overlay,False,0.0,direct_overlay,,18.90951276102088,74.87307692307692,4.47527247688373,5.632608695652174,116.69060324825985,42.741460445297164,44.003115264047565,166.6187935034803,0.0,377.5124610610049,66.99219620958752,139.2051282051282
172.0,Dang,,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-UTP848eC,28.21768620517105 82.38448969088495 1440.0 4.0,28.21768620517105,82.38448969088495,1440.0,4.0,34000.0,18333.0,14333.0,340.0,30.0,11.402,,,,28.21768620517105,82.38448969088495,28.21768620517105,82.38448969088495,6.63,3.26,0.15,194.6,548.29,46.18,17.79,33.73,Salyan,direct_overlay,False,0.0,direct_overlay,,18.90951276102088,74.84615384615384,4.476497147353924,5.632608695652174,116.69060324825985,42.72799890683562,44.01515683607223,166.6187935034803,0.0,377.4833204567052,48.078260869565206,95.01666666666667
186.0,Dang,,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-UEG379nC,28.217655150219798 82.3844676464796 1442.0 6.0,28.2176551502198,82.3844676464796,1442.0,6.0,33667.0,16667.0,13333.0,300.0,30.0,10.606,,,,28.2176551502198,82.3844676464796,28.2176551502198,82.3844676464796,6.63,3.26,0.15,194.72,548.98,46.27,17.76,33.71,Salyan,direct_overlay,False,0.0,direct_overlay,,18.90951276102088,74.8923076923077,4.48213063151682,5.632608695652174,116.69060324825985,42.75107582991255,44.07054806738575,166.6187935034803,0.0,377.3492736769265,41.44492753623187,88.38333333333334
200.0,Dang,,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-DJF219pC,28.217664705589414 82.38441048189998 1443.0 7.0,28.217664705589414,82.38441048189998,1443.0,7.0,34333.0,20667.0,14667.0,300.0,31.0,111.5,,,,28.217664705589414,82.38441048189998,28.217664705589414,82.38441048189998,6.63,3.25,0.15,194.17,552.04,46.28,17.77,33.73,Salyan,direct_overlay,False,0.0,direct_overlay,,18.85150812064965,74.68076923076923,4.507113909108793,5.632608695652174,116.33265661252898,42.62903383232197,44.4381747791842,167.33468677494204,0.0,376.4596170343742,882.2282608695652,929.1666666666666
214.0,Dang,,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-BEH146fE,28.217687462456524 82.3843732662499 1444.0 5.0,28.217687462456524,82.3843732662499,1444.0,5.0,36000.0,17667.0,12667.0,320.0,31.0,9.932,,,,28.217687462456524,82.3843732662499,28.217687462456524,82.3843732662499,6.63,3.24,0.15,193.7,554.31,46.24,17.78,33.76,Salyan,direct_overlay,False,0.0,direct_overlay,,18.793503480278424,74.5,4.5256472555577405,5.632608695652174,115.97470997679815,42.52237645011601,44.74406180767751,168.0505800464037,0.0,375.71937042542044,71.65652173913044,165.53333333333333
228.0,Dang,,B5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-JRG537gO,28.217669944278896 82.38431928679347 1440.0 6.0,28.217669944278896,82.38431928679347,1440.0,6.0,36667.0,14667.0,10000.0,340.0,30.0,7.955,,,,28.217669944278896,82.38431928679347,28.217669944278896,82.38431928679347,6.63,3.24,0.15,193.4,556.79,46.31,17.77,33.75,Salyan,direct_overlay,False,0.0,direct_overlay,,18.793503480278424,74.38461538461539,4.54589514066496,5.632608695652174,115.97470997679815,42.46468414242371,44.944248117293135,168.0505800464037,0.0,375.2349195561506,29.77424749163879,101.98717948717949
