S.no,District,VDC,Demo,Organization,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,ZnSO4_kg_ha,FYM_t_ha,N_source,N_methods,N_time,Variety,barcode,latitude,longitude,altitude,precision,Straw_wt_kg_ha,cob_wt_kg_ha,grain_yield_kg_ha,1000_grain_wt_gm,moisture%,Yield_kg_ha,Yield_t_ha,NUE_N,AE_N,PFPN,lat_fixed,lon_fixed,lat_key,lon_key,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,narc_dist,dsm_source,dsm_imputed,dsm_imputation_n_neighbors,dsm_imputation_method,farmer_id,OC,P_Olsen,Exch_K,yield_control_pooled,n_supply,p_supply,k_supply,n_rec_quefts,p_rec_quefts,k_rec_quefts,AE_pooled,NUE
268.0,Doti,Dipayal,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-KLE635tB,29.255880089476705 80.93197141773999 499.0 5.0,29.255880089476705,80.93197141773999,499.0,5.0,8111.0,4444.0,2777.0,298.0,21.5,2.565,,,,29.255880089476705,80.93197141773999,29.255880089476705,80.93197141773999,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_111,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,-27.791666666666664,21.375
273.0,Doti,Dipayal,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-CXV795bK,29.255880089476705 80.93197141773999 499.0 4.5,29.255880089476705,80.93197141773999,499.0,4.5,5333.0,4555.0,2777.0,297.0,27.6,2.366,,,,29.255880089476705,80.93197141773999,29.255880089476705,80.93197141773999,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_111,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,-58.89999999999999,39.43333333333333
278.0,Doti,Dipayal,,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-LJY980yV,29.25589006394148 80.93186597339809 501.0 4.0,29.25589006394148,80.93186597339809,501.0,4.0,8888.0,6666.0,3888.0,300.0,27.3,3.326,,,,29.25589006394148,80.93186597339809,29.25589006394148,80.93186597339809,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_111,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,-32.99999999999999,42.64102564102564
231.0,Doti,Ghanteshwor,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-JNI966yX,29.12981002125889 80.57959344238043 1885.0 3.5,29.12981002125889,80.57959344238043,1885.0,3.5,28078.0,17000.0,9000.0,338.0,22.4,8.216,,,,29.12981002125889,80.57959344238043,29.12981002125889,80.57959344238043,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,Doti,direct_overlay,False,0.0,direct_overlay,FMR_055,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,19.3,68.46666666666667
236.0,Doti,Ghanteshwor,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-YBI656vC,29.129989058710635 80.57948833331466 1875.0 4.0,29.129989058710635,80.57948833331466,1875.0,4.0,23888.0,16444.0,8777.0,342.0,20.8,8.178,,,,29.129989058710635,80.57948833331466,29.129989058710635,80.57948833331466,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,Doti,direct_overlay,False,0.0,direct_overlay,FMR_055,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,18.983333333333345,68.15
241.0,Doti,Ghanteshwor,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-VAY646yI,29.12981580477208 80.57950903661549 1869.0 5.0,29.12981580477208,80.57950903661549,1869.0,5.0,21690.0,14222.0,8888.0,330.0,23.6,7.989,,,,29.12981580477208,80.57950903661549,29.12981580477208,80.57950903661549,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,Doti,direct_overlay,False,0.0,direct_overlay,FMR_055,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,17.40833333333334,66.575
246.0,Doti,Ghanteshwor,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-QNV200hM,29.129920327104628 80.57955572381616 1877.0 4.5,29.129920327104628,80.57955572381616,1877.0,4.5,24808.0,15444.0,8666.0,332.0,24.5,7.698,,,,29.129920327104628,80.57955572381616,29.129920327104628,80.57955572381616,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,Doti,direct_overlay,False,0.0,direct_overlay,FMR_055,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,29.966666666666683,128.3
251.0,Doti,Ghanteshwor,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-YXK216fM,29.130054521374404 80.57947584427893 1874.0 5.0,29.130054521374404,80.57947584427893,1874.0,5.0,22555.0,13666.0,8555.0,330.0,20.5,8.001,,,,29.130054521374404,80.57947584427893,29.130054521374404,80.57947584427893,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,Doti,direct_overlay,False,0.0,direct_overlay,FMR_055,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,26.935897435897434,102.57692307692307
256.0,Doti,Ghanteshwor,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-RXN679dF,29.13013398181647 80.57939864695072 1875.0 4.5,29.13013398181647,80.57939864695072,1875.0,4.5,20555.0,6111.0,3444.0,286.0,20.5,3.221,,,,29.13013398181647,80.57939864695072,29.13013398181647,80.57939864695072,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_055,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,-22.324999999999996,26.841666666666665
261.0,Doti,Ghanteshwor,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-QSK782vO,29.129908047616482 80.57892037555575 1891.0 5.0,29.12990804761648,80.57892037555575,1891.0,5.0,17222.0,5000.0,4000.0,296.0,21.3,3.703,,,,29.12990804761648,80.57892037555575,29.12990804761648,80.57892037555575,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,Doti,direct_overlay,False,0.0,direct_overlay,FMR_055,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,-18.30833333333333,30.858333333333334
266.0,Doti,Ghanteshwor,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-HPU671tZ,29.129865299910307 80.57913654483855 1888.0 5.0,29.129865299910307,80.57913654483855,1888.0,5.0,20111.0,4777.0,4222.0,270.0,21.3,3.703,,,,29.129865299910307,80.57913654483855,29.129865299910307,80.57913654483855,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,Doti,direct_overlay,False,0.0,direct_overlay,FMR_055,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,-18.30833333333333,30.858333333333334
271.0,Doti,Ghanteshwor,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-YKL329lS,29.129811278544366 80.57898122817278 1890.0 4.5,29.129811278544366,80.57898122817278,1890.0,4.5,20111.0,4777.0,4222.0,288.0,21.7,3.889,,,,29.129811278544366,80.57898122817278,29.129811278544366,80.57898122817278,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,Doti,direct_overlay,False,0.0,direct_overlay,FMR_055,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,-33.516666666666666,64.81666666666666
276.0,Doti,Ghanteshwor,B5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-EOA484fH,29.12999718915671 80.57903872802854 1879.0 5.0,29.12999718915671,80.57903872802854,1879.0,5.0,18413.0,4777.0,3555.0,298.0,22.0,3.262,,,,29.12999718915671,80.57903872802854,29.12999718915671,80.57903872802854,6.2,3.16,0.15,101.05,402.8,54.38,15.22,29.01,Doti,direct_overlay,False,0.0,direct_overlay,FMR_055,18.329466357308586,38.86538461538461,3.288648435963014,5.8999999999999995,99.71229698375872,25.71969926824915,40.89359250589732,200.57540603248256,163.50944337854722,385.0375061357285,-33.82051282051282,41.82051282051282
235.0,Doti,Ghanteshwor,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-JNJ574mF,29.125324278138578 80.57615367695689 1738.0 4.0,29.12532427813857,80.57615367695689,1738.0,4.0,33680.0,20666.0,11000.0,327.0,24.0,9.835,,,,29.12532427813857,80.57615367695689,29.12532427813857,80.57615367695689,6.4,3.35,0.16,113.09,398.62,55.69,14.97,30.88,Doti,direct_overlay,False,0.0,direct_overlay,FMR_114,19.43155452436195,43.496153846153845,3.254520952193586,5.8999999999999995,112.31438515081207,28.00503747992147,35.06955073314379,175.37122969837586,137.34232085489919,399.131687225792,32.79166666666668,81.95833333333333
240.0,Doti,Ghanteshwor,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-MXL450qO,29.125242428854108 80.57594706304371 1740.0 4.5,29.125242428854108,80.57594706304371,1740.0,4.5,19555.0,15000.0,9633.0,325.0,28.0,8.16,,,,29.125242428854108,80.57594706304371,29.125242428854108,80.57594706304371,6.4,3.35,0.16,113.09,398.62,55.69,14.97,30.88,Doti,direct_overlay,False,0.0,direct_overlay,FMR_114,19.43155452436195,43.496153846153845,3.254520952193586,5.8999999999999995,112.31438515081207,28.00503747992147,35.06955073314379,175.37122969837586,137.34232085489919,399.131687225792,18.833333333333336,68.0
245.0,Doti,Ghanteshwor,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-FWZ339zI,29.125223318114877 80.5759166367352 1738.0 5.0,29.12522331811488,80.5759166367352,1738.0,5.0,24666.0,12666.0,7393.0,328.0,21.8,6.801,,,,29.12522331811488,80.5759166367352,29.12522331811488,80.5759166367352,6.4,3.35375,0.16,104.8375,392.1975,56.1275,15.13,30.305,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_114,19.45330626450116,40.32211538461539,3.2020846448947466,5.8999999999999995,112.4401102088167,26.425022309477065,34.46989005441862,175.1197795823666,155.4334945564876,400.58286606830694,7.508333333333339,56.675
250.0,Doti,Ghanteshwor,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-XYJ739qH,29.125424399971962 80.57614755816758 1738.0 4.0,29.12542439997196,80.57614755816758,1738.0,4.0,28088.0,15333.0,9633.0,330.0,23.6,8.658,,,,29.12542439997196,80.57614755816758,29.12542439997196,80.57614755816758,6.4,3.35,0.16,113.09,398.62,55.69,14.97,30.88,Doti,direct_overlay,False,0.0,direct_overlay,FMR_114,19.43155452436195,43.496153846153845,3.254520952193586,5.8999999999999995,112.31438515081207,28.00503747992147,35.06955073314379,175.37122969837586,137.34232085489919,399.131687225792,45.96666666666667,144.3
255.0,Doti,Ghanteshwor,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-BSK643fN,29.12528731394559 80.57605879381299 1737.0 4.0,29.12528731394559,80.57605879381299,1737.0,4.0,31433.0,16888.0,10386.0,329.0,23.6,92.999,,,,29.12528731394559,80.57605879381299,29.12528731394559,80.57605879381299,6.4,3.35,0.16,113.09,398.62,55.69,14.97,30.88,Doti,direct_overlay,False,0.0,direct_overlay,FMR_114,19.43155452436195,43.496153846153845,3.254520952193586,5.8999999999999995,112.31438515081207,28.00503747992147,35.06955073314379,175.37122969837586,137.34232085489919,399.131687225792,1116.653846153846,1192.2948717948718
260.0,Doti,Ghanteshwor,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-SSD402kX,29.125336641445756 80.57594899088144 1738.0 3.5,29.12533664144576,80.57594899088144,1738.0,3.5,17666.0,8531.0,3444.0,292.0,22.9,3.124,,,,29.12533664144576,80.57594899088144,29.12533664144576,80.57594899088144,6.4,3.35,0.16,113.09,398.62,55.69,14.97,30.88,Doti,direct_overlay,False,0.0,direct_overlay,FMR_114,19.43155452436195,43.496153846153845,3.254520952193586,5.8999999999999995,112.31438515081207,28.00503747992147,35.06955073314379,175.37122969837586,137.34232085489919,399.131687225792,-23.13333333333333,26.033333333333335
265.0,Doti,Ghanteshwor,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-JJH854tE,29.12530231755227 80.57588947936893 1733.0 4.5,29.12530231755227,80.57588947936893,1733.0,4.5,16502.0,9242.0,3974.0,296.0,22.8,3.609,,,,29.12530231755227,80.57588947936893,29.12530231755227,80.57588947936893,6.4,3.35375,0.16,104.8375,392.1975,56.1275,15.13,30.305,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_114,19.45330626450116,40.32211538461539,3.2020846448947466,5.8999999999999995,112.4401102088167,26.425022309477065,34.46989005441862,175.1197795823666,155.4334945564876,400.58286606830694,-19.09166666666666,30.075
270.0,Doti,Ghanteshwor,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-EWY142xR,29.12524674553424 80.57577959261835 1734.0 4.0,29.12524674553424,80.57577959261835,1734.0,4.0,15788.0,9921.0,2445.0,276.0,21.2,2.272,,,,29.12524674553424,80.57577959261835,29.12524674553424,80.57577959261835,6.4,3.35375,0.16,104.8375,392.1975,56.1275,15.13,30.305,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_114,19.45330626450116,40.32211538461539,3.2020846448947466,5.8999999999999995,112.4401102088167,26.425022309477065,34.46989005441862,175.1197795823666,155.4334945564876,400.58286606830694,-30.23333333333333,18.933333333333334
275.0,Doti,Ghanteshwor,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-XLH966aP,29.12528752349317 80.57584497146308 1734.0 5.0,29.12528752349317,80.57584497146308,1734.0,5.0,15444.0,10977.0,2556.0,291.0,21.7,2.364,,,,29.12528752349317,80.57584497146308,29.12528752349317,80.57584497146308,6.4,3.35375,0.16,104.8375,392.1975,56.1275,15.13,30.305,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_114,19.45330626450116,40.32211538461539,3.2020846448947466,5.8999999999999995,112.4401102088167,26.425022309477065,34.46989005441862,175.1197795823666,155.4334945564876,400.58286606830694,-58.93333333333332,39.4
280.0,Doti,Ghanteshwor,,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-OUA209mI,29.12536220625043 80.57589836418629 1734.0 3.5,29.12536220625043,80.57589836418629,1734.0,3.5,17666.0,10322.0,2777.0,266.0,25.0,2.45,,,,29.12536220625043,80.57589836418629,29.12536220625043,80.57589836418629,6.4,3.35375,0.16,104.8375,392.1975,56.1275,15.13,30.305,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_114,19.45330626450116,40.32211538461539,3.2020846448947466,5.8999999999999995,112.4401102088167,26.425022309477065,34.46989005441862,175.1197795823666,155.4334945564876,400.58286606830694,-44.23076923076922,31.41025641025641
234.0,Doti,Ghanteshwor,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-TAY951gV,29.126308523118496 80.57519964873791 1747.0 4.5,29.126308523118496,80.57519964873791,1747.0,4.5,40303.0,18444.0,7777.77,335.0,23.0,7.04575,,,,29.126308523118496,80.57519964873791,29.126308523118496,80.57519964873791,6.4,3.37,0.16,91.61,381.05,56.9,15.35,29.17,Doti,direct_overlay,False,0.0,direct_overlay,FMR_149,19.54756380510441,35.23461538461538,3.111071217784773,5.8999999999999995,112.9849187935035,23.91162323755131,33.345142509526866,174.030162412993,184.2119139300375,403.304755126945,9.547916666666671,58.71458333333333
239.0,Doti,Ghanteshwor,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-RRI571pQ,29.126279773190618 80.57517810724676 1745.0 4.5,29.126279773190618,80.57517810724676,1745.0,4.5,43078.88,26666.66,7888.88,335.0,21.0,7.332020000000001,,,,29.126279773190618,80.57517810724676,29.126279773190618,80.57517810724676,6.4,3.37,0.16,91.44,380.75,56.89,15.37,29.18,Doti,direct_overlay,False,0.0,direct_overlay,FMR_149,19.54756380510441,35.169230769230765,3.1086218768443827,5.8999999999999995,112.9849187935035,23.878930929859003,33.318889937022306,174.030162412993,184.58624085311442,403.368286352406,11.933500000000011,61.100166666666674
244.0,Doti,Ghanteshwor,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-JOF633aS,29.12621175404638 80.5752432346344 1738.0 4.5,29.12621175404638,80.5752432346344,1738.0,4.5,32000.0,16222.22,8888.88,7843.13,25.0,7.843,,,,29.12621175404638,80.5752432346344,29.12621175404638,80.5752432346344,6.4,3.36,0.16,91.02,381.65,56.85,15.4,29.37,Doti,direct_overlay,False,0.0,direct_overlay,FMR_149,19.48955916473318,35.0076923076923,3.1159698996655516,5.8999999999999995,112.64965197215778,23.77948420489023,33.48687195662893,174.70069605568443,185.72490585400683,402.961769864958,16.19166666666667,65.35833333333333
249.0,Doti,Ghanteshwor,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-KIS293lN,29.126170347444713 80.57527751661837 1741.0 5.0,29.12617034744472,80.57527751661837,1741.0,5.0,32222.22,14444.44,8666.66,334.0,21.5,8.00392,,,,29.12617034744472,80.57527751661837,29.12617034744472,80.57527751661837,6.4,3.35,0.16,90.79,382.08,56.83,15.42,29.49,Doti,direct_overlay,False,0.0,direct_overlay,FMR_149,19.43155452436195,34.91923076923077,3.11948062168011,5.8999999999999995,112.31438515081207,23.716575941459933,33.614404556017206,175.37122969837586,186.44520547028375,402.6531409744384,35.065333333333356,133.39866666666668
254.0,Doti,Ghanteshwor,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-CVW417iN,29.126170347444713 80.57527751661837 1741.0 5.0,29.12617034744472,80.57527751661837,1741.0,5.0,30000.0,14222.22,8444.44,362.0,22.8,7.66954,,,,29.12617034744472,80.57527751661837,29.12617034744472,80.57527751661837,6.4,3.35,0.16,90.79,382.08,56.83,15.42,29.49,Doti,direct_overlay,False,0.0,direct_overlay,FMR_149,19.43155452436195,34.91923076923077,3.11948062168011,5.8999999999999995,112.31438515081207,23.716575941459933,33.614404556017206,175.37122969837586,186.44520547028375,402.6531409744384,22.68641025641026,98.32743589743589
259.0,Doti,Ghanteshwor,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-IWZ894gT,29.12563780322671 80.57583508081734 1722.0 5.0,29.12563780322671,80.57583508081734,1722.0,5.0,18666.0,9888.0,4444.0,286.0,23.9,3.979,,,,29.12563780322671,80.57583508081734,29.12563780322671,80.57583508081734,6.4,3.35375,0.16,104.8375,392.1975,56.1275,15.13,30.305,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_149,19.45330626450116,40.32211538461539,3.2020846448947466,5.8999999999999995,112.4401102088167,26.425022309477065,34.46989005441862,175.1197795823666,155.4334945564876,400.58286606830694,-16.00833333333333,33.15833333333333
264.0,Doti,Ghanteshwor,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-AVT765tW,29.125577956438065 80.57577339001 1729.0 5.0,29.125577956438065,80.57577339001,1729.0,5.0,17222.0,8333.0,4333.0,288.0,26.1,3.767,,,,29.125577956438065,80.57577339001,29.125577956438065,80.57577339001,6.4,3.35375,0.16,104.8375,392.1975,56.1275,15.13,30.305,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_149,19.45330626450116,40.32211538461539,3.2020846448947466,5.8999999999999995,112.4401102088167,26.425022309477065,34.46989005441862,175.1197795823666,155.4334945564876,400.58286606830694,-17.774999999999995,31.391666666666666
269.0,Doti,Ghanteshwor,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-CAN661dJ,29.125590613111854 80.57575084269047 1731.0 4.5,29.125590613111854,80.57575084269047,1731.0,4.5,13555.0,4222.0,3000.0,298.0,28.3,2.53,,,,29.125590613111854,80.57575084269047,29.125590613111854,80.57575084269047,6.4,3.35375,0.16,104.8375,392.1975,56.1275,15.13,30.305,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_149,19.45330626450116,40.32211538461539,3.2020846448947466,5.8999999999999995,112.4401102088167,26.425022309477065,34.46989005441862,175.1197795823666,155.4334945564876,400.58286606830694,-28.08333333333333,21.083333333333332
274.0,Doti,Ghanteshwor,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-GXD704rO,29.12559509743005 80.57570063509047 1735.0 4.5,29.12559509743005,80.57570063509047,1735.0,4.5,12466.0,4333.0,3222.0,275.0,22.7,2.93,,,,29.12559509743005,80.57570063509047,29.12559509743005,80.57570063509047,6.4,3.35375,0.16,104.8375,392.1975,56.1275,15.13,30.305,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_149,19.45330626450116,40.32211538461539,3.2020846448947466,5.8999999999999995,112.4401102088167,26.425022309477065,34.46989005441862,175.1197795823666,155.4334945564876,400.58286606830694,-49.499999999999986,48.833333333333336
279.0,Doti,Ghanteshwor,,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-JZL572sJ,29.125589397735894 80.57566761039197 1736.0 4.0,29.125589397735894,80.57566761039197,1736.0,4.0,13222.0,5444.0,3333.0,290.0,24.0,2.98,,,,29.125589397735894,80.57566761039197,29.125589397735894,80.57566761039197,6.4,3.35375,0.16,104.8375,392.1975,56.1275,15.13,30.305,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_149,19.45330626450116,40.32211538461539,3.2020846448947466,5.8999999999999995,112.4401102088167,26.425022309477065,34.46989005441862,175.1197795823666,155.4334945564876,400.58286606830694,-37.43589743589743,38.205128205128204
291.0,Kavre,Bhakundebesi,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-SHN388lA,27.562420489266515 85.64945865422487 1131.0 5.0,27.562420489266515,85.64945865422487,1131.0,5.0,19816.67,7833.33,6000.0,450.0,22.0,5.441859999999999,,,,27.562420489266515,85.64945865422487,27.562420489266515,85.64945865422487,5.98,3.02125,0.1675,76.35624999999999,314.645,39.32875,13.08625,46.53750000000001,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_009,17.524651972157773,29.367788461538456,2.5689096006295493,5.866666666666666,88.77988689095129,20.816295695386398,36.42574926521719,222.44022621809742,219.65341428782574,395.84968677817443,-3.5400555555555586,45.34883333333333
292.0,Kavre,Bhakundebesi,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-IAL631jJ,27.562375143170357 85.64941506832838 1131.0 5.0,27.56237514317036,85.64941506832838,1131.0,5.0,23750.0,7000.0,5333.33,445.0,20.4,4.936434,,,,27.56237514317036,85.64941506832838,27.56237514317036,85.64941506832838,5.99,3.04,0.17,74.57,316.04,39.25,13.09,46.27,Kabhrepalanchok,direct_overlay,False,0.0,direct_overlay,FMR_009,17.633410672853827,28.680769230769226,2.5802990360023603,5.866666666666666,89.63062645011601,20.51176976619668,36.24244741804352,220.73874709976798,223.14023617704802,396.2932772483347,-7.751938888888884,41.13695
293.0,Kavre,Bhakundebesi,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-JHH786tI,27.5622373027727 85.64963425509632 1123.0 5.0,27.5622373027727,85.64963425509632,1123.0,5.0,20625.0,7725.0,6187.5,450.0,20.9,5.69106,,,,27.5622373027727,85.64963425509632,27.5622373027727,85.64963425509632,5.99,3.04,0.17,74.57,316.04,39.25,13.09,46.27,Kabhrepalanchok,direct_overlay,False,0.0,direct_overlay,FMR_009,17.633410672853827,28.680769230769226,2.5802990360023603,5.866666666666666,89.63062645011601,20.51176976619668,36.24244741804352,220.73874709976798,223.14023617704802,396.2932772483347,-1.4633888888888835,47.42550000000001
294.0,Kavre,Bhakundebesi,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-RSJ962cD,27.561757271178067 85.64877117052674 1364.0 4.5,27.561757271178067,85.64877117052674,1364.0,4.5,22408.33,9062.5,6833.33,456.0,18.1,6.507558,,,,27.561757271178067,85.64877117052674,27.561757271178067,85.64877117052674,5.96,2.78,0.15,85.5,299.3,39.68,13.05,47.85,Kabhrepalanchok,direct_overlay,False,0.0,direct_overlay,FMR_009,16.125290023201856,32.88461538461539,2.443625811528625,5.866666666666666,81.14245939675175,22.081644119221846,37.58795729819934,237.7150812064965,205.16517483490986,393.03714333835757,10.681522222222236,108.4593
295.0,Kavre,Bhakundebesi,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-SHN388lA,27.562298448756337 85.64976744353771 1132.0 4.5,27.562298448756337,85.64976744353771,1132.0,4.5,22633.33,10137.5,7812.5,450.0,21.0,7.176599,,,,27.562298448756337,85.64976744353771,27.562298448756337,85.64976744353771,5.99,3.04,0.17,74.57,316.04,39.25,13.09,46.27,Kabhrepalanchok,direct_overlay,False,0.0,direct_overlay,FMR_009,17.633410672853827,28.680769230769226,2.5802990360023603,5.866666666666666,89.63062645011601,20.51176976619668,36.24244741804352,220.73874709976798,223.14023617704802,396.2932772483347,16.79400427350428,92.00767948717949
296.0,Kavre,Bhakundebesi,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-NFZ273gB,27.562168738804758 85.6495797727257 1134.0 4.5,27.56216873880476,85.6495797727257,1134.0,4.5,22983.0,7425.0,5500.0,401.0,15.8,5.3848840000000004,,,,27.56216873880476,85.6495797727257,27.56216873880476,85.6495797727257,5.99,3.04,0.17,74.57,316.04,39.25,13.09,46.27,Kabhrepalanchok,direct_overlay,False,0.0,direct_overlay,FMR_009,17.633410672853827,28.680769230769226,2.5802990360023603,5.866666666666666,89.63062645011601,20.51176976619668,36.24244741804352,220.73874709976798,223.14023617704802,396.2932772483347,-4.014855555555548,44.87403333333334
