S.no,District,VDC,treatment,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,FYM_t_ha,N_source,N_methods,N_time,barcode,latitude,longitude,altitude,precision,Straw_wt_kg_ha,cob_wt_kg_ha,grain_yield_kg_ha,1000_grain_wt_gm,moisture%,Yield_kg_ha,Yield_t_ha,NUE_N,AE_N,lat,lon,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,narc_dist,dsm_source,dsm_imputed,dsm_imputation_n_neighbors,dsm_imputation_method,farmer_id,OC,P_Olsen,Exch_K,yield_control,n_supply,p_supply,k_supply,n_rec_quefts,p_rec_quefts,k_rec_quefts,uptake_N_trial,uptake_P_trial,uptake_K_trial,yield_trial_pred,AE_trial,NUE_trial
1,Surkhet,Kunathari,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-YGN611aS,28.71722115,81.51127924,501.0,5.0,31970,18143,9936,461,23.0,8672.0,8.7,72,22.7,28.71722115,81.51127924,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_133,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,13.566666666666661,72.5
2,Surkhet,Kunathari,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-ACF873wB,28.71299098,81.50798235,484.0,5.0,31970,18203,9473,495,19.0,8752.0,8.8,73,13.7,28.71299098,81.50798235,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_118,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,14.400000000000006,73.33333333333333
3,Surkhet,Kunathari,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-SHG136qQ,28.70885508,81.5123433,498.0,5.0,27000,14467,9800,495,20.0,7931.0,7.9,66,15.2,28.70885508,81.5123433,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_008,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,6.900000000000003,65.83333333333333
4,Surkhet,Kunathari,2,120,60,40,,PCU,basal ,planting time,T2-DUH576mT,28.71713224,81.51132247,508.0,5.0,31970,18143,9936,461,23.0,8672.0,8.7,72,22.7,28.71713224,81.51132247,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_133,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,13.566666666666661,72.5
5,Surkhet,Kunathari,2,120,60,40,,PCU,basal ,planting time,T2-GIS558zS,28.71299711,81.50797833,483.0,5.0,31970,18203,9473,495,19.0,8752.0,8.8,73,13.7,28.71299711,81.50797833,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_118,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,14.400000000000006,73.33333333333333
6,Surkhet,Kunathari,2,120,60,40,,PCU,basal ,planting time,T2-CBO538aD,28.70883261,81.51232295,496.0,5.0,27000,14467,9800,495,20.0,7931.0,7.9,66,15.2,28.70883261,81.51232295,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_008,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,6.900000000000003,65.83333333333333
7,Surkhet,Kunathari,3,60,60,40,,PCU,basal ,planting time,T3-DUH576mT,28.7171583,81.51130287,502.0,5.0,30800,16537,9700,431,24.0,8432.0,8.4,141,41.4,28.7171583,81.51130287,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_133,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,169.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,22.133333333333336,140.0
8,Surkhet,Kunathari,3,60,60,40,,PCU,basal ,planting time,T3-XUF755iV,28.71301296,81.50796627,484.0,5.0,32700,15210,9817,456,20.0,8935.0,8.9,149,30.5,28.71301296,81.50796627,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_118,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,169.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,30.466666666666672,148.33333333333334
9,Surkhet,Kunathari,3,60,60,40,,PCU,basal ,planting time,T3-WTF750gB,28.70878642,81.51226419,494.0,5.0,23733,14367,9740,426,20.0,8821.0,8.8,147,45.3,28.70878642,81.51226419,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_008,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,169.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,28.80000000000001,146.66666666666666
10,Surkhet,Kunathari,4,78,60,40,,UDP,basal ,planting time,T4-FGG703gM,28.71712973,81.51132317,502.0,5.0,31743,16140,9513,421,24.0,8270.0,8.3,106,29.7,28.71712973,81.51132317,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_133,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,178.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,15.743589743589752,106.41025641025641
11,Surkhet,Kunathari,4,78,60,40,,UDP,basal ,planting time,T4-SFP276pS,28.71302066,81.50793093,480.0,5.0,30333,14880,8477,496,19.0,7802.0,7.8,100,8.9,28.71302066,81.50793093,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_118,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,178.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,9.33333333333333,100.0
12,Surkhet,Kunathari,4,78,60,40,,UDP,basal ,planting time,T4-OKD176eA,28.70869458,81.51227325,491.0,5.0,27000,14700,9470,402,19.0,8714.0,8.7,112,33.5,28.70869458,81.51227325,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_008,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,178.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,20.87179487179486,111.53846153846153
13,Surkhet,Kunathari,5,60,60,40,6.0,Urea,top dressed ,knee ht+shoulder ht,T5-FBQ201kQ,28.71710817,81.5112749,498.0,4.0,29833,16303,9800,418,20.0,8920.0,8.9,149,49.5,28.71710817,81.5112749,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_133,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,169.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,30.466666666666672,148.33333333333334
14,Surkhet,Kunathari,5,60,60,40,6.0,Urea,top dressed ,knee ht+shoulder ht,T5-MXD527uA,28.71310941,81.5079499,484.0,5.0,28540,1573,9807,492,20.0,8904.0,8.9,148,30.0,28.71310941,81.5079499,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_118,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,169.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,30.466666666666672,148.33333333333334
15,Surkhet,Kunathari,5,60,60,40,6.0,Urea,top dressed ,knee ht+shoulder ht,T5-CDY830lG,28.70872008,81.51225606,489.0,5.0,28933,14470,8040,403,21.0,7263.0,7.3,121,19.4,28.70872008,81.51225606,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_008,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,169.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,3.7999999999999963,121.66666666666667
16,Surkhet,Kunathari,6,120,0,40,,Urea,top dressed ,knee ht+shoulder ht,T6-SBJ919nW,28.71710856,81.51125876,496.0,5.0,33013,17683,9670,466,23.0,8505.0,8.5,71,21.3,28.71710856,81.51125876,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_133,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,54.536454087096196,53.50846240881607,2.140338496352643,11.9,70.83333333333333
17,Surkhet,Kunathari,6,120,0,40,,Urea,top dressed ,knee ht+shoulder ht,T6-SHJ587wI,28.71317402,81.50794605,486.0,5.0,32100,16837,9203,449,18.0,8555.0,8.6,71,12.1,28.71317402,81.50794605,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_118,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,54.536454087096196,53.50846240881607,2.140338496352643,12.733333333333329,71.66666666666667
18,Surkhet,Kunathari,6,120,0,40,,Urea,top dressed ,knee ht+shoulder ht,T6-SOO305lI,28.7087155,81.51220975,493.0,5.0,31267,16500,8167,440,19.0,7517.0,7.5,63,11.8,28.7087155,81.51220975,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_008,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,54.536454087096196,53.50846240881607,2.140338496352643,3.566666666666666,62.5
19,Surkhet,Kunathari,7,0,60,40,,,,,T7-UCJ413lO,28.71710327,81.51120466,493.0,5.0,26803,13493,8900,396,22.0,7868.0,7.9,0,0.0,28.71710327,81.51120466,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_133,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,139.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,828.0000000000003,7900.0
20,Surkhet,Kunathari,7,0,60,40,,,,,T7-VOQ322mG,28.71306882,81.50799825,478.0,5.0,26503,14583,8470,432,19.0,7825.0,7.8,0,0.0,28.71306882,81.50799825,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_118,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,139.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,727.9999999999998,7800.0
21,Surkhet,Kunathari,7,0,60,40,,,,,T7-HWC831qC,28.70865621,81.51219817,488.0,5.0,27133,14167,8967,405,21.0,8019.0,8.0,0,0.0,28.70865621,81.51219817,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_008,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,139.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,927.9999999999999,8000.0
22,Surkhet,Kunathari,8,0,0,0,,,,,T8-QGV243rG,28.71708589,81.51117943,490.0,5.0,18933,18383,6837,439,23.0,5951.0,6.0,0,0.0,28.71708589,81.51117943,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_133,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,139.03317865429233,54.536454087096196,36.979536788981356,1.4791814715592544,-1072.0,6000.0
23,Surkhet,Kunathari,8,0,0,0,,,,,T8-KIP416wG,28.71305566,81.50806219,483.0,5.0,21200,13773,7907,395,21.0,7105.0,7.1,0,0.0,28.71305566,81.50806219,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_118,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,139.03317865429233,54.536454087096196,36.979536788981356,1.4791814715592544,27.99999999999958,7100.0
24,Surkhet,Kunathari,8,0,0,0,,,,,T8-IMA251gU,28.70859683,81.51205312,490.0,5.0,20667,10700,6867,396,22.0,6102.0,6.1,0,0.0,28.70859683,81.51205312,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_008,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,139.03317865429233,54.536454087096196,36.979536788981356,1.4791814715592544,-972.0000000000005,6100.0
25,Surkhet,Kunathari,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-YCJ579yQ,28.71710525,81.51115873,495.0,5.0,32967,18670,9767,418,21.0,8757.0,8.8,73,23.4,28.71710525,81.51115873,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_133,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,14.400000000000006,73.33333333333333
26,Surkhet,Kunathari,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-DRS612bA,28.71300754,81.50806932,482.0,5.0,32700,17710,9837,566,20.0,8987.0,9.0,75,15.7,28.71300754,81.50806932,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_118,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,16.066666666666666,75.0
27,Surkhet,Kunathari,9,120,60,40,,Urea ,top dressed ,V6 and V10 stages,T9-SLO283qY,28.70858729,81.51206505,486.0,5.0,27800,15803,9867,487,23.0,8663.0,8.7,72,21.3,28.70858729,81.51206505,6.49,4.04,0.18,246.06,520.32,45.8,12.55,41.97,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_008,23.4338747099768,94.63846153846154,4.248136927011607,7.072,139.03317865429233,54.536454087096196,36.979536788981356,121.93364269141534,0.0,394.5095209706651,199.03317865429233,59.77662875958528,53.50846240881607,2.140338496352643,13.566666666666661,72.5
28,Surkhet,Babiyachaur,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-KSZ676eT,28.8044938,81.3983533,361.0,5.0,22870,15180,9943,331,16.0,9548.0,9.5,80,18.2,28.8044938,81.3983533,7.26,2.89,0.13,117.6,451.38,29.07,24.16,47.05,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_027,16.763341067285385,45.230769230769226,3.685278378910092,7.072,121.40011600928074,23.8251949402106,26.743976873171416,157.19976798143853,185.20151793458862,419.27957596692517,181.40011600928074,29.065369612699683,43.27290249300613,1.7309160997202453,20.233333333333334,79.16666666666667
29,Surkhet,Babiyachaur,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-HDA429gR,28.80568144,81.40068262,332.0,5.0,23117,15383,9600,348,18.0,9000.0,9.0,75,24.2,28.80568144,81.40068262,7.31,3.0,0.14,138.16,507.05,29.07,24.65,46.29,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_154,17.40139211136891,53.138461538461534,4.139794412748377,7.072,127.49999999999999,27.433775432803856,27.89357798679079,145.00000000000003,143.88327129439585,416.4975412719663,187.5,32.67395010529294,44.4225036066255,1.7769001442650199,16.066666666666666,75.0
30,Surkhet,Babiyachaur,1,120,60,40,,Urea,top dressed ,knee ht+shoulder ht,T1-IRE978cU,28.80437123,81.3997061,389.0,5.0,36593,17977,9767,387,16.0,9312.0,9.3,78,12.1,28.80437123,81.3997061,7.28,2.94,0.13,115.36,488.71,29.53,24.95,45.74,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_129,17.053364269141532,44.36923076923077,3.990058036592563,7.072,124.08027842227379,23.26375227556666,28.06008180822655,151.83944315545241,191.63003644476174,416.0946020240917,184.0802784222738,28.503926948055742,44.589007428061265,1.7835602971224507,18.56666666666667,77.5
31,Surkhet,Babiyachaur,2,120,60,40,,PCU,basal ,planting time,T2-ZPF574mF,28.80449046,81.39834867,360.0,5.0,25217,15667,9900,348,17.0,9349.0,9.3,78,16.5,28.80449046,81.39834867,7.26,2.89,0.13,117.44,451.34,29.08,24.16,47.05,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_027,16.763341067285385,45.169230769230765,3.6849518001180397,7.072,121.40011600928074,23.79442570944137,26.741606898704386,157.19976798143853,185.55382562689633,419.28531130513534,181.40011600928074,29.034600381930453,43.2705325185391,1.7308213007415638,18.56666666666667,77.5
32,Surkhet,Babiyachaur,2,120,60,40,,PCU,basal ,planting time,T2-QFI299dA,28.80570787,81.4005845,347.0,5.0,25717,18053,9483,387,17.0,8998.0,9.0,75,24.2,28.80570787,81.4005845,7.31,3.0,0.14,138.16,507.05,29.07,24.65,46.29,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_154,17.40139211136891,53.138461538461534,4.139794412748377,7.072,127.49999999999999,27.433775432803856,27.89357798679079,145.00000000000003,143.88327129439585,416.4975412719663,187.5,32.67395010529294,44.4225036066255,1.7769001442650199,16.066666666666666,75.0
33,Surkhet,Babiyachaur,2,120,60,40,,PCU,basal ,planting time,T2-MBA238kK,28.80444062,81.39973455,382.0,5.0,26317,15950,9900,398,18.0,9191.0,9.2,77,11.1,28.80444062,81.39973455,7.27,2.93,0.13,117.16,492.55,29.29,25.05,45.91,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_129,16.995359628770302,45.06153846153846,4.021409600629549,7.072,123.36931554524361,23.682077380421205,28.59842875554018,153.26136890951278,186.8402139941772,414.79180241159276,183.3693155452436,28.922252052910288,45.12735437537489,1.8050941750149958,17.733333333333327,76.66666666666667
34,Surkhet,Babiyachaur,3,60,60,40,,PCU,basal ,planting time,T3-CVF386uG,28.80449408,81.39835131,359.0,5.0,23170,14333,9833,387,18.0,9174.0,9.2,153,30.1,28.80449408,81.39835131,7.26,2.89,0.13,117.58,451.33,29.07,24.16,47.05,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_027,16.763341067285385,45.223076923076924,3.684870155420027,7.072,121.40011600928074,23.82134878636445,26.741014405087633,157.19976798143853,185.24555639612706,419.2867451396879,151.40011600928074,29.061523458853532,43.26994002492235,1.7307976009968937,35.466666666666654,153.33333333333334
