province,district,palika,lat,lon,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,maize_urea_total,maize_dap,maize_mop,dsm_source,dsm_imputed,dsm_imputation_n_neighbors,dsm_imputation_method,OC,P_Olsen,Exch_K,n_supply,p_supply,k_supply,target_yield_t_ha,quefts_N_kg_ha,quefts_P2O5_kg_ha,quefts_K2O_kg_ha,IE_N_kg_grain_per_kg_uptake,RE_N_fraction,dsm_interpretation
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.6,82.86,7.4,1.7,0.09,57.04,216.52,27.05,17.26,58.22,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,9.860788863109049,21.93846153846154,1.7677710013771395,73.75870069605568,11.03825629127253,17.881378957817386,6.0,152.48259860788863,217.1119654649295,319.7270629220819,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.6,82.88,7.44,1.68,0.1,53.44,216.89,23.17,20.29,55.25,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,9.74477958236659,20.553846153846152,1.7707918552036193,73.55359628770302,10.151410315902192,17.427918288848005,6.0,152.89280742459397,227.2663518829199,320.82443774098783,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.6,82.9,7.48,1.62,0.09,61.44,207.0,25.73,19.77,51.85,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,9.396751740139212,23.63076923076923,1.6900452488687783,71.56566125290024,11.502284847403173,16.48497209469029,6.0,156.86867749419952,211.79883849723365,323.1063675308495,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.6,82.92,7.57,1.77,0.11,68.67,241.45,23.34,25.54,46.7,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,10.266821345707658,26.411538461538463,1.9713112335235095,79.7629350348028,12.37048631313582,16.310469227644276,6.0,140.4741299303944,201.85793171459483,323.5286644691009,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.6,82.94,7.47,1.59,0.09,97.19,232.19,25.69,24.21,47.03,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,9.222737819025523,37.38076923076923,1.895708243163486,70.08358468677494,18.430695375245406,18.95622841282951,6.0,159.83283062645012,132.4685379534401,317.12592724095254,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Maharajgunj Nagarpalika,27.6,82.96,6.87,2.08,0.11,167.0,327.67,28.04,25.96,46.67,10.510000000000002,0.9,2.5,NARC_API_modelled_DSM,False,0,none,12.064965197215777,64.23076923076923,2.675251819791461,79.37540603248259,34.740027306799924,33.91275100970939,6.0,141.24918793503483,0.0,280.9311425565033,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.6,82.98,7.31,1.73,0.09,162.74,325.55,27.82,18.21,54.31,10.510000000000002,0.9,2.67,NARC_API_modelled_DSM,False,0,none,10.034802784222737,62.59230769230769,2.657943143812709,73.52499999999999,31.794707935480993,28.67246732632454,6.0,152.95000000000002,0.0,293.6126290702946,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.6,83.0,7.36,1.79,0.1,174.59,291.52,29.1,18.76,51.78,10.510000000000002,0.9,2.67,NARC_API_modelled_DSM,False,0,none,10.382830626450117,67.15,2.3801062364745227,76.95754060324826,33.84827610208817,23.917402561190116,6.0,146.08491879350348,0.0,305.1198858019199,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.6,83.02,7.25,1.79,0.1,149.54,277.26,29.54,18.3,51.54,10.510000000000002,0.9,3.34,NARC_API_modelled_DSM,False,0,none,10.382830626450117,57.51538461538461,2.2636808971080065,75.01595127610209,29.552627777529892,24.942388451108236,6.0,149.96809744779583,5.122411947282734,302.63941994831805,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.6,83.08,7.16,1.73,0.09,87.53,212.86,29.37,15.39,55.05,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,10.034802784222737,33.66538461538462,1.7378890419043869,70.9661252900232,17.981877922541496,21.110536066073376,6.0,158.0677494199536,137.60749778689987,311.91250272010245,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.6,83.1,7.05,1.75,0.09,45.68,171.04,30.54,12.96,56.4,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,10.150812064965198,17.569230769230767,1.396450914814086,69.88834106728538,10.37892730456898,18.183394087156216,6.0,160.22331786542924,224.66128236268514,318.99618630908196,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.6,83.12,7.27,1.71,0.09,40.44,162.14,31.15,13.86,55.89,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,9.918793503480279,15.553846153846152,1.3237871335825295,72.00052204176333,8.44884694583259,14.901354137936222,6.0,155.99895591647334,246.7607024702168,326.93872298619436,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.6,83.14,7.06,1.96,0.1,54.71,158.34,32.24,16.06,53.45,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,11.368909512761022,21.04230769230769,1.2927621483375957,78.46821345707656,12.264803498126005,15.21889035933698,6.0,143.06357308584688,203.0679999464572,326.1702853304045,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.6,83.16,6.95,2.05,0.11,82.02,137.03,34.08,16.55,48.72,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,11.890951276102086,31.546153846153842,1.1187772968719258,79.84773781902551,18.056882752543277,13.652373242767188,6.0,140.30452436194898,136.74869248337947,329.96125675250335,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.6,83.18,7.04,2.19,0.11,68.34,110.75,33.65,19.23,46.49,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,12.703016241299302,26.284615384615385,0.9042150304938027,87.2443155452436,15.183936462609317,9.827901374704723,6.0,125.51136890951281,169.6439275031233,339.21647867321457,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.6,83.2,6.72,2.0,0.11,64.33,86.26,35.17,16.54,47.53,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,11.600928074245939,24.74230769230769,0.7042671650600039,73.36426914153131,15.379042477244333,10.076458106876792,6.0,153.27146171693738,167.40996363555237,338.61497138135815,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.6,83.22,6.69,1.72,0.1,62.51,97.02,36.11,15.31,48.55,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,9.976798143851509,24.04230769230769,0.792116860121975,62.584454756380524,14.681791317151525,13.05871267433968,6.0,174.83109048723895,175.39348941861502,331.39791532809795,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.62,82.74,7.27,1.89,0.1,46.89,274.57,26.43,11.77,65.58,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,10.962877030162412,18.034615384615385,2.2417184733425137,79.57952436194894,9.759960389523473,23.235941231265357,6.0,140.84095127610212,231.74845353995627,306.76902222033783,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.62,82.76,7.21,1.81,0.09,43.75,247.71,29.4,10.36,65.47,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,10.498839907192576,16.826923076923077,2.022420814479638,75.14019721577726,9.398068992057826,22.787430309910484,6.0,149.71960556844547,235.8921100409379,307.8544186500166,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.62,82.78,7.03,1.68,0.09,30.06,163.49,20.65,13.7,67.37,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,9.74477958236659,11.561538461538461,1.3348091678142826,66.76148491879351,7.382250669284311,18.218333572858562,6.0,166.47703016241297,258.97322983669466,318.9116327536822,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.62,82.8,7.14,1.72,0.09,41.09,193.22,23.93,13.25,65.54,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,9.976798143851509,15.803846153846155,1.5775388550068854,70.21670533642691,9.124779225414958,19.541212494734488,6.0,159.56658932714618,239.0212778689987,315.71026576274255,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.62,82.82,7.3,1.67,0.09,62.69,241.38,24.84,16.38,60.5,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,9.68677494199536,24.11153846153846,1.9707397206374184,70.81032482598607,12.581276771372478,22.06443518808687,6.0,158.37935034802786,199.4443809677851,309.6040668448298,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.62,82.84,7.28,1.81,0.1,56.61,217.82,23.18,18.73,58.55,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,10.498839907192576,21.77307692307692,1.7783848121188273,76.38955916473317,11.550905050865605,18.95045702519649,6.0,147.22088167053366,211.24213716758882,317.1398939990245,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.62,82.86,7.38,1.64,0.09,70.18,264.41,29.39,17.69,55.85,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,9.51276102088167,26.992307692307694,2.158767460161322,70.83201856148492,13.655302338033199,22.8927993929937,6.0,158.33596287703017,187.14678822951984,307.5994254689552,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.62,82.88,7.35,1.8,0.1,57.84,227.72,23.92,20.85,53.63,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,10.440835266821347,22.246153846153845,1.8592130631516819,77.20997679814386,11.447395368552563,18.760565039721723,6.0,145.5800464037123,212.42732303007315,317.5994326038734,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.62,82.9,7.37,1.64,0.09,76.6,248.28,29.39,18.81,51.13,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,9.51276102088167,29.46153846153846,2.027074562266378,70.67030162412993,14.935697885061574,21.68818374474062,6.0,158.65939675174013,172.48625921604497,310.51459533772766,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.62,82.92,7.47,1.68,0.1,88.1,272.35,24.97,24.54,47.03,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,9.74477958236659,33.88461538461538,2.2235933503836316,74.05058004640371,16.667919061217205,21.264967600943674,6.0,151.89883990719258,152.652326749063,311.5387784057163,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.62,82.94,7.37,1.5,0.09,111.99,357.17,32.65,18.84,46.42,9.74,2.89,2.67,NARC_API_modelled_DSM,False,0,none,8.700696055684455,43.07307692307692,2.916103678929766,64.63747099767981,21.723973206318043,33.51970674413883,6.0,170.72505800464037,94.76050678765841,281.882309679184,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.62,82.96,7.36,1.54,0.09,114.75,314.7,30.8,19.25,49.66,10.510000000000002,0.9,2.67,NARC_API_modelled_DSM,False,0,none,8.932714617169374,44.13461538461538,2.56935864646862,66.2092807424594,22.302416741031585,29.175610754700497,6.0,167.5814385150812,88.13732831518834,292.3950219736248,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.62,83.08,7.37,1.81,0.1,72.09,187.56,29.31,14.87,56.68,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,10.498839907192576,27.72692307692308,1.5313279559315365,77.99588167053365,14.089632797162235,15.11404710461719,6.0,144.0082366589327,182.1737044724924,326.4240060068264,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.62,83.12,7.23,1.83,0.1,54.32,159.5,28.08,17.34,56.24,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,10.614849187935036,20.892307692307693,1.3022329333071019,76.33138051044085,11.350990128056397,14.314755310860683,6.0,147.3372389791183,213.53116303375427,328.3582921477172,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.62,83.14,7.06,2.0,0.11,67.79,145.77,33.62,15.56,50.94,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,11.600928074245939,26.073076923076925,1.1901347629352745,80.06960556844547,14.815772800285563,13.775554630140785,6.0,139.86078886310906,173.8594014367303,329.6631577950593,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.62,83.16,6.82,1.9,0.11,84.57,129.27,35.97,15.97,47.57,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,11.020881670533642,32.526923076923076,1.05542101121385,71.56960556844548,18.823942976976618,14.87656698072268,6.0,156.86078886310904,127.96585291361774,326.9987079066511,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.62,83.18,6.71,2.09,0.12,89.03,122.05,36.92,18.01,47.03,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,12.122969837587005,34.24230769230769,0.9964735392484751,76.45957076566124,20.294735197661964,13.815605549372016,6.0,147.08085846867752,111.12528198677052,329.5662345705197,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.64,82.78,7.09,1.78,0.09,42.0,193.48,26.17,12.21,66.7,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,10.324825986078887,16.153846153846153,1.579661617155223,71.7885150812065,9.54390016509013,19.724186590536263,6.0,156.422969837587,234.222343109718,315.26746845090224,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.64,82.8,7.19,2.0,0.11,79.2,345.61,30.07,17.07,61.87,9.74,2.89,2.67,NARC_API_modelled_DSM,False,0,none,11.600928074245939,30.46153846153846,2.8217224080267553,82.63341067285383,16.416181063715864,29.7122843863481,6.0,134.73317865429235,155.53472682045336,291.0962717850376,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.64,82.84,7.34,1.68,0.09,72.07,272.95,29.5,16.27,57.68,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,9.74477958236659,27.719230769230766,2.2284920322644104,71.8969837587007,14.208186150276637,24.00165610622392,6.0,156.2060324825986,180.8162685793325,304.9159922229381,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.64,82.86,7.32,1.77,0.1,66.48,241.38,25.67,18.36,56.42,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,10.266821345707658,25.56923076923077,1.9707397206374184,75.39953596287704,13.247443690879885,20.689004172190675,6.0,149.20092807424592,191.81676973942533,312.93260990329856,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.64,82.88,7.38,1.66,0.09,81.28,301.15,28.73,17.47,53.72,9.74,2.89,2.67,NARC_API_modelled_DSM,False,0,none,9.62877030162413,31.26153846153846,2.4587300806610264,71.69582366589327,15.791858557915402,25.818537840693725,6.0,156.60835266821346,162.68321951186863,300.5191384255212,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.64,82.9,7.43,1.75,0.1,89.1,270.64,29.59,20.02,49.59,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,10.150812064965198,34.26923076923077,2.209632107023411,76.4457656612529,17.05485537881492,21.23171244496273,6.0,147.1084686774942,148.22190591256916,311.61925588319014,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.64,82.96,7.28,1.57,0.1,130.22,382.14,32.44,19.17,47.78,10.510000000000002,0.9,2.67,NARC_API_modelled_DSM,False,0,none,9.106728538283063,50.08461538461538,3.1199704898681877,66.26055684454757,25.61858147421024,37.331730185060614,6.0,167.47888631090487,50.167242120292734,272.6572129521533,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.64,82.98,7.37,1.85,0.11,180.34,366.13,29.62,24.01,45.67,10.510000000000002,0.9,2.5,NARC_API_modelled_DSM,False,0,none,10.730858468677496,69.36153846153846,2.9892573283493995,79.71954756380512,34.911938749330716,28.97518154295962,6.0,140.56090487238976,0.0,292.8800606660377,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.64,83.0,7.34,1.82,0.1,179.58,385.67,31.8,19.93,47.9,10.510000000000002,0.9,2.67,NARC_API_modelled_DSM,False,0,none,10.556844547563806,69.06923076923077,3.148791068266771,77.88839907192575,34.912233714081744,31.75851487776184,6.0,144.2232018561485,0.0,286.14439399581636,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.64,83.02,7.22,1.77,0.11,242.81,376.58,29.54,20.2,48.79,10.510000000000002,0.9,2.5,NARC_API_modelled_DSM,False,0,none,10.266821345707658,93.38846153846154,3.0745760377729687,73.65417633410674,47.61341928431198,35.012531912861824,6.0,152.69164733178653,0.0,278.2696727708744,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Kapilbastu Nagarpalika,27.64,83.1,7.45,1.93,0.11,53.53,164.34,30.07,16.33,55.89,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,11.194895591647331,20.588461538461537,1.3417489671453866,84.68938515081206,10.093422329555594,11.666990010215082,6.0,130.62122969837588,227.93031432658844,334.7658841752795,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.64,83.12,7.01,1.62,0.1,86.08,158.5,34.38,14.46,52.11,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,9.396751740139212,33.107692307692304,1.2940684635058037,64.057656612529,18.165224634124574,18.43882464119795,6.0,171.884686774942,135.50817793927362,318.37804436830095,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.64,83.14,7.13,1.93,0.12,106.93,162.09,35.46,17.48,47.01,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,11.194895591647331,41.12692307692308,1.3233789100924649,78.59936194895592,21.98009161386757,15.014228937309964,6.0,142.80127610208817,91.82795102121631,326.6655659717099,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.64,83.16,6.86,2.66,0.15,92.66,118.2,38.18,17.98,44.7,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,15.4292343387471,35.638461538461534,0.9650403305134763,101.24663573085849,21.22245698732821,9.962452274282827,6.0,97.50672853828303,100.50286749509198,338.8908654962355,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.64,83.18,6.77,2.63,0.14,101.45,123.3,37.6,19.78,42.98,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,15.25522041763341,39.01923076923077,1.0066791265000983,97.77070765661252,23.26609899830448,11.071762771476777,6.0,104.45858468677497,77.10316646941372,336.20633409302616,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.64,83.22,6.95,1.77,0.1,82.08,103.51,36.89,19.2,44.37,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,10.266821345707658,31.569230769230767,0.8451042691324022,68.94170533642692,17.75648675932536,11.653873609121705,6.0,162.11658932714616,140.18822660572462,334.79762586592545,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.66,82.76,7.04,2.22,0.11,61.64,282.25,29.96,10.93,60.34,9.74,2.89,2.67,NARC_API_modelled_DSM,False,0,none,12.877030162412995,23.70769230769231,2.304421601416486,88.43944315545244,13.92344244154917,24.758073022150192,6.0,123.12111368909513,184.076584044262,303.08546328639653,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Bijayanagar Gaunpalika,27.66,82.78,7.04,1.87,0.1,53.99,209.68,29.27,12.91,60.73,9.45,3.62,3.34,NARC_API_modelled_DSM,False,0,none,10.846867749419955,20.765384615384615,1.711926027936258,74.49628770301625,12.126000892379082,21.249562527649058,6.0,151.0074245939675,204.6572897822595,311.5760586830893,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.66,82.82,7.44,1.89,0.1,80.18,295.17,28.87,16.87,59.74,9.74,2.89,2.67,NARC_API_modelled_DSM,False,0,none,10.962877030162412,30.83846153846154,2.4099065512492617,82.74779582366588,15.278028913082276,21.526833649501153,6.0,134.50440835266824,168.56656894520796,310.9050625682072,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.66,82.84,7.33,1.76,0.1,67.44,237.6,25.56,17.44,58.2,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,10.208816705336428,25.938461538461535,1.9398780247885108,75.14709976798144,13.382100838836335,20.286650592287458,6.0,149.7058004640371,190.27494539532395,313.90630556666434,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.66,82.86,7.29,1.65,0.1,75.67,249.37,28.64,16.96,56.09,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,9.5707656612529,29.103846153846153,2.0359738343497935,69.7995939675174,15.114516609405674,23.210858331003603,6.0,160.4008120649652,170.43878482230502,306.82972283897124,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.66,82.96,7.22,1.93,0.11,155.45,423.56,30.82,20.76,48.3,10.510000000000002,0.9,2.5,NARC_API_modelled_DSM,False,0,none,11.194895591647331,59.78846153846153,3.458142829037969,80.31218097447794,30.896509771550953,36.65651332354052,6.0,139.37563805104412,0.0,274.2912377570319,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.66,82.98,7.47,1.81,0.1,166.41,428.43,34.3,20.82,45.76,10.510000000000002,0.9,2.5,NARC_API_modelled_DSM,False,0,none,10.498839907192576,64.00384615384615,3.497903796970293,79.78068445475637,31.706301992236302,31.46872900170274,6.0,140.43863109048726,0.0,286.84567581587936,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.66,83.04,7.2,1.89,0.11,168.82,275.59,33.96,18.99,47.11,10.510000000000002,0.9,3.34,NARC_API_modelled_DSM,False,0,none,10.962877030162412,64.93076923076923,2.2500462325398383,78.27494199535961,33.53974656434053,24.649543534892373,6.0,143.45011600928078,0.0,303.34810464556045,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.66,83.12,7.22,2.03,0.13,80.94,156.84,31.96,20.49,46.68,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,11.774941995359626,31.13076923076923,1.280515443635648,84.47343387470995,16.61959517222916,13.011046320009475,6.0,131.0531322505801,153.20563527797609,331.51326790557704,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.66,83.14,7.36,2.12,0.13,88.59,154.51,33.72,21.15,43.96,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,12.296983758700698,34.073076923076925,1.2614922289986226,91.14524361948958,17.360195074067462,11.005354967971993,6.0,117.70951276102085,144.72576640192756,336.36704097750777,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.66,83.16,7.3,2.27,0.13,89.84,148.18,35.34,19.54,43.94,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,13.16705336426914,34.55384615384615,1.2098111351564036,96.25116009280741,17.99123572193468,10.481854746677142,6.0,107.49767981438518,137.50035098384794,337.6339115130413,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.66,83.18,7.14,2.28,0.14,117.92,196.82,36.39,20.71,43.08,10.510000000000002,0.9,3.34,NARC_API_modelled_DSM,False,0,none,13.22505800464037,45.353846153846156,1.6069309462915597,93.07795823665892,24.29791843655185,15.719603529343468,6.0,113.84408352668217,65.28883390148133,324.9585594589888,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.68,82.8,7.61,1.95,0.1,81.69,292.44,28.03,15.62,62.65,9.74,2.89,2.67,NARC_API_modelled_DSM,False,0,none,11.310904872389791,31.41923076923077,2.387617548691717,88.6435614849188,14.537607699000533,17.446732365037704,6.0,122.71287703016239,177.0443918464439,320.77890767660875,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Shivaraj Nagarpalika,27.68,82.84,7.52,1.91,0.11,94.76,261.24,27.76,18.51,57.38,9.74,2.89,3.34,NARC_API_modelled_DSM,False,0,none,11.078886310904872,36.44615384615385,2.1328860908912057,85.13016241299303,17.621271818668575,17.460769979079895,6.0,129.73967517401394,141.73643767624483,320.74493665062664,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.68,82.98,7.16,1.98,0.11,185.7,467.42,38.14,18.95,44.13,10.510000000000002,0.9,2.67,NARC_API_modelled_DSM,False,0,none,11.48491879350348,71.42307692307692,3.816236474522919,81.22134570765661,37.02679136177048,41.452496022117074,6.0,137.55730858468678,0.0,262.68495962647665,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Buddhabhumi Nagarpalika,27.68,83.02,7.38,1.94,0.11,162.19,229.44,33.35,19.94,46.75,10.510000000000002,0.9,3.34,NARC_API_modelled_DSM,False,0,none,11.252900232018561,62.380769230769225,1.8732559512099152,83.78909512761021,31.378645636266285,17.299753448786113,6.0,132.42180974477958,0.0,321.1345966539376,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.68,83.12,7.31,2.05,0.12,110.51,235.48,36.01,21.64,44.05,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,11.890951276102086,42.503846153846155,1.9225693488097577,87.12499999999997,21.842695263698023,18.011993667203154,6.0,125.75000000000006,93.40113923065763,319.4109753253684,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.68,83.14,7.16,1.94,0.13,97.74,164.94,31.5,21.4,45.96,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,11.252900232018561,37.59230769230769,1.3466476490261654,79.58051044083527,20.084835980724613,14.879335818224046,6.0,140.83897911832946,113.52862802070318,326.9920073198978,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.68,83.16,7.25,1.87,0.13,111.72,203.4,36.47,20.39,43.23,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,10.846867749419955,42.96923076923077,1.660653157584104,78.36861948955917,22.31507869668035,17.6482274119427,6.0,143.26276102088167,87.99234892301,320.29128966309867,40.0,0.5,modelled spatial covariate
Province 5,Kapilbastu,Banganga Nagarpalika,27.68,83.18,7.16,2.06,0.14,103.44,184.36,35.61,22.21,42.97,9.81,2.71,3.34,NARC_API_modelled_DSM,False,0,none,11.948955916473318,39.784615384615385,1.5052016525673813,84.5030162412993,21.260702123862217,15.814338046639339,6.0,130.9939675174014,100.06496068177762,324.7293019271328,40.0,0.5,modelled spatial covariate
