year,adm1,adm2,site,treatment_code,treatment,treatment_group,n_obs,n_trials,n_farmers,n_yield,mean_yield_kg_ha,sd_yield_kg_ha,min_yield_kg_ha,max_yield_kg_ha,mean_yield_t_ha,mean_N_fertilizer_kg_ha,mean_P2O5_fertilizer_kg_ha,mean_K2O_fertilizer_kg_ha,mean_organic_fertilizer_t_ha,mean_PFPN_kg_grain_per_kg_N,mean_AE_N_kg_grain_per_kg_N,mean_straw_yield_kg_ha,mean_cob_yield_kg_ha,mean_grain_yield_raw_kg_ha,mean_grain_moisture_pct,source_datasets
2017,Dang,Shantinagar,Dang | Shantinagar,9,NPK+micros,NPK+micros,3,3,3,3,8735.0,1274.8141040951814,7525.0,10066.0,8.733333333333333,120.0,60.0,40.0,,73.0,,18360.0,,,,nsaf_maize_trials_2017
2017,Dang,Shreegau,Dang | Shreegau,1,CK,control,3,3,3,3,4123.666666666667,847.5283672735288,3312.0,5003.0,4.133333333333333,0.0,0.0,0.0,,0.0,,15900.0,,,,nsaf_maize_trials_2017
2017,Dang,Shreegau,Dang | Shreegau,10,K and S,Ntiming,3,3,3,3,6628.0,93.15041599477696,6521.0,6691.0,6.633333333333333,120.0,60.0,40.0,,55.333333333333336,,20150.0,,,,nsaf_maize_trials_2017
2017,Dang,Shreegau,Dang | Shreegau,2,N0,omission,3,3,3,3,5164.666666666667,1485.9456024139424,3718.0,6687.0,5.166666666666667,0.0,60.0,40.0,,0.0,,22500.333333333332,,,,nsaf_maize_trials_2017
2017,Dang,Shreegau,Dang | Shreegau,3,P0,omission,3,3,3,3,5853.333333333333,548.4289683571914,5271.0,6360.0,5.866666666666667,120.0,0.0,40.0,,48.666666666666664,,20483.333333333332,,,,nsaf_maize_trials_2017
2017,Dang,Shreegau,Dang | Shreegau,4,K0,omission,3,3,3,3,6331.666666666667,991.6377026582506,5613.0,7463.0,6.333333333333333,120.0,60.0,0.0,,52.666666666666664,,23677.666666666668,,,,nsaf_maize_trials_2017
2017,Dang,Shreegau,Dang | Shreegau,5,N-60,Nrates,3,3,3,3,6274.333333333333,641.54059367536,5637.0,6920.0,6.266666666666667,60.0,60.0,40.0,,104.33333333333333,,19744.666666666668,,,,nsaf_maize_trials_2017
2017,Dang,Shreegau,Dang | Shreegau,6,N-120,Nrates,3,3,3,3,6155.333333333333,524.6449593137568,5692.0,6725.0,6.133333333333333,120.0,60.0,40.0,,51.0,,20616.666666666668,,,,nsaf_maize_trials_2017
2017,Dang,Shreegau,Dang | Shreegau,7,N-180,Nrates,3,3,3,3,6728.0,266.6308309254577,6430.0,6944.0,6.7,180.0,60.0,40.0,,37.666666666666664,,20377.666666666668,,,,nsaf_maize_trials_2017
2017,Dang,Shreegau,Dang | Shreegau,8,N-210,Nrates,3,3,3,3,6435.666666666667,825.6496432103229,5547.0,7179.0,6.433333333333334,210.0,60.0,40.0,,30.333333333333332,,19188.666666666668,,,,nsaf_maize_trials_2017
2017,Dang,Shreegau,Dang | Shreegau,9,NPK+micros,NPK+micros,3,3,3,3,6055.333333333333,100.97689504700249,5944.0,6141.0,6.033333333333334,120.0,60.0,40.0,,50.666666666666664,,23933.333333333332,,,,nsaf_maize_trials_2017
2017,Surkhet,Babiyachaur,Surkhet | Babiyachaur,1,CK,control,2,2,2,2,7458.3,412.5260961442316,7166.6,7750.0,7.5,0.0,0.0,0.0,,0.0,,12686.65,,,,nsaf_maize_trials_2017
2017,Surkhet,Babiyachaur,Surkhet | Babiyachaur,10,K and S,Ntiming,3,3,3,3,12013.299999999997,425.7933771208754,11733.3,12503.3,12.0,120.0,60.0,40.0,,100.0,,24422.2,,,,nsaf_maize_trials_2017
2017,Surkhet,Babiyachaur,Surkhet | Babiyachaur,2,N0,omission,2,2,2,2,8686.65,1418.951177807045,7683.3,9690.0,8.7,0.0,60.0,40.0,,0.0,,18434.965,,,,nsaf_maize_trials_2017
2017,Surkhet,Babiyachaur,Surkhet | Babiyachaur,3,P0,omission,3,3,3,3,9989.966666666667,2221.993524593025,7476.6,11693.3,10.0,120.0,0.0,40.0,,83.0,,25111.076666666664,,,,nsaf_maize_trials_2017
2017,Surkhet,Babiyachaur,Surkhet | Babiyachaur,4,K0,omission,3,3,3,3,11777.733333333332,456.2389322858516,11263.3,12133.3,11.766666666666666,120.0,60.0,0.0,,98.0,,22638.75333333333,,,,nsaf_maize_trials_2017
2017,Surkhet,Babiyachaur,Surkhet | Babiyachaur,5,N-60,Nrates,3,3,3,3,10565.433333333332,926.3458659341729,9590.0,11433.3,10.566666666666666,60.0,60.0,40.0,,176.33333333333334,,21753.3,,,,nsaf_maize_trials_2017
2017,Surkhet,Babiyachaur,Surkhet | Babiyachaur,6,N-120,Nrates,2,2,2,2,11136.65,429.0016841458789,10833.3,11440.0,11.100000000000001,120.0,60.0,40.0,,92.5,,18494.98,,,,nsaf_maize_trials_2017
2017,Surkhet,Babiyachaur,Surkhet | Babiyachaur,7,N-180,Nrates,3,3,3,3,11641.066666666666,630.5916692546233,10916.6,12066.6,11.633333333333333,180.0,60.0,40.0,,64.66666666666667,,23922.2,,,,nsaf_maize_trials_2017
2017,Surkhet,Babiyachaur,Surkhet | Babiyachaur,8,N-210,Nrates,3,3,3,3,10792.199999999999,191.68367170940823,10583.3,10960.0,10.799999999999999,210.0,60.0,40.0,,51.333333333333336,,24633.3,,,,nsaf_maize_trials_2017
2017,Surkhet,Babiyachaur,Surkhet | Babiyachaur,9,NPK+micros,NPK+micros,3,3,3,3,11182.199999999999,543.5157863392733,10646.6,11733.3,11.166666666666666,120.0,60.0,40.0,,93.33333333333333,,21384.42,,,,nsaf_maize_trials_2017
2017,Surkhet,Gadhi,Surkhet | Gadhi,1,CK,control,2,2,2,2,4580.0,3446.0141874345204,2143.3,7016.7,4.55,0.0,0.0,0.0,,0.0,,30750.0,,,,nsaf_maize_trials_2017
2017,Surkhet,Gadhi,Surkhet | Gadhi,10,K and S,Ntiming,2,2,2,2,11693.35,669.4179897493051,11220.0,12166.7,11.7,120.0,60.0,40.0,,97.5,,30750.0,,,,nsaf_maize_trials_2017
2017,Surkhet,Gadhi,Surkhet | Gadhi,2,N0,omission,2,2,2,2,7116.65,3629.791239864904,4550.0,9683.3,7.1499999999999995,0.0,60.0,40.0,,0.0,,30750.0,,,,nsaf_maize_trials_2017
2017,Surkhet,Gadhi,Surkhet | Gadhi,3,P0,omission,2,2,2,2,10825.0,483.2367742628876,10483.3,11166.7,10.85,120.0,0.0,40.0,,90.0,,30750.0,,,,nsaf_maize_trials_2017
2017,Surkhet,Gadhi,Surkhet | Gadhi,4,K0,omission,2,2,2,2,11443.35,2201.435541868078,9886.7,13000.0,11.45,120.0,60.0,0.0,,95.0,,30499.995000000003,,,,nsaf_maize_trials_2017
2017,Surkhet,Gadhi,Surkhet | Gadhi,5,N-60,Nrates,2,2,2,2,10416.7,1767.7669529663688,9166.7,11666.7,10.45,60.0,60.0,40.0,,173.5,,30750.0,,,,nsaf_maize_trials_2017
2017,Surkhet,Gadhi,Surkhet | Gadhi,6,N-120,Nrates,2,2,2,2,11008.35,931.0474987883276,10350.0,11666.7,11.05,120.0,60.0,40.0,,91.5,,28374.995000000003,,,,nsaf_maize_trials_2017
2017,Surkhet,Gadhi,Surkhet | Gadhi,7,N-180,Nrates,2,2,2,2,11375.0,1355.240856822136,10416.7,12333.3,11.350000000000001,180.0,60.0,40.0,,63.5,,30750.0,,,,nsaf_maize_trials_2017
2017,Surkhet,Gadhi,Surkhet | Gadhi,8,N-210,Nrates,2,2,2,2,11833.35,235.67869016947577,11666.7,12000.0,11.85,210.0,60.0,40.0,,56.5,,30750.0,,,,nsaf_maize_trials_2017
