year,district,site,government_recommendation,k_omission,n_omission,p_omission,AE_N_kg_kg,AE_P_kg_kg,AE_K_kg_kg,latitude,longitude
2018,Surkhet,Kalyan,8.879523255813952,,7.7328565891472865,8.59751550387597,9.555555555555546,4.70012919896637,,28.504897047777778,81.73682552444444
2018,Surkhet,Kunathari,8.978236434108528,,8.095593023255814,8.375050387596898,7.355361757105945,10.05310077519382,,28.71298817666667,81.51049117000001
2018,Surkhet,Lekhpharsa,8.474728682170543,,8.376213178294574,8.493023255813952,0.8209625322997441,-0.3049095607234875,,28.464977283333337,81.79504852444444
2018,Surkhet,Maintada-1,8.949492248062016,,7.342633720930232,8.350860465116279,13.390487726098202,9.977196382428962,,28.443450646666665,81.798814995
2018,Surkhet,Maintada-2,8.762003875968992,,6.901953488372093,8.610598837209302,15.500419896640825,2.5234173126614876,,28.42480557,81.7976408288889
2018,Surkhet,Maintada-6,,,,7.532558139534884,,,,28.44630107,81.81800988
2018,Surkhet,Maintada-7,,,6.669767441860466,8.59760465116279,,,,28.43913006,81.81072698
2018,Surkhet,Maintada-8,,,8.837209302325583,,,,,28.43198979,81.80341761
2018,Surkhet,Ramghat,8.903693798449613,,8.122302325581396,7.74556976744186,6.511595607235139,19.302067183462547,,28.488464546666666,81.74247172555556
2019,Dang,Dhikpur,8.777121511627907,7.548719999999999,7.228915116279069,7.841819186046512,12.901719961240321,15.588372093023262,30.710037790697697,28.040313111268915,82.37346776062623
2019,Dang,Laxmipur,11.619877325581394,12.090534302325583,8.489523837209301,12.14026046511628,26.08627906976744,-8.673052325581429,-11.766424418604737,27.97846319968812,82.46626101317815
2019,Dang,Panchakule,9.917432558139534,9.453341860465116,8.839681395348837,9.182972093023256,8.981259689922478,12.241007751937973,11.602267441860459,28.134302461403422,82.12078767246567
2019,Dang,Shantinagar,8.61302034883721,8.487811627906977,7.448930232558139,8.859921511627906,9.700750968992262,-4.115019379844931,3.1302180232558374,28.165794591768645,82.22751560853794
2019,Dang,Shreegau,8.656330813953488,9.95985523255814,6.41404534883721,8.554331395348838,18.685712209302324,1.6999903100775111,-32.588110465116316,28.10964141448494,82.18606973765418
2019,Doti,Chhatiwan,9.414713546511628,8.738372093023255,8.098835697674419,9.815552790697676,10.965648740310074,-6.680654069767477,16.908536337209323,29.080788816791028,80.59054786688648
2019,Doti,Dipayal,8.507053310077518,9.43895985271318,8.59045569767442,8.876416527131783,-0.6950198966408472,-6.156053617571071,-23.297663565891558,29.254703451879323,80.93251499114558
2019,Doti,Ghanteshwor,9.174986976744185,10.570567441860465,8.325494186046512,8.467302325581397,7.07910658914727,11.794744186046469,-34.88951162790701,29.12455466017127,80.58127347752452
2019,Kavre,Bhakundebesi,8.723448191860466,6.233759552325582,4.507763058139535,6.529804790697675,35.130709447674434,36.5607233527132,62.242215988372116,27.557030904572457,85.66753255203366
2019,Kavre,Rabiopi,7.813370494186046,6.574215360465117,3.7852552180232557,6.631491450581395,33.56762730135658,19.697984060077513,30.97887834302322,27.65028345398605,85.57618770282716
2019,Makwanpur,Radha Tiwari,6.698701836046512,6.313064872093024,4.570539779069768,6.05597184883721,17.734683808139533,10.712166453488367,9.64092409883719,,
2019,Nuwakot,Dip Acharya,6.801547209302324,7.509767441860465,8.41852391860465,9.900772000000002,-13.47480591085272,-51.653746511627965,-17.705505813953515,27.884893231093884,85.15006206929684
2019,Nuwakot,Ramchandra Acharya,8.012322523255815,8.165232558139536,1.7737178720930233,6.911392290697676,51.988372093023266,18.348837209302314,-3.822750872093028,27.8843558114022,85.15041174832731
2019,Palpa,Chidi pani,7.849728665302326,9.43783331632558,8.864534882232558,9.748697674418604,-8.4567184744186,-31.64948348527131,-39.702616275581356,27.866849169367924,83.54840169777162
2019,Palpa,Devinagar,8.501498065104652,8.107937986,7.871434107005815,8.87922672866279,5.250532984156979,-6.2954777259689605,9.839001977616313,27.809100538725033,83.69675179710612
2019,Palpa,Khasyauli,7.471317812616279,3.659941860465117,5.131782948837209,7.098108543930232,19.49612386482558,6.220154478100781,95.28439880377906,27.88475466426462,83.47853204933926
2019,Salyan,Jhuplal gharti,10.973156976744189,2.9405232558139534,9.42674418604651,9.488668604651162,12.886773255813983,24.74147286821712,200.8158430232559,28.21792314061895,82.38479749532416
2019,Salyan,Sharadha sharma,,11.488084883720928,11.232558139534884,12.645348837209303,,,,28.22909723385237,82.35288631170988
2019,Surkhet,Babiyachaur,12.879354279069767,13.051022546511629,10.220610465116279,13.41702363372093,22.156198449612408,-8.961155910852714,-4.291706686046526,28.805162482894957,81.39992316020653
2019,Surkhet,Kalyan,9.480886627906976,8.875828488372093,8.047848837209303,9.278252325581395,11.941981589147277,3.37723837209302,15.126453488372073,28.50147529214155,81.74196872161701
2019,Surkhet,Kunathari,8.941865697674418,4.451431395348837,7.542087209302327,10.048916860465116,11.66482073643409,-18.45085271317831,112.26085755813953,28.714254556107335,81.5084092633333
2019,Surkhet,Lekhpharsa,11.779534883720931,8.875633139534884,7.4454244186046505,10.171668023255812,36.117587209302336,26.797781007751986,72.59754360465118,28.465062544564717,81.79047612589784
2019,Surkhet,Maintada-2,7.337687209302326,6.467143604651163,5.256697093023256,7.4868837209302335,17.34158430232559,-2.486608527131784,21.763590116279083,28.447808679775335,81.79641251452267
2019,Surkhet,Ramghat,11.571568139534884,11.156974883720931,8.400393488372092,9.310833953488373,26.426455426356597,37.67890310077518,10.364831395348828,28.48995581525378,81.74421183625236
