year,nutrient,n_sites,mean_ae,median_ae,sd_ae,min_ae,max_ae
2017,K,19,8.364758771929823,6.945000000000067,32.86933434706125,-40.670833333333306,91.225
2017,N,19,18.805730994152043,17.40749999999998,11.252775603040392,3.299999999999992,38.24055555555557
2017,P,19,6.698333333333328,2.9627777777778106,19.968596683884986,-26.281111111111123,72.03333333333333
2019,K,24,11.4687234234375,9.887999999999996,33.65561368481943,-51.18,93.11884549999999
2019,N,24,16.769045273148148,16.435416666666665,14.324825697226448,-13.474808333333328,51.988375
2019,P,24,3.6929326591435228,3.0949166666666805,20.073656967030356,-51.65374999999999,37.690000000000005
