year,study,dataset_type,district,site,latitude,longitude,variety,treatment_code,treatment,adjusted_yield_kg_ha,yield_t_ha,treatment_label
2018,"2018 N source, timing and FYM trial",trial,Kavre,Bhakundebesi,27.55876872,85.66634087,,7,N0-P60-K40,8053.0,8.053,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Kavre,Bhakundebesi,27.56058799,85.66485975,,8,N0-P0-K0,6784.0,6.784,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Kavre,Bhakundebesi,27.55455024,85.66750406,,8,N0-P0-K0,6586.0,6.586,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Kavre,Bhakundebesi,27.55877039,85.66634072,,8,N0-P0-K0,6460.0,6.46,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Kavre,Rabiopi,27.64561833,85.554632,,7,N0-P60-K40,8678.0,8.678,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Kavre,Rabiopi,27.64699402,85.5623446,,7,N0-P60-K40,8750.0,8.75,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Kavre,Rabiopi,27.65016183,85.57668644,,7,N0-P60-K40,9489.0,9.489,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Kavre,Rabiopi,27.64560389,85.55464565,,8,N0-P0-K0,6119.0,6.119,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Kavre,Rabiopi,27.64701915,85.56237879,,8,N0-P0-K0,7000.0,7.0,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Kavre,Rabiopi,27.65015802,85.57668921,,8,N0-P0-K0,6789.0,6.789,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Chidipani,,,,7,N0-P60-K40,4828.0,4.828,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Chidipani,,,,7,N0-P60-K40,5713.0,5.713,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Chidipani,,,,8,N0-P0-K0,3759.0,3.759,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Chidipani,,,,8,N0-P0-K0,4510.0,4.51,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Devinagar,,,,7,N0-P60-K40,6510.0,6.51,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Devinagar,,,,7,N0-P60-K40,4749.0,4.749,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Devinagar,,,,7,N0-P60-K40,5753.0,5.753,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Devinagar,,,,8,N0-P0-K0,5097.0,5.097,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Devinagar,,,,8,N0-P0-K0,4180.0,4.18,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Devinagar,,,,8,N0-P0-K0,5124.0,5.124,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Khasyauli,,,,7,N0-P60-K40,6292.0,6.292,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Khasyauli,,,,7,N0-P60-K40,5032.0,5.032,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Khasyauli,,,,7,N0-P60-K40,4725.0,4.725,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Khasyauli,,,,8,N0-P0-K0,5030.0,5.03,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Khasyauli,,,,8,N0-P0-K0,4455.0,4.455,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Khasyauli,,,,8,N0-P0-K0,4341.0,4.341,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Madanpokhara,,,,7,N0-P60-K40,5101.0,5.101,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Madanpokhara,,,,7,N0-P60-K40,4117.0,4.117,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Madanpokhara,,,,7,N0-P60-K40,5039.0,5.039,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Madanpokhara,,,,8,N0-P0-K0,4906.0,4.906,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Madanpokhara,,,,8,N0-P0-K0,3645.0,3.645,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Palpa,Madanpokhara,,,,8,N0-P0-K0,3981.0,3.981,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Babiyachaur,28.80448905,81.39839078,,7,N0-P60-K40,9504.0,9.504,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Babiyachaur,28.8056378,81.40025781,,7,N0-P60-K40,8566.0,8.566,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Babiyachaur,28.80450175,81.399783,,7,N0-P60-K40,8342.0,8.342,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Babiyachaur,28.80448862,81.39839939,,8,N0-P0-K0,7366.0,7.366,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Babiyachaur,28.80563497,81.40025471,,8,N0-P0-K0,6091.0,6.091,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Babiyachaur,28.80448923,81.39977757,,8,N0-P0-K0,7858.0,7.858,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Gadhi,28.6406211,81.59206093,,7,N0-P60-K40,6227.0,6.227,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Gadhi,28.63693221,81.58270946,,7,N0-P60-K40,8893.0,8.893,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Gadhi,28.6412057,81.60433914,,7,N0-P60-K40,6085.0,6.085,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Gadhi,28.6406062,81.5920645,,8,N0-P0-K0,5739.0,5.739,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Gadhi,28.63693923,81.58270607,,8,N0-P0-K0,5103.0,5.103,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Gadhi,28.64121304,81.60432963,,8,N0-P0-K0,6077.0,6.077,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Guthu,28.83355033,81.3062491,,7,N0-P60-K40,7191.0,7.191,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Guthu,28.83355282,81.30625304,,8,N0-P0-K0,5606.0,5.606,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kalyan,28.50409123,81.73589973,,7,N0-P60-K40,6701.0,6.701,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kalyan,28.50844784,81.72646918,,7,N0-P60-K40,6834.0,6.834,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kalyan,28.5020624,81.74803725,,7,N0-P60-K40,9082.0,9.082,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kalyan,28.50407675,81.73590332,,8,N0-P0-K0,6260.0,6.26,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kalyan,28.50843152,81.72644885,,8,N0-P0-K0,6541.0,6.541,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kalyan,28.50208136,81.74801401,,8,N0-P0-K0,8197.0,8.197,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kunathari,28.71710327,81.51120466,,7,N0-P60-K40,7868.0,7.868,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kunathari,28.71306882,81.50799825,,7,N0-P60-K40,7825.0,7.825,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kunathari,28.70865621,81.51219817,,7,N0-P60-K40,8019.0,8.019,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kunathari,28.71708589,81.51117943,,8,N0-P0-K0,5951.0,5.951,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kunathari,28.71305566,81.50806219,,8,N0-P0-K0,7105.0,7.105,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Kunathari,28.70859683,81.51205312,,8,N0-P0-K0,6102.0,6.102,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Lekhpharsa,28.46665265,81.80203456,,7,N0-P60-K40,9065.0,9.065,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Lekhpharsa,28.45894994,81.78541155,,7,N0-P60-K40,8862.0,8.862,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Lekhpharsa,28.46931431,81.79762081,,7,N0-P60-K40,6704.0,6.704,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Lekhpharsa,28.46666504,81.80203798,,8,N0-P0-K0,7278.0,7.278,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Lekhpharsa,28.458972,81.78546624,,8,N0-P0-K0,6673.0,6.673,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Lekhpharsa,28.46930445,81.79762411,,8,N0-P0-K0,4251.0,4.251,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-1,28.43692502,81.7999257,,7,N0-P60-K40,7173.0,7.173,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-1,28.449255,81.79295056,,7,N0-P60-K40,7207.0,7.207,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-1,28.43690916,81.80009407,,8,N0-P0-K0,8037.0,8.037,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-1,28.44924491,81.79294438,,8,N0-P0-K0,6408.0,6.408,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-2,28.41949354,81.79053942,,7,N0-P60-K40,6366.0,6.366,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-2,28.42833879,81.80326607,,7,N0-P60-K40,5606.0,5.606,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-2,28.41951416,81.79047363,,8,N0-P0-K0,6116.0,6.116,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-2,28.42833446,81.80325811,,8,N0-P0-K0,5607.0,5.607,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-7,28.44627709,81.81803668,,7,N0-P60-K40,6551.0,6.551,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-8,28.43198979,81.80341761,,7,N0-P60-K40,8593.0,8.593,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-8,28.44624253,81.81802132,,8,N0-P0-K0,6202.0,6.202,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Maintada-9,28.43196607,81.80337762,,8,N0-P0-K0,7539.0,7.539,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Ramghat,28.48771163,81.73949259,,7,N0-P60-K40,7922.0,7.922,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Ramghat,28.48759359,81.74483701,,7,N0-P60-K40,8530.0,8.53,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Ramghat,28.49009298,81.74304654,,7,N0-P60-K40,7379.0,7.379,0–60–40 (−N)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Ramghat,28.48771316,81.73949597,,8,N0-P0-K0,6388.0,6.388,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Ramghat,28.48760256,81.74483375,,8,N0-P0-K0,7545.0,7.545,0–0–0 (unfertilized control)
2018,"2018 N source, timing and FYM trial",trial,Surkhet,Ramghat,28.49008993,81.74304734,,8,N0-P0-K0,6315.0,6.315,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Dang,Dhikpur,28.027227194979787,82.3704420402646,All maize,T1,N0-P0-K0,5030.0,5.03,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Dang,Dhikpur,28.053381540812552,82.37643694505095,All maize,T1,N0-P0-K0,6060.0,6.06,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Dang,Dhikpur,28.02741285413504,82.37051856704056,All maize,T2,N0-P60-K40,5666.0,5.666,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Dang,Dhikpur,28.05342990439385,82.37639226950705,All maize,T2,N0-P60-K40,8464.0,8.464,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Dang,Laxmipur,27.97621116042137,82.46378995478153,All maize,T1,N0-P0-K0,6250.0,6.25,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Dang,Laxmipur,27.98073340673,82.46873075142503,All maize,T1,N0-P0-K0,5502.0,5.502,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Dang,Laxmipur,27.97619762364775,82.4638696666807,All maize,T2,N0-P60-K40,9664.0,9.664,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Dang,Laxmipur,27.980776615440845,82.46860351413488,All maize,T2,N0-P60-K40,7175.0,7.175,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Dang,Panchakule,28.133885068818927,82.11858672089875,All maize,T1,N0-P0-K0,6280.0,6.28,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Dang,Panchakule,28.13387635163963,82.11869300343096,All maize,T2,N0-P60-K40,6709.0,6.709,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Dang,Panchakule,28.134833313524723,82.1229044906795,All maize,T2,N0-P60-K40,10569.0,10.569,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Dang,Shantinagar,28.157768421806395,82.22700856626034,All maize,T1,N0-P0-K0,5979.0,5.979,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Dang,Shantinagar,28.17370459903032,82.22814749926329,All maize,T1,N0-P0-K0,5499.0,5.499,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Dang,Shantinagar,28.157743820920587,82.22711727954447,All maize,T2,N0-P60-K40,8250.0,8.25,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Dang,Shantinagar,28.1738012842834,82.22801079042256,All maize,T2,N0-P60-K40,6509.0,6.509,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Dang,Shreegau,28.112202384509143,82.18938488513231,All maize,T1,N0-P0-K0,4486.0,4.486,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Dang,Shreegau,28.10725006274879,82.1829616650939,All maize,T1,N0-P0-K0,4690.0,4.69,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Dang,Shreegau,28.111956124193966,82.18922034837306,All maize,T2,N0-P60-K40,6697.0,6.697,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Dang,Shreegau,28.107286524027582,82.18289016745985,All maize,T2,N0-P60-K40,5839.0,5.839,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Doti,Chhatiwan,29.08019632101059,80.59007694013417,All maize,T1,N0-P0-K0,6923.0,6.923,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Doti,Chhatiwan,29.081268492154777,80.59117102995515,All maize,T1,N0-P0-K0,6815.68,6.81568,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Doti,Chhatiwan,29.080195231363177,80.59006621129811,All maize,T2,N0-P60-K40,8741.0,8.741,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Doti,Chhatiwan,29.08129904419184,80.59114772826433,All maize,T2,N0-P60-K40,7647.33,7.64733,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Doti,Dipayal,29.254670538939536,80.93258094973862,All maize,T1,N0-P0-K0,6523.0,6.523,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Doti,Dipayal,29.25473981536925,80.93242982402444,All maize,T1,N0-P0-K0,8115.86,8.11586,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Doti,Dipayal,29.25459753256291,80.93237995170057,All maize,T2,N0-P60-K40,7649.88,7.6498800000000005,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Doti,Dipayal,29.25473872572184,80.93260710127652,All maize,T2,N0-P60-K40,9566.44,9.56644,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Doti,Dipayal,29.254757626913488,80.93254138715565,All maize,T2,N0-P60-K40,8998.78,8.99878,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Doti,Ghanteshwor,29.11762692499906,80.59968645684421,All maize,T1,N0-P0-K0,8141.0,8.141,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Doti,Ghanteshwor,29.12973345257342,80.57958221063018,All maize,T1,N0-P0-K0,6505.0,6.505,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Doti,Ghanteshwor,29.12357355002314,80.57457234710455,All maize,T1,N0-P0-K0,7333.0,7.333,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Doti,Ghanteshwor,29.125495604239404,80.57586953043938,All maize,T1,N0-P0-K0,6423.0,6.423,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Doti,Ghanteshwor,29.124924377538264,80.57595460675657,All maize,T1,N0-P0-K0,7733.0,7.733,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Doti,Ghanteshwor,29.11754821892828,80.59964127838612,All maize,T2,N0-P60-K40,10564.0,10.564,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Doti,Ghanteshwor,29.12963810842484,80.57974104769528,All maize,T2,N0-P60-K40,7656.0,7.656,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Doti,Ghanteshwor,29.12406644783914,80.57480745948851,All maize,T2,N0-P60-K40,8658.0,8.658,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Doti,Ghanteshwor,29.12549153901637,80.57578621432185,All maize,T2,N0-P60-K40,7215.0,7.215,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Doti,Ghanteshwor,29.124933471903205,80.57591051794589,All maize,T2,N0-P60-K40,8070.0,8.07,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Kavre,Bhakundebesi,,,All maize,T1,N0-P0-K0,3172.093,3.172093,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Kavre,Bhakundebesi,27.55687133409083,85.66755250096321,All maize,T1,N0-P0-K0,2681.421,2.681421,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Kavre,Bhakundebesi,,,All maize,T2,N0-P60-K40,4862.79,4.86279,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Kavre,Bhakundebesi,27.556984783150256,85.66748678684235,All maize,T2,N0-P60-K40,4152.733,4.1527330000000005,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Kavre,Rabiopi,27.65032968018204,85.57625262066722,All maize,T1,N0-P0-K0,3415.116,3.415116,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Kavre,Rabiopi,,,All maize,T1,N0-P0-K0,3197.67,3.19767,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Kavre,Rabiopi,,,All maize,T1,N0-P0-K0,3197.674,3.197674,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Kavre,Rabiopi,,,All maize,T1,N0-P0-K0,3560.078,3.560078,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Kavre,Rabiopi,27.650303319096565,85.57623107917607,All maize,T2,N0-P60-K40,3893.023,3.8930230000000003,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Kavre,Rabiopi,,,All maize,T2,N0-P60-K40,3543.02,3.54302,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Kavre,Rabiopi,,,All maize,T2,N0-P60-K40,3543.023,3.5430230000000003,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Kavre,Rabiopi,,,All maize,T2,N0-P60-K40,4162.016,4.1620159999999995,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Makwanpur,Radha Tiwari,,,All maize,T1,N0-P0-K0,2742.32,2.7423200000000003,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Makwanpur,Radha Tiwari,,,All maize,T2,N0-P60-K40,4570.54,4.57054,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Nuwakot,Dip Acharya,27.88490277249366,85.15011859126389,All maize,T1,N0-P0-K0,6008.915,6.008915,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Nuwakot,Dip Acharya,27.88494376000017,85.15008791349828,All maize,T2,N0-P60-K40,8418.527,8.418527,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Nuwakot,Ramchandra Acharya,27.88436595350504,85.15049275942147,All maize,T1,N0-P0-K0,1620.814,1.620814,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Nuwakot,Ramchandra Acharya,27.884327019564807,85.15047105029225,All maize,T2,N0-P60-K40,1773.721,1.773721,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Palpa,Chidi pani,27.845119703561068,83.63194227218628,All maize,T1,N0-P0-K0,8080.0,8.08,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Palpa,Chidi pani,27.88846591953188,83.46477535553277,All maize,T1,N0-P0-K0,8018.818182,8.018818182,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Palpa,Chidi pani,27.84515746403485,83.63199164159596,All maize,T2,N0-P60-K40,8679.0,8.679,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Palpa,Chidi pani,27.88851055316627,83.46478004939854,All maize,T2,N0-P60-K40,520.0,0.52,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Palpa,Devinagar,27.808234803378586,83.69885492138565,All maize,T1,N0-P0-K0,4836.30303,4.83630303,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Palpa,Devinagar,27.81032185535878,83.69493051432073,All maize,T1,N0-P0-K0,6483.852273,6.483852273,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Palpa,Devinagar,27.808432239107788,83.69881502352655,All maize,T2,N0-P60-K40,6416.780303,6.4167803029999995,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Palpa,Devinagar,27.81038052868098,83.69500033557415,All maize,T2,N0-P60-K40,8968.295455,8.968295455,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Palpa,Khasyauli,,,All maize,T1,N0-P0-K0,5869.181818,5.869181818,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Palpa,Khasyauli,27.884576926007867,83.47849837504327,All maize,T1,N0-P0-K0,5869.181818,5.869181818,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Palpa,Khasyauli,,,All maize,T2,N0-P60-K40,5015.151515,5.0151515149999994,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Palpa,Khasyauli,27.884704833850265,83.47849292680621,All maize,T2,N0-P60-K40,5015.1515,5.0151515,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Salyan,Jhuplal gharti,28.21787660010159,82.38465665839612,All maize,T1,N0-P0-K0,6973.0,6.973,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Salyan,Jhuplal gharti,28.217884353362024,82.38481851294637,All maize,T2,N0-P60-K40,9213.0,9.213,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Salyan,Sharadha sharma,28.22917909361422,82.35295621678233,All maize,T2,N0-P60-K40,13129.0,13.129,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Babiyachaur,28.805238464847207,81.40049868263304,All maize,T2,N0-P60-K40,9925.28,9.92528,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Babiyachaur,28.80516172852367,81.39931633137167,All maize,T2,N0-P60-K40,10051.36,10.05136,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Kalyan,28.504110923968256,81.73823112621903,All maize,T1,N0-P0-K0,6816.0,6.816,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Kalyan,28.498787744902074,81.74570887349546,All maize,T1,N0-P0-K0,7138.0,7.138,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Kalyan,28.504104427993298,81.7382484767586,All maize,T2,N0-P60-K40,7082.0,7.082,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Kalyan,28.498787409625947,81.74572127871215,All maize,T2,N0-P60-K40,8648.0,8.648,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Kunathari,28.71532666962593,81.50968914851546,All maize,T1,N0-P0-K0,6278.0,6.278,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Kunathari,28.71321028098464,81.50711867026985,All maize,T1,N0-P0-K0,7148.0,7.148,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Kunathari,28.71532189194113,81.50969065725803,All maize,T2,N0-P60-K40,6736.0,6.736,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Kunathari,28.713134760037065,81.5071140602231,All maize,T2,N0-P60-K40,8005.0,8.005,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Lekhpharsa,28.462252663448453,81.78157168440521,All maize,T1,N0-P0-K0,6659.0,6.659,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Lekhpharsa,28.467979137785733,81.79958498105407,All maize,T1,N0-P0-K0,5270.0,5.27,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Lekhpharsa,28.46216880250722,81.78147537633777,All maize,T2,N0-P60-K40,8260.0,8.26,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Lekhpharsa,28.467982490547,81.79963166825473,All maize,T2,N0-P60-K40,6293.0,6.293,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Maintada-2,28.448478640057147,81.79668023250997,All maize,T1,N0-P0-K0,4447.0,4.447,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Maintada-2,28.44709855969996,81.79615627974272,All maize,T1,N0-P0-K0,4688.0,4.688,0–0–0 (unfertilized control)
2019,2019 T1-T10 core trial,trial,Surkhet,Maintada-2,28.44847763422877,81.79668501019478,All maize,T2,N0-P60-K40,5635.0,5.635,0–60–40 (−N)
2019,2019 T1-T10 core trial,trial,Surkhet,Maintada-2,28.4470796585083,81.7961414437741,All maize,T2,N0-P60-K40,4639.0,4.639,0–60–40 (−N)
