year,study,district,site,N_rate_kg_ha,mean_yield_t_ha,sd_yield_t_ha,n_observations
2019,2019 T1-T10 core trial,Surkhet,Lekhpharsa,60,8.901,0.9998489885977774,2
2019,2019 T1-T10 core trial,Surkhet,Lekhpharsa,120,11.512,1.5386643558619282,2
2019,2019 T1-T10 core trial,Surkhet,Lekhpharsa,180,10.381,0.11455129855222002,2
2019,2019 T1-T10 core trial,Surkhet,Lekhpharsa,210,10.616,0.3379970414071689,2
2019,2019 T1-T10 core trial,Surkhet,Maintada-2,0,5.1370000000000005,0.7042783540618014,2
2019,2019 T1-T10 core trial,Surkhet,Maintada-2,60,8.004999999999999,0.34648232278140784,2
2019,2019 T1-T10 core trial,Surkhet,Maintada-2,120,7.170999999999999,0.9008540392316612,2
2019,2019 T1-T10 core trial,Surkhet,Maintada-2,180,7.218,0.08626702730475871,2
2019,2019 T1-T10 core trial,Surkhet,Maintada-2,210,7.314500000000001,0.6017478707897516,2
2019,2019 T1-T10 core trial,Surkhet,Ramghat,0,8.2078,1.8175492290444295,5
2019,2019 T1-T10 core trial,Surkhet,Ramghat,60,11.2098,1.297492851618074,5
2019,2019 T1-T10 core trial,Surkhet,Ramghat,120,11.3086,1.3607293265010492,5
2019,2019 T1-T10 core trial,Surkhet,Ramghat,180,11.3504,1.3407679888780166,5
2019,2019 T1-T10 core trial,Surkhet,Ramghat,210,9.9336,1.6426885888688705,5
