year,study,dataset_type,district,site,latitude,longitude,variety,variety_group,treatment_code,treatment,treatment_role,N_rate_kg_ha,P_rate_kg_ha,K_rate_kg_ha,adjusted_yield_kg_ha,yield_t_ha
2017,2017 core trial,trial,Dang,Hapur,28.09343833,82.42835167,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,7851.0,7.851
2017,2017 core trial,trial,Dang,Hapur,28.09130333,82.42668833,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,5796.0,5.796
2017,2017 core trial,trial,Dang,Hapur,28.09355,82.428395,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,3965.0,3.965
2017,2017 core trial,trial,Dang,Hapur,28.09199667,82.42631667,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,6125.0,6.125
2017,2017 core trial,trial,Dang,Hapur,28.09355333,82.42846333,Hybrid-Rajkumar,Hybrid,8,N210-P60-K40,other,210,60.0,40.0,5161.0,5.161
2017,2017 core trial,trial,Dang,Laxmipur,27.98071,82.46870833,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,7359.0,7.359
2017,2017 core trial,trial,Dang,Laxmipur,27.990925,82.51826,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,3931.0,3.931
2017,2017 core trial,trial,Dang,Laxmipur,27.96782,82.489,Hybrid-Rajkumar,Hybrid,2,N0-P60-K40,n_omission,0,60.0,40.0,6227.0,6.227
2017,2017 core trial,trial,Dang,Laxmipur,27.98076,82.46850833,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,5758.0,5.758
2017,2017 core trial,trial,Dang,Laxmipur,27.99107667,82.51842167,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,6598.0,6.598
2017,2017 core trial,trial,Dang,Laxmipur,27.967755,82.48899667,Hybrid-Rajkumar,Hybrid,5,N60-P60-K40,other,60,60.0,40.0,7166.0,7.166
2017,2017 core trial,trial,Dang,Laxmipur,27.98060333,82.46865167,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,7082.0,7.082
2017,2017 core trial,trial,Dang,Laxmipur,27.99098833,82.51835333,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,7691.0,7.691
2017,2017 core trial,trial,Dang,Laxmipur,27.96763167,82.488905,Hybrid-Rajkumar,Hybrid,6,N120-P60-K40,government_recommendation,120,60.0,40.0,7035.0,7.035
2017,2017 core trial,trial,Dang,Laxmipur,27.98074,82.46863167,Hybrid-Rajkumar,Hybrid,7,N180-P60-K40,other,180,60.0,40.0,5513.0,5.513
