year,study,dataset_type,district,site,variety_group,comparator_yield_t_ha,treatment_yield_t_ha,latitude,longitude,yield_response_t_ha,relative_yield_pct,strategy_role
2019,2019 Hybrid strategy block,Demo,Dang,Panchakule,Hybrid,7.048647674418605,10.485732558139535,28.13431076472625,82.11810937151313,3.43708488372093,148.762330626838,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Dang,Purandhara,Hybrid,6.731166860465116,7.949930232558138,28.100248742848635,82.28381119435653,1.2187633720930222,118.10627187466285,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Dang,Shantinagar,Hybrid,8.364416860465116,7.45931046511628,28.16602613660507,82.22741936333477,-0.9051063953488363,89.17908551847921,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Dang,Shreegau,Hybrid,9.82718023255814,7.998289534883721,28.10991993988864,82.18613591277972,-1.828890697674419,81.3894662111195,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Doti,Chhatiwan,Hybrid,7.3687720930232565,6.787930232558139,29.08014875371009,80.58989974670112,-0.5808418604651173,92.11752171009526,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Doti,Dipayal,Hybrid,7.674772093023257,6.677283720930232,29.255790319293737,80.9320121537894,-0.9974883720930245,87.00302289106682,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Doti,Ghanteshwor,Hybrid,8.268559263565892,8.025492286821706,29.12715964950621,80.57698792777956,-0.24306697674418665,97.0603466819761,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Kavre,Bhakundebesi,Hybrid,5.44186046511628,6.50755496511628,27.56208888022229,85.64911491237581,1.0656945000000002,119.58327500000001,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Makwanpur,Radha Tiwari,Hybrid,6.9320123953488375,6.605617046511627,,,-0.32639534883721044,95.29147770918281,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Nuwakot,Ramchandra Acharya,Hybrid,6.527906976744186,7.911506186046513,27.884416307788342,85.1507098088041,1.3835992093023268,121.19514285714288,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Palpa,Devinagar,Hybrid,9.906356592186047,8.17281782915,27.808013835456222,83.69922012090683,-1.7335387630360461,82.50074336710804,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Salyan,Ajaya Gharti,Hybrid,11.216279069767445,10.280890697674419,28.217626379337162,82.3845543153584,-0.9353883720930263,91.66043956043954,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Salyan,Prem buda,Hybrid,11.965116279069766,6.766011627906977,28.24864111840725,82.33087853528559,-5.19910465116279,56.54781341107872,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Salyan,Tham kumari mahatara,Hybrid,11.1160011627907,9.482829069767442,28.25886134058237,82.33742413111031,-1.6331720930232585,85.30791721675885,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Babiyachaur,Hybrid,12.835737209302325,13.170345697674419,28.805249969009314,81.40036758966744,0.3346084883720941,102.60685056819015,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Kalyan,Hybrid,8.723546511627907,10.620465116279071,28.503654026426375,81.7383079463616,1.8969186046511641,121.74480989036626,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Kunathari,Hybrid,8.20813953488372,8.264961627906978,28.713504422921687,81.50714054703712,0.056822093023257025,100.69226519337019,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Lekhpharsa,Hybrid,9.169844186046511,7.2702732558139544,28.461757104378194,81.78096035029739,-1.8995709302325565,79.28458879243468,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Maintada-2,Hybrid,3.642953488372093,7.319700000000001,28.448729552328587,81.7967165261507,3.676746511627908,200.92762708510222,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Surkhet,Ramghat,Hybrid,10.607882558139536,12.902643313953488,28.489408798632212,81.74335287767462,2.294760755813952,121.63259956204132,demo_pcu_half_n_hybrid
2019,2019 Hybrid strategy block,Demo,Dang,Dhikpur,Hybrid,8.047448255813952,8.334336627906977,28.028546118875965,82.37392652314156,0.2868883720930242,103.56496075492947,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Dang,Laxmipur,Hybrid,12.28546511627907,9.545386627906977,27.98343421309255,82.49115772778168,-2.7400784883720934,77.69658321896739,demo_udp_reduced_n_hybrid
2019,2019 Hybrid strategy block,Demo,Dang,Panchakule,Hybrid,7.048647674418605,6.540376744186046,28.134346744045608,82.11813946254551,-0.508270930232559,92.78910006983031,demo_udp_reduced_n_hybrid
