year,study,dataset_type,district,site,latitude,longitude,variety,variety_group,treatment_code,source_treatment_label,treatment,treatment_role,N_rate_kg_ha,P_rate_kg_ha,K_rate_kg_ha,grain_moisture_pct,recorded_yield_kg_ha,dry_yield_kg_ha,yield_14pct_kg_ha,yield_t_ha
2017,2017 core trial,Trial,Dang,Dhikpur,28.02713167,82.37542667,Hybrid-Rajkumar,Hybrid-Rajkumar,2,N0-P60-K40,N0-P60-K40,n_omission,0.0,60.0,40.0,,4998.0,,4998.0,4.998
2017,2017 core trial,Trial,Dang,Dhikpur,28.02550667,82.37736667,Hybrid-Rajkumar,Hybrid-Rajkumar,2,N0-P60-K40,N0-P60-K40,n_omission,0.0,60.0,40.0,,4134.0,,4134.0,4.134
2017,2017 core trial,Trial,Dang,Dhikpur,28.09225167,82.42717667,Hybrid-Rajkumar,Hybrid-Rajkumar,2,N0-P60-K40,N0-P60-K40,n_omission,0.0,60.0,40.0,,4051.0,,4051.0,4.051
2017,2017 core trial,Trial,Dang,Dhikpur,28.02712833,82.37541167,Hybrid-Rajkumar,Hybrid-Rajkumar,3,N120-P0-K40,N120-P0-K40,p_omission,120.0,0.0,40.0,,6540.0,,6540.0,6.54
2017,2017 core trial,Trial,Dang,Dhikpur,28.02566,82.37724833,Hybrid-Rajkumar,Hybrid-Rajkumar,3,N120-P0-K40,N120-P0-K40,p_omission,120.0,0.0,40.0,,8487.0,,8487.0,8.487
2017,2017 core trial,Trial,Dang,Dhikpur,28.09230667,82.42718333,Hybrid-Rajkumar,Hybrid-Rajkumar,3,N120-P0-K40,N120-P0-K40,p_omission,120.0,0.0,40.0,,4100.0,,4100.0,4.1
2017,2017 core trial,Trial,Dang,Dhikpur,28.02720333,82.37545333,Hybrid-Rajkumar,Hybrid-Rajkumar,4,N120-P60-K0,N120-P60-K0,k_omission,120.0,60.0,0.0,,8184.0,,8184.0,8.184
2017,2017 core trial,Trial,Dang,Dhikpur,28.02555667,82.37725833,Hybrid-Rajkumar,Hybrid-Rajkumar,4,N120-P60-K0,N120-P60-K0,k_omission,120.0,60.0,0.0,,2437.0,,2437.0,2.437
2017,2017 core trial,Trial,Dang,Dhikpur,28.092295,82.42707333,Hybrid-Rajkumar,Hybrid-Rajkumar,4,N120-P60-K0,N120-P60-K0,k_omission,120.0,60.0,0.0,,4244.0,,4244.0,4.244
2017,2017 core trial,Trial,Dang,Dhuruwa,28.02122333,82.32465667,Hybrid-Rajkumar,Hybrid-Rajkumar,2,N0-P60-K40,N0-P60-K40,n_omission,0.0,60.0,40.0,,4456.0,,4456.0,4.456
