year,study,dataset_type,district,site,government_recommendation,n_omission,latitude,longitude,response_t_ha,nutrient,yield_response_t_ha,AE_N_kg_kg,p_omission,AE_P_kg_kg,k_omission,AE_K_kg_kg
2019,2019 T1-T10 core trial,Trial,Palpa,Chidi pani,7.849728665302326,,27.86684374208562,83.54842000175267,-1.8989690091162785,P,-1.8989690091162785,,9.748697674418604,-31.64948348527131,,
2019,2019 T1-T10 core trial,Trial,Palpa,Devinagar,8.501498065104652,,27.809378776000813,83.69689368177205,-0.3777286635581376,P,-0.3777286635581376,,8.87922672866279,-6.2954777259689605,,
2019,2019 T1-T10 core trial,Trial,Palpa,Khasyauli,7.471317812616279,,27.88471700856462,83.47856123931706,0.37320926868604687,P,0.37320926868604687,,7.098108543930232,6.220154478100781,,
2019,2019 T1-T10 core trial,Trial,Salyan,Jhuplal gharti,10.973156976744189,,28.21795323165134,82.38485350739211,1.4844883720930273,P,1.4844883720930273,,9.488668604651162,24.74147286821712,,
2019,2019 T1-T10 core trial,Trial,Salyan,Sharadha sharma,,,28.229103970807046,82.3528173705563,,P,,,12.645348837209303,,,
2019,2019 T1-T10 core trial,Trial,Surkhet,Babiyachaur,12.879354279069767,,28.805147510720417,81.39991896925494,-0.5376693546511628,P,-0.5376693546511628,,13.41702363372093,-8.961155910852714,,
2019,2019 T1-T10 core trial,Trial,Surkhet,Kalyan,9.480886627906976,,28.501477151876315,81.74196859588847,0.20263430232558122,P,0.20263430232558122,,9.278252325581395,3.37723837209302,,
2019,2019 T1-T10 core trial,Trial,Surkhet,Kunathari,8.941865697674418,,28.714269753545523,81.5084210713394,-1.1070511627906985,P,-1.1070511627906985,,10.048916860465116,-18.45085271317831,,
2019,2019 T1-T10 core trial,Trial,Surkhet,Lekhpharsa,11.779534883720931,,28.46506261266768,81.7904415819794,1.6078668604651192,P,1.6078668604651192,,10.171668023255812,26.797781007751986,,
2019,2019 T1-T10 core trial,Trial,Surkhet,Maintada-2,7.337687209302326,,28.447825155453756,81.79641132010147,-0.14919651162790704,P,-0.14919651162790704,,7.4868837209302335,-2.486608527131784,,
2019,2019 T1-T10 core trial,Trial,Surkhet,Ramghat,11.571568139534884,,28.489948470611125,81.74420726392418,2.260734186046511,P,2.260734186046511,,9.310833953488373,37.67890310077518,,
2017,2017 core trial,Trial,Dang,Dhikpur,8.320666666666666,,28.048405,82.39324999666667,3.365666666666667,K,3.365666666666667,,,,4.954999999999999,84.14166666666668
2017,2017 core trial,Trial,Dang,Dhuruwa,6.657333333333334,,28.02734666666667,82.32576027833335,0.29966666666666697,K,0.29966666666666697,,,,6.357666666666667,7.491666666666674
2017,2017 core trial,Trial,Dang,Hapur,7.8815,,28.092465415,82.4274216675,3.649,K,3.649,,,,4.2325,91.225
2017,2017 core trial,Trial,Dang,Laxmipur,7.269333333333333,,27.979778333333336,82.49194916666667,1.447,K,1.447,,,,5.822333333333333,36.175
2017,2017 core trial,Trial,Dang,Panchakule,8.504,,28.1337762525,82.1132870825,0.7609999999999992,K,0.7609999999999992,,,,7.743,19.02499999999998
2017,2017 core trial,Trial,Dang,Pawannagar,6.501333333333332,,28.163705556666667,82.25669861166668,-0.4416666666666682,K,-0.4416666666666682,,,,6.9430000000000005,-11.041666666666705
2017,2017 core trial,Trial,Dang,Purandhara,7.3870000000000005,,28.19172639,82.09884472333333,0.5973333333333342,K,0.5973333333333342,,,,6.789666666666666,14.933333333333355
2017,2017 core trial,Trial,Dang,Shantinagar,9.0765,,28.164460834166665,82.22883833499999,0.3384999999999998,K,0.3384999999999998,,,,8.738,8.462499999999995
2017,2017 core trial,Trial,Dang,Shreegau,6.155333333333334,,28.106413888333336,82.17908722166666,-0.176333333333333,K,-0.176333333333333,,,,6.331666666666667,-4.408333333333325
2017,2017 core trial,Trial,Surkhet,Babiyachaur,11.13665,,28.816812274999997,81.40491888333332,-0.6410833333333326,K,-0.6410833333333326,,,,11.777733333333332,-16.027083333333316
2017,2017 core trial,Trial,Surkhet,Gadhi,11.00835,,28.6461546225,81.60291094249999,-0.4350000000000005,K,-0.4350000000000005,,,,11.44335,-10.875000000000012
2017,2017 core trial,Trial,Surkhet,Ghumkhare,10.114433333333332,,28.439503433333336,81.89756893333333,-0.3755666666666677,K,-0.3755666666666677,,,,10.49,-9.389166666666693
2017,2017 core trial,Trial,Surkhet,Guthu,11.455566666666668,,28.843891533333334,81.30402655,0.2778000000000027,K,0.2778000000000027,,,,11.177766666666665,6.945000000000067
2017,2017 core trial,Trial,Surkhet,Kalyan,9.803333333333333,,28.502895283333334,81.73769709999999,0.3033333333333328,K,0.3033333333333328,,,,9.5,7.58333333333332
2017,2017 core trial,Trial,Surkhet,Lekhpharsa,9.904433333333332,,28.473887316666666,81.80858163333333,-0.3822333333333354,K,-0.3822333333333354,,,,10.286666666666667,-9.555833333333386
