year,study,dataset_type,district,site,government_recommendation,n_omission,latitude,longitude,response_t_ha
2019,2019 T1-T10 core trial,Trial,Dang,Dhikpur,8.777121511627907,7.228915116279069,28.040327512426302,82.37347383750603,1.5482063953488385
2019,2019 T1-T10 core trial,Trial,Dang,Laxmipur,11.619877325581394,8.489523837209301,27.978487475775182,82.46625130064785,3.1303534883720925
2019,2019 T1-T10 core trial,Trial,Dang,Panchakule,9.917432558139534,8.839681395348837,28.134322289843112,82.12076331255957,1.0777511627906975
2019,2019 T1-T10 core trial,Trial,Dang,Shantinagar,8.61302034883721,7.448930232558139,28.165802172152326,82.22751460270956,1.1640901162790716
2019,2019 T1-T10 core trial,Trial,Dang,Shreegau,8.656330813953488,6.41404534883721,28.109610008541495,82.18605806585401,2.2422854651162787
2019,2019 T1-T10 core trial,Trial,Doti,Chhatiwan,9.414713546511628,8.098835697674419,29.080788869177923,80.59056403348222,1.315877848837209
2019,2019 T1-T10 core trial,Trial,Doti,Dipayal,8.507053310077518,8.59045569767442,29.254705267958343,80.93252466525882,-0.08340238759690166
2019,2019 T1-T10 core trial,Trial,Doti,Ghanteshwor,9.174986976744185,8.325494186046512,29.124538449570537,80.5812612567097,0.8494927906976724
2019,2019 T1-T10 core trial,Trial,Kavre,Bhakundebesi,8.723448191860466,4.507763058139535,27.5569936260581,85.66746931057423,4.215685133720932
2019,2019 T1-T10 core trial,Trial,Kavre,Rabiopi,7.813370494186046,3.7852552180232557,27.650288147851825,85.57620677165687,4.02811527616279
2019,2019 T1-T10 core trial,Trial,Makwanpur,Radha Tiwari,6.698701836046512,4.570539779069768,,,2.128162056976744
2019,2019 T1-T10 core trial,Trial,Nuwakot,Dip Acharya,6.801547209302324,8.41852391860465,27.88492251187563,85.1501188846305,-1.6169767093023264
2019,2019 T1-T10 core trial,Trial,Nuwakot,Ramchandra Acharya,8.012322523255815,1.7737178720930233,27.88433014182374,85.15046836808324,6.238604651162792
2019,2019 T1-T10 core trial,Trial,Palpa,Chidi pani,7.849728665302326,8.864534882232558,27.866841395152733,83.54838381288573,-1.014806216930232
2019,2019 T1-T10 core trial,Trial,Palpa,Devinagar,8.501498065104652,7.871434107005815,27.80937292962335,83.69690275518224,0.6300639580988374
2019,2019 T1-T10 core trial,Trial,Palpa,Khasyauli,7.471317812616279,5.131782948837209,27.884687294717878,83.47848374862224,2.33953486377907
2019,2019 T1-T10 core trial,Trial,Salyan,Jhuplal gharti,10.973156976744189,9.42674418604651,28.21789258858189,82.384795085527,1.5464127906976781
2019,2019 T1-T10 core trial,Trial,Salyan,Sharadha sharma,,11.232558139534884,28.229172786232084,82.35286355484277,
2019,2019 T1-T10 core trial,Trial,Surkhet,Babiyachaur,12.879354279069767,10.220610465116279,28.805162797216326,81.3999139610678,2.658743813953489
2019,2019 T1-T10 core trial,Trial,Surkhet,Kalyan,9.480886627906976,8.047848837209303,28.501456595258787,81.7419852130115,1.4330377906976732
2019,2019 T1-T10 core trial,Trial,Surkhet,Kunathari,8.941865697674418,7.542087209302327,28.714272551005706,81.50841878727078,1.3997784883720907
2019,2019 T1-T10 core trial,Trial,Surkhet,Lekhpharsa,11.779534883720931,7.4454244186046505,28.465052313404158,81.79047137964517,4.3341104651162805
2019,2019 T1-T10 core trial,Trial,Surkhet,Maintada-2,7.337687209302326,5.256697093023256,28.44781025662087,81.79641427472234,2.0809901162790707
2019,2019 T1-T10 core trial,Trial,Surkhet,Ramghat,11.571568139534884,8.400393488372092,28.489944744855165,81.74422252736986,3.171174651162792
