year,study,dataset_type,district,site,treatment_yield_t_ha,N_rate_kg_ha,latitude,longitude,y_0PK_t_ha,treatment_role,yield_response_vs_0PK_t_ha,AE_N_vs_0PK_kg_kg,relative_yield_vs_0PK_pct,group
2018,"2018 N source, timing and FYM trial",Trial,Dang,Dhuruwa,7.119220930232558,78.0,28.021492965,82.324660335,3.566046511627907,udp_reduced_n,3.5531744186046508,45.55351818723911,199.63903743315507,UDP
2018,"2018 N source, timing and FYM trial",Trial,Dang,Hapur,8.101054263565892,78.0,28.09047699333333,82.42110061666666,5.334282945736434,udp_reduced_n,2.766771317829458,35.47142715165972,151.86772703988026,UDP
2018,"2018 N source, timing and FYM trial",Trial,Dang,Laxmipur,7.588627906976744,78.0,27.97779669666667,82.46366051,6.363593023255814,udp_reduced_n,1.2250348837209302,15.705575432319616,119.25067928203498,UDP
2018,"2018 N source, timing and FYM trial",Trial,Dang,Panchakaule,8.189779069767443,78.0,28.1161714875,82.16632461500001,7.585732558139535,udp_reduced_n,0.6040465116279083,7.744186046511645,107.96292918315137,UDP
2018,"2018 N source, timing and FYM trial",Trial,Dang,Pawannagar,6.371147286821706,78.0,28.17050383,82.26030866666667,4.261496124031008,udp_reduced_n,2.1096511627906978,27.046809779367916,149.50494148977776,UDP
2018,"2018 N source, timing and FYM trial",Trial,Dang,Purandhara,6.922352713178294,78.0,28.187570840000003,82.09807815666666,8.07782945736434,udp_reduced_n,-1.1554767441860454,-14.813804412641607,85.6957026601666,UDP
2018,"2018 N source, timing and FYM trial",Trial,Dang,Shantinagar,7.599906976744187,78.0,28.16556479,82.22556162666666,6.575282945736434,udp_reduced_n,1.024624031007753,13.136205525740424,115.58296486194777,UDP
2018,"2018 N source, timing and FYM trial",Trial,Doti,Chattiwan,6.6352596899224805,78.0,29.082113563333333,80.59342869666666,5.561558139534884,udp_reduced_n,1.0737015503875966,13.765404492148674,119.3057686973563,UDP
2018,"2018 N source, timing and FYM trial",Trial,Doti,Ghantesori,8.38201550387597,78.0,29.144228776666665,80.60344345666667,7.97891472868217,udp_reduced_n,0.40310077519379917,5.167958656330758,105.05207523705893,UDP
2018,"2018 N source, timing and FYM trial",Trial,Kavre,Anekot,6.124457364341086,78.0,27.660590940000002,85.58979520999999,5.003658914728682,udp_reduced_n,1.120798449612404,14.369210892466716,122.39957736354172,UDP
2018,"2018 N source, timing and FYM trial",Trial,Kavre,Bhakundebesi,7.486821705426357,78.0,27.55788455,85.66637479333333,7.969186046511628,udp_reduced_n,-0.4823643410852707,-6.184158219041932,93.9471316359038,UDP
2018,"2018 N source, timing and FYM trial",Trial,Kavre,Rabiopi,9.101744186046512,78.0,27.647578776666666,85.56454525666668,8.982558139534882,udp_reduced_n,0.11918604651162923,1.5280262373285798,101.32686084142397,UDP
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Babiyachaur,9.343151162790697,78.0,28.804885553333335,81.39948782,8.997201550387596,udp_reduced_n,0.3459496124031016,4.435251441065406,103.84508016704592,UDP
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Gadhi,8.615612403100775,78.0,28.63958361666667,81.59303046666666,7.23532558139535,udp_reduced_n,1.3802868217054245,17.69598489365929,119.07705197475346,UDP
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Guthu,9.45860465116279,78.0,28.83352369,81.30618695,7.3305,udp_reduced_n,2.128104651162791,27.283392963625527,129.03082533473557,UDP
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Kalyan,8.822426356589148,78.0,28.504846643333334,81.73684390666666,7.7328565891472865,udp_reduced_n,1.0895697674418612,13.968843172331553,114.09013286203992,UDP
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Kunathari,8.436802325581395,78.0,28.712948323333336,81.51050911666667,8.095593023255814,udp_reduced_n,0.34120930232558067,4.374478234943342,104.21475364862593,UDP
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Lekhpharsa,8.495678294573644,78.0,28.465016610000003,81.7950669,8.376213178294574,udp_reduced_n,0.11946511627906986,1.53160405485987,101.42624254822742,UDP
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Maintada-1,8.532558139534883,78.0,28.44309542,81.79642055,7.342633720930232,udp_reduced_n,1.189924418604651,15.255441264162192,116.20568945462665,UDP
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Maintada-2,8.913023255813954,78.0,28.423897349999997,81.79691410999999,6.901953488372093,udp_reduced_n,2.011069767441861,25.78294573643412,129.137689363308,UDP
2018,"2018 N source, timing and FYM trial",Trial,Surkhet,Ramghat,9.23144573643411,78.0,28.4884555,81.74246454666667,8.122302325581396,udp_reduced_n,1.1091434108527132,14.21978731862453,113.65552975490013,UDP
