study_key,study_id,source_file,field,column_used,n_rows,n_non_missing,n_missing,pct_missing
4.bogati_2021_NE_m_n | PIIS240584402102199X.pdf,4.bogati_2021_NE_m_n,PIIS240584402102199X.pdf,soil_n,,2,0,2,100.0
4.bogati_2021_NE_m_n | PIIS240584402102199X.pdf,4.bogati_2021_NE_m_n,PIIS240584402102199X.pdf,soil_p,,2,0,2,100.0
4.bogati_2021_NE_m_n | PIIS240584402102199X.pdf,4.bogati_2021_NE_m_n,PIIS240584402102199X.pdf,soil_k,,2,0,2,100.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,grain_yield,grain_yield_Mg_ha,2,2,0,0.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,n_rate,N_rate_kg_ha,2,0,2,100.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,p_rate,P2O5_rate_kg_ha,2,0,2,100.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,k_rate,K2O_rate_kg_ha,2,0,2,100.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,treatment_group,treatment_group,2,2,0,0.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,season,season,2,2,0,0.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,district,district,2,2,0,0.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,site,site,2,2,0,0.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,agroecology,agroecology,2,0,2,100.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,latitude,latitude,2,2,0,0.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,longitude,longitude,2,2,0,0.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,soil_ph,,2,0,2,100.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,soil_organic,,2,0,2,100.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,soil_n,,2,0,2,100.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,soil_p,,2,0,2,100.0
6.khanal_2018_ne_m_n | 40-IJEAB-DEC-2018-21-Productivityand.pdf,6.khanal_2018_ne_m_n,40-IJEAB-DEC-2018-21-Productivityand.pdf,soil_k,,2,0,2,100.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",grain_yield,grain_yield_Mg_ha,10,10,0,0.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",n_rate,N_rate_kg_ha,10,0,10,100.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",p_rate,P2O5_rate_kg_ha,10,0,10,100.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",k_rate,K2O_rate_kg_ha,10,0,10,100.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",treatment_group,treatment_group,10,10,0,0.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",season,season,10,10,0,0.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",district,district,10,10,0,0.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",site,site,10,10,0,0.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",agroecology,agroecology,10,0,10,100.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",latitude,latitude,10,10,0,0.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",longitude,longitude,10,10,0,0.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",soil_ph,,10,0,10,100.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",soil_organic,,10,0,10,100.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",soil_n,,10,0,10,100.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",soil_p,,10,0,10,100.0
"19.adhikary_2020_fert-rate_m_n | jibanshrestha1,+Article-31 (1).pdf",19.adhikary_2020_fert-rate_m_n,"jibanshrestha1,+Article-31 (1).pdf",soil_k,,10,0,10,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,grain_yield,grain_yield_Mg_ha,4,0,4,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,n_rate,N_rate_kg_ha,4,0,4,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,p_rate,P2O5_rate_kg_ha,4,0,4,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,k_rate,K2O_rate_kg_ha,4,0,4,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,treatment_group,treatment_group,4,0,4,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,season,season,4,4,0,0.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,district,district,4,4,0,0.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,site,site,4,4,0,0.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,agroecology,agroecology,4,0,4,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,latitude,latitude,4,4,0,0.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,longitude,longitude,4,4,0,0.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,soil_ph,,4,0,4,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,soil_organic,,4,0,4,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,soil_n,,4,0,4,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,soil_p,,4,0,4,100.0
33.dahal_2018_ne_m-w_n,33.dahal_2018_ne_m-w_n,,soil_k,,4,0,4,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,grain_yield,grain_yield_Mg_ha,3,0,3,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,n_rate,N_rate_kg_ha,3,0,3,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,p_rate,P2O5_rate_kg_ha,3,0,3,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,k_rate,K2O_rate_kg_ha,3,0,3,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,treatment_group,treatment_group,3,0,3,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,season,season,3,3,0,0.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,district,district,3,3,0,0.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,site,site,3,3,0,0.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,agroecology,agroecology,3,0,3,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,latitude,latitude,3,3,0,0.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,longitude,longitude,3,3,0,0.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,soil_ph,,3,0,3,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,soil_organic,,3,0,3,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,soil_n,,3,0,3,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,soil_p,,3,0,3,100.0
46.gautam_2018_ne_m_n,46.gautam_2018_ne_m_n,,soil_k,,3,0,3,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,grain_yield,grain_yield_Mg_ha,264,263,1,0.3787878787878788
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,n_rate,N_rate_kg_ha,264,0,264,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,p_rate,P2O5_rate_kg_ha,264,0,264,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,k_rate,K2O_rate_kg_ha,264,0,264,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,treatment_group,treatment_group,264,264,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,season,season,264,0,264,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,district,district,264,264,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,site,site,264,264,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,agroecology,agroecology,264,0,264,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,latitude,latitude,264,264,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,longitude,longitude,264,264,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,soil_ph,,264,0,264,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,soil_organic,,264,0,264,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,soil_n,,264,0,264,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,soil_p,,264,0,264,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2017.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2017.csv,soil_k,,264,0,264,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,grain_yield,grain_yield_Mg_ha,512,512,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,n_rate,N_rate_kg_ha,512,0,512,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,p_rate,P2O5_rate_kg_ha,512,0,512,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,k_rate,K2O_rate_kg_ha,512,0,512,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,treatment_group,treatment_group,512,512,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,season,season,512,512,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,district,district,512,512,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,site,site,512,512,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,agroecology,agroecology,512,0,512,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,latitude,latitude,512,512,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,longitude,longitude,512,512,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,soil_ph,,512,0,512,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,soil_organic,,512,0,512,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,soil_n,,512,0,512,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,soil_p,,512,0,512,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials_2017.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials_2017.xlsx,soil_k,,512,0,512,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,grain_yield,grain_yield_Mg_ha,330,330,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,n_rate,N_rate_kg_ha,330,0,330,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,p_rate,P2O5_rate_kg_ha,330,0,330,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,k_rate,K2O_rate_kg_ha,330,0,330,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,treatment_group,treatment_group,330,330,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,season,season,330,0,330,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,district,district,330,330,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,site,site,330,330,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,agroecology,agroecology,330,0,330,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,latitude,latitude,330,330,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,longitude,longitude,330,330,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,soil_ph,,330,0,330,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,soil_organic,,330,0,330,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,soil_n,,330,0,330,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,soil_p,,330,0,330,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo-2018.csv,soil_k,,330,0,330,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,grain_yield,grain_yield_Mg_ha,611,610,1,0.16366612111292964
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,n_rate,N_rate_kg_ha,611,0,611,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,p_rate,P2O5_rate_kg_ha,611,0,611,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,k_rate,K2O_rate_kg_ha,611,0,611,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,treatment_group,treatment_group,611,611,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,season,season,611,0,611,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,district,district,611,611,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,site,site,611,611,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,agroecology,agroecology,611,0,611,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,latitude,latitude,611,611,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,longitude,longitude,611,611,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,soil_ph,,611,0,611,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,soil_organic,,611,0,611,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,soil_n,,611,0,611,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,soil_p,,611,0,611,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_trials-2018.csv,8.pandit_2025_nrate-ntime-udp_m_n,maize_trials-2018.csv,soil_k,,611,0,611,100.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,grain_yield,grain_yield_Mg_ha,8,8,0,0.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,n_rate,N_rate_kg_ha,8,0,8,100.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,p_rate,P2O5_rate_kg_ha,8,0,8,100.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,k_rate,K2O_rate_kg_ha,8,0,8,100.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,treatment_group,treatment_group,8,8,0,0.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,season,season,8,8,0,0.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,district,district,8,8,0,0.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,site,site,8,8,0,0.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,agroecology,agroecology,8,0,8,100.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,latitude,latitude,8,8,0,0.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,longitude,longitude,8,8,0,0.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,soil_ph,,8,0,8,100.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,soil_organic,,8,0,8,100.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,soil_n,,8,0,8,100.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,soil_p,,8,0,8,100.0
10.sapkota_2025_inm_m_n,10.sapkota_2025_inm_m_n,,soil_k,,8,0,8,100.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,grain_yield,grain_yield_Mg_ha,8,0,8,100.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,n_rate,N_rate_kg_ha,8,4,4,50.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,p_rate,P2O5_rate_kg_ha,8,4,4,50.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,k_rate,K2O_rate_kg_ha,8,4,4,50.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,treatment_group,treatment_group,8,0,8,100.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,season,season,8,8,0,0.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,district,district,8,8,0,0.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,site,site,8,8,0,0.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,agroecology,agroecology,8,0,8,100.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,latitude,latitude,8,8,0,0.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,longitude,longitude,8,8,0,0.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,soil_ph,,8,0,8,100.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,soil_organic,,8,0,8,100.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,soil_n,,8,0,8,100.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,soil_p,,8,0,8,100.0
18.rawal_2023_legume_m_n,18.rawal_2023_legume_m_n,,soil_k,,8,0,8,100.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,grain_yield,grain_yield_Mg_ha,7,0,7,100.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,n_rate,N_rate_kg_ha,7,4,3,42.857142857142854
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,p_rate,P2O5_rate_kg_ha,7,4,3,42.857142857142854
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,k_rate,K2O_rate_kg_ha,7,4,3,42.857142857142854
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,treatment_group,treatment_group,7,0,7,100.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,season,season,7,7,0,0.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,district,district,7,7,0,0.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,site,site,7,7,0,0.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,agroecology,agroecology,7,0,7,100.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,latitude,latitude,7,7,0,0.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,longitude,longitude,7,7,0,0.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,soil_ph,,7,0,7,100.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,soil_organic,,7,0,7,100.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,soil_n,,7,0,7,100.0
