study_key,study_id,source_file,field,column_used,n_rows,n_non_missing,n_missing,pct_missing
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,soil_p,,7,0,7,100.0
22.adhikari_2021_n-rate-var_m_n,22.adhikari_2021_n-rate-var_m_n,,soil_k,,7,0,7,100.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,grain_yield,grain_yield_Mg_ha,21,0,21,100.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,n_rate,N_rate_kg_ha,21,21,0,0.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,p_rate,P2O5_rate_kg_ha,21,21,0,0.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,k_rate,K2O_rate_kg_ha,21,21,0,0.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,treatment_group,treatment_group,21,0,21,100.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,season,season,21,21,0,0.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,district,district,21,21,0,0.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,site,site,21,21,0,0.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,agroecology,agroecology,21,0,21,100.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,latitude,latitude,21,21,0,0.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,longitude,longitude,21,21,0,0.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,soil_ph,,21,0,21,100.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,soil_organic,,21,0,21,100.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,soil_n,,21,0,21,100.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,soil_p,,21,0,21,100.0
32.rawal_2024_nrate_m_n,32.rawal_2024_nrate_m_n,,soil_k,,21,0,21,100.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,grain_yield,grain_yield_Mg_ha,18,0,18,100.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,n_rate,N_rate_kg_ha,18,6,12,66.66666666666667
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,p_rate,P2O5_rate_kg_ha,18,6,12,66.66666666666667
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,k_rate,K2O_rate_kg_ha,18,6,12,66.66666666666667
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,treatment_group,treatment_group,18,0,18,100.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,season,season,18,18,0,0.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,district,district,18,18,0,0.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,site,site,18,18,0,0.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,agroecology,agroecology,18,0,18,100.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,latitude,latitude,18,18,0,0.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,longitude,longitude,18,18,0,0.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,soil_ph,,18,0,18,100.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,soil_organic,,18,0,18,100.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,soil_n,,18,0,18,100.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,soil_p,,18,0,18,100.0
39.rawal_2022_fert_m-w_n,39.rawal_2022_fert_m-w_n,,soil_k,,18,0,18,100.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,grain_yield,grain_yield_Mg_ha,24,0,24,100.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,n_rate,N_rate_kg_ha,24,24,0,0.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,p_rate,P2O5_rate_kg_ha,24,24,0,0.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,k_rate,K2O_rate_kg_ha,24,24,0,0.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,treatment_group,treatment_group,24,0,24,100.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,season,season,24,24,0,0.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,district,district,24,24,0,0.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,site,site,24,24,0,0.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,agroecology,agroecology,24,0,24,100.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,latitude,latitude,24,24,0,0.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,longitude,longitude,24,24,0,0.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,soil_ph,,24,0,24,100.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,soil_organic,,24,0,24,100.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,soil_n,,24,0,24,100.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,soil_p,,24,0,24,100.0
40.adhikari_2022_fert-manure_m_n,40.adhikari_2022_fert-manure_m_n,,soil_k,,24,0,24,100.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,grain_yield,grain_yield_Mg_ha,12,0,12,100.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,n_rate,N_rate_kg_ha,12,12,0,0.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,p_rate,P2O5_rate_kg_ha,12,0,12,100.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,k_rate,K2O_rate_kg_ha,12,0,12,100.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,treatment_group,treatment_group,12,0,12,100.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,season,season,12,12,0,0.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,district,district,12,12,0,0.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,site,site,12,12,0,0.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,agroecology,agroecology,12,0,12,100.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,latitude,latitude,12,12,0,0.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,longitude,longitude,12,12,0,0.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,soil_ph,,12,0,12,100.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,soil_organic,,12,0,12,100.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,soil_n,,12,0,12,100.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,soil_p,,12,0,12,100.0
49.marahatta_2020_fert-mulch_m_n,49.marahatta_2020_fert-mulch_m_n,,soil_k,,12,0,12,100.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",grain_yield,grain_yield_Mg_ha,7,7,0,0.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",n_rate,N_rate_kg_ha,7,0,7,100.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",p_rate,P2O5_rate_kg_ha,7,0,7,100.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",k_rate,K2O_rate_kg_ha,7,0,7,100.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",treatment_group,treatment_group,7,7,0,0.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",season,season,7,7,0,0.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",district,district,7,7,0,0.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",site,site,7,7,0,0.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",agroecology,agroecology,7,0,7,100.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",latitude,latitude,7,7,0,0.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",longitude,longitude,7,7,0,0.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",soil_ph,,7,0,7,100.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",soil_organic,,7,0,7,100.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",soil_n,,7,0,7,100.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",soil_p,,7,0,7,100.0
"7.marahatta_2021_nrate-density_m_n | 63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",7.marahatta_2021_nrate-density_m_n,"63-78+Agronomy+Journal+of+Nepal+Vol-5,+2021-68-83.pdf",soil_k,,7,0,7,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,grain_yield,grain_yield_Mg_ha,320,320,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,n_rate,N_rate_kg_ha,320,0,320,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,p_rate,P2O5_rate_kg_ha,320,0,320,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,k_rate,K2O_rate_kg_ha,320,0,320,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,treatment_group,treatment_group,320,320,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,season,season,320,0,320,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,district,district,320,320,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,site,site,320,290,30,9.375
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,agroecology,agroecology,320,0,320,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,latitude,latitude,320,320,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,longitude,longitude,320,320,0,0.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,soil_ph,,320,0,320,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,soil_organic,,320,0,320,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,soil_n,,320,0,320,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,soil_p,,320,0,320,100.0
8.pandit_2025_nrate-ntime-udp_m_n | maize_demo_2019.xlsx,8.pandit_2025_nrate-ntime-udp_m_n,maize_demo_2019.xlsx,soil_k,,320,0,320,100.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,grain_yield,grain_yield_Mg_ha,21,7,14,66.66666666666667
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,n_rate,N_rate_kg_ha,21,0,21,100.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,p_rate,P2O5_rate_kg_ha,21,0,21,100.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,k_rate,K2O_rate_kg_ha,21,0,21,100.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,treatment_group,treatment_group,21,0,21,100.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,season,season,21,21,0,0.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,district,district,21,21,0,0.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,site,site,21,21,0,0.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,agroecology,agroecology,21,0,21,100.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,latitude,latitude,21,21,0,0.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,longitude,longitude,21,21,0,0.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,soil_ph,,21,0,21,100.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,soil_organic,,21,0,21,100.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,soil_n,,21,0,21,100.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,soil_p,,21,0,21,100.0
14.gautam_2022_nslowrelease_m_n,14.gautam_2022_nslowrelease_m_n,,soil_k,,21,0,21,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,grain_yield,grain_yield_Mg_ha,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,n_rate,N_rate_kg_ha,8,8,0,0.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,p_rate,P2O5_rate_kg_ha,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,k_rate,K2O_rate_kg_ha,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,treatment_group,treatment_group,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,season,season,8,8,0,0.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,district,district,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,site,site,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,agroecology,agroecology,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,latitude,latitude,8,8,0,0.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,longitude,longitude,8,8,0,0.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,soil_ph,,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,soil_organic,,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,soil_n,,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,soil_p,,8,0,8,100.0
47.bhatt_2020_fert-manure_m_n,47.bhatt_2020_fert-manure_m_n,,soil_k,,8,0,8,100.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,grain_yield,grain_yield_Mg_ha,54,54,0,0.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,n_rate,N_rate_kg_ha,54,0,54,100.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,p_rate,P2O5_rate_kg_ha,54,0,54,100.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,k_rate,K2O_rate_kg_ha,54,0,54,100.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,treatment_group,treatment_group,54,54,0,0.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,season,season,54,54,0,0.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,district,district,54,54,0,0.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,site,site,54,54,0,0.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,agroecology,agroecology,54,0,54,100.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,latitude,latitude,54,54,0,0.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,longitude,longitude,54,54,0,0.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,soil_ph,,54,0,54,100.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,soil_organic,,54,0,54,100.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,soil_n,,54,0,54,100.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,soil_p,,54,0,54,100.0
3.amgain_2023_ne_m_n | 7.+Lal+P.+Amgain+(1).pdf,3.amgain_2023_ne_m_n,7.+Lal+P.+Amgain+(1).pdf,soil_k,,54,0,54,100.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,grain_yield,grain_yield_Mg_ha,8,0,8,100.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,n_rate,N_rate_kg_ha,8,8,0,0.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,p_rate,P2O5_rate_kg_ha,8,8,0,0.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,k_rate,K2O_rate_kg_ha,8,8,0,0.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,treatment_group,treatment_group,8,0,8,100.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,season,season,8,8,0,0.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,district,district,8,8,0,0.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,site,site,8,8,0,0.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,agroecology,agroecology,8,0,8,100.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,latitude,latitude,8,8,0,0.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,longitude,longitude,8,8,0,0.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,soil_ph,,8,0,8,100.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,soil_organic,,8,0,8,100.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,soil_n,,8,0,8,100.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,soil_p,,8,0,8,100.0
48.yadav_2024_fert-manure_m_n,48.yadav_2024_fert-manure_m_n,,soil_k,,8,0,8,100.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,grain_yield,grain_yield_Mg_ha,8,0,8,100.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,n_rate,N_rate_kg_ha,8,8,0,0.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,p_rate,P2O5_rate_kg_ha,8,8,0,0.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,k_rate,K2O_rate_kg_ha,8,8,0,0.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,treatment_group,treatment_group,8,0,8,100.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,season,season,8,8,0,0.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,district,district,8,8,0,0.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,site,site,8,8,0,0.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,agroecology,agroecology,8,0,8,100.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,latitude,latitude,8,8,0,0.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,longitude,longitude,8,8,0,0.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,soil_ph,,8,0,8,100.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,soil_organic,,8,0,8,100.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,soil_n,,8,0,8,100.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,soil_p,,8,0,8,100.0
31.dotel_2025_nrate-nslowrelease_m_n,31.dotel_2025_nrate-nslowrelease_m_n,,soil_k,,8,0,8,100.0
36.shrestha_azotobacter-fert-var_m_n | 07_7469_H2.pdf,36.shrestha_azotobacter-fert-var_m_n,07_7469_H2.pdf,grain_yield,grain_yield_Mg_ha,15,0,15,100.0
36.shrestha_azotobacter-fert-var_m_n | 07_7469_H2.pdf,36.shrestha_azotobacter-fert-var_m_n,07_7469_H2.pdf,n_rate,N_rate_kg_ha,15,15,0,0.0
36.shrestha_azotobacter-fert-var_m_n | 07_7469_H2.pdf,36.shrestha_azotobacter-fert-var_m_n,07_7469_H2.pdf,p_rate,P2O5_rate_kg_ha,15,15,0,0.0
36.shrestha_azotobacter-fert-var_m_n | 07_7469_H2.pdf,36.shrestha_azotobacter-fert-var_m_n,07_7469_H2.pdf,k_rate,K2O_rate_kg_ha,15,15,0,0.0
36.shrestha_azotobacter-fert-var_m_n | 07_7469_H2.pdf,36.shrestha_azotobacter-fert-var_m_n,07_7469_H2.pdf,treatment_group,treatment_group,15,15,0,0.0
36.shrestha_azotobacter-fert-var_m_n | 07_7469_H2.pdf,36.shrestha_azotobacter-fert-var_m_n,07_7469_H2.pdf,season,season,15,15,0,0.0
36.shrestha_azotobacter-fert-var_m_n | 07_7469_H2.pdf,36.shrestha_azotobacter-fert-var_m_n,07_7469_H2.pdf,district,district,15,15,0,0.0
36.shrestha_azotobacter-fert-var_m_n | 07_7469_H2.pdf,36.shrestha_azotobacter-fert-var_m_n,07_7469_H2.pdf,site,site,15,15,0,0.0
